guestShotsBlocks,guestIntercepttions,guestRedCard,guestYellowCard,half,homeYellowCard,homeTacklesConneceded,guestPassBlocks,homePassBlocks,homeClearances,matchHalf,homeRedCard,guestTackles,homeShotsBlocks,homeFoul,guestFoul,matchId,homeIntercepttions,homeTackles,guestClearances,guestTacklesConneceded,l_team,r_team
4,9,0,2,2,0,0,3,6,10,0,0,7,2,10,11,16112,4,7,13,0,重庆斯威,北京中赫国安
4,10,0,1,0,3,0,3,10,6,0,0,15,1,13,9,16111,11,21,11,0,广州富力,大连一方
3,5,0,0,1,2,0,1,6,4,0,0,5,1,7,3,16111,6,10,6,0,广州富力,大连一方
1,5,0,1,2,1,0,2,4,2,0,0,10,0,6,6,16111,5,11,5,0,广州富力,大连一方
4,16,0,1,0,1,0,10,10,30,0,0,19,1,14,14,16113,6,16,16,0,上海上港,江苏苏宁易购
2,11,0,0,1,0,0,6,6,12,0,0,4,0,7,6,16113,3,8,9,0,上海上港,江苏苏宁易购
2,5,0,1,2,1,0,4,4,18,0,0,15,1,7,8,16113,3,8,7,0,上海上港,江苏苏宁易购
2,8,0,2,0,1,0,11,8,35,0,0,21,7,13,20,16114,7,16,7,0,武汉卓尔,北京人和
1,3,0,1,1,0,0,9,4,9,0,0,10,0,8,12,16114,4,9,6,0,武汉卓尔,北京人和
1,5,0,1,2,1,0,2,4,26,0,0,11,7,5,8,16114,3,7,1,0,武汉卓尔,北京人和
8,13,1,1,0,2,0,9,7,18,0,0,15,0,20,16,16115,21,13,37,0,深圳佳兆业,天津天海
4,8,0,1,1,0,0,3,3,6,0,0,10,0,15,10,16115,12,5,14,0,深圳佳兆业,天津天海
4,5,1,0,2,2,0,6,4,12,0,0,5,0,5,6,16115,9,8,23,0,深圳佳兆业,天津天海
6,10,0,5,0,1,0,5,6,14,0,0,19,0,7,15,16116,12,17,28,0,上海绿地申花,河北华夏幸福
3,8,0,1,1,0,0,3,3,9,0,0,9,0,2,7,16116,3,6,9,0,上海绿地申花,河北华夏幸福
3,2,0,4,2,1,0,2,3,5,0,0,10,0,5,8,16116,9,11,19,0,上海绿地申花,河北华夏幸福
3,12,1,1,0,2,0,10,7,15,0,0,22,3,21,13,16117,27,17,18,0,天津泰达,广州富力
2,7,0,0,1,1,0,4,5,8,0,0,12,1,9,8,16117,13,9,9,0,天津泰达,广州富力
1,5,1,1,2,1,0,6,2,7,0,0,10,2,12,5,16117,14,8,9,0,天津泰达,广州富力
3,22,0,2,0,2,0,4,7,24,0,0,31,1,26,20,16119,37,25,19,0,北京人和,北京中赫国安
1,10,0,0,1,0,0,0,7,11,0,0,11,1,14,9,16119,18,13,5,0,北京人和,北京中赫国安
2,12,0,2,2,2,0,4,0,13,0,0,20,0,12,11,16119,19,12,14,0,北京人和,北京中赫国安
3,7,0,0,0,1,0,18,12,23,0,0,16,4,21,17,16118,6,13,27,0,大连一方,广州恒大淘宝
1,4,0,0,1,1,0,8,7,10,0,0,11,1,11,9,16118,4,9,13,0,大连一方,广州恒大淘宝
2,3,0,0,2,0,0,10,5,13,0,0,5,3,10,8,16118,2,4,14,0,大连一方,广州恒大淘宝
3,13,0,1,0,1,0,11,8,7,0,0,12,4,13,12,16120,18,13,39,0,河北华夏幸福,上海上港
2,7,0,1,1,0,0,7,3,3,0,0,7,2,8,6,16120,7,4,20,0,河北华夏幸福,上海上港
1,6,0,0,2,1,0,4,5,4,0,0,5,2,5,6,16120,11,9,19,0,河北华夏幸福,上海上港
3,5,0,2,0,1,0,12,10,25,0,0,22,4,10,20,16121,5,15,20,0,天津天海,山东鲁能泰山
2,1,0,0,1,1,0,5,2,13,0,0,10,3,3,8,16121,2,9,13,0,天津天海,山东鲁能泰山
1,4,0,2,2,0,0,7,8,12,0,0,12,1,7,12,16121,3,6,7,0,天津天海,山东鲁能泰山
5,12,0,1,0,1,0,10,13,14,0,0,14,0,19,13,16122,11,19,26,0,河南建业,上海绿地申花
2,6,0,1,1,0,0,5,6,5,0,0,7,0,8,8,16122,4,8,10,0,河南建业,上海绿地申花
3,6,0,0,2,1,0,5,7,9,0,0,7,0,11,5,16122,7,11,16,0,河南建业,上海绿地申花
6,3,1,1,0,0,0,8,8,11,0,0,15,1,15,13,16123,8,12,18,0,江苏苏宁易购,武汉卓尔
1,3,0,1,1,0,0,4,4,2,0,0,5,0,5,7,16123,1,3,7,0,江苏苏宁易购,武汉卓尔
5,0,1,0,2,0,0,4,4,9,0,0,10,1,10,6,16123,7,9,11,0,江苏苏宁易购,武汉卓尔
2,24,1,1,0,0,0,8,8,20,0,1,16,3,15,19,16124,22,22,21,0,重庆斯威,深圳佳兆业
2,14,0,1,1,0,0,4,3,2,0,0,8,0,8,8,16124,9,14,11,0,重庆斯威,深圳佳兆业
0,10,1,0,2,0,0,4,5,18,0,1,8,3,7,11,16124,13,8,10,0,重庆斯威,深圳佳兆业
6,8,1,4,0,1,0,11,6,15,0,1,19,0,18,17,16125,10,17,13,0,北京中赫国安,江苏苏宁易购
5,4,0,1,1,0,0,6,2,9,0,1,9,0,10,8,16125,5,8,11,0,北京中赫国安,江苏苏宁易购
1,4,1,3,2,1,0,5,4,6,0,0,10,0,8,9,16125,5,9,2,0,北京中赫国安,江苏苏宁易购
1,20,0,3,0,3,0,11,2,18,0,0,14,2,23,13,16126,13,20,29,0,上海上港,重庆斯威
0,15,0,1,1,0,0,10,2,13,0,0,6,1,8,7,16126,11,13,7,0,上海上港,重庆斯威
1,5,0,2,2,3,0,1,0,5,0,0,8,1,15,6,16126,2,7,22,0,上海上港,重庆斯威
2,15,0,1,0,1,0,4,12,26,0,0,22,3,13,8,16127,13,22,18,0,深圳佳兆业,山东鲁能泰山
2,5,0,1,1,1,0,3,5,11,0,0,11,1,10,4,16127,6,14,12,0,深圳佳兆业,山东鲁能泰山
0,10,0,0,2,0,0,1,7,15,0,0,11,2,3,4,16127,7,8,6,0,深圳佳兆业,山东鲁能泰山
4,13,0,1,0,0,0,9,13,29,0,0,16,0,11,20,16128,20,9,9,0,天津天海,河北华夏幸福
3,7,0,0,1,0,0,4,2,7,0,0,10,0,6,9,16128,8,5,7,0,天津天海,河北华夏幸福
1,6,0,1,2,0,0,5,11,22,0,0,6,0,5,11,16128,12,4,2,0,天津天海,河北华夏幸福
4,6,0,0,0,1,0,8,5,28,0,0,16,8,10,4,16130,12,12,30,0,广州恒大淘宝,广州富力
2,2,0,0,1,0,0,1,4,11,0,0,8,3,4,2,16130,7,5,16,0,广州恒大淘宝,广州富力
2,4,0,0,2,1,0,7,1,17,0,0,8,5,6,2,16130,5,7,14,0,广州恒大淘宝,广州富力
7,23,0,2,0,2,0,8,5,19,0,0,19,1,20,19,16131,11,22,40,0,大连一方,天津泰达
4,16,0,2,1,1,0,1,4,11,0,0,6,1,8,12,16131,3,12,17,0,大连一方,天津泰达
3,7,0,0,2,1,0,7,1,8,0,0,13,0,12,7,16131,8,10,23,0,大连一方,天津泰达
5,11,0,1,0,1,0,3,4,23,0,0,13,2,11,11,16132,10,22,33,0,上海绿地申花,北京人和
2,7,0,0,1,0,0,1,2,8,0,0,8,1,3,3,16132,5,13,18,0,上海绿地申花,北京人和
3,4,0,1,2,1,0,2,2,15,0,0,5,1,8,8,16132,5,9,15,0,上海绿地申花,北京人和
6,4,0,4,0,1,0,5,9,13,0,0,6,0,12,11,16129,3,16,18,0,武汉卓尔,河南建业
4,0,0,1,1,1,0,4,3,5,0,0,2,0,7,3,16129,1,9,7,0,武汉卓尔,河南建业
2,4,0,3,2,0,0,1,6,8,0,0,4,0,5,8,16129,2,7,11,0,武汉卓尔,河南建业
3,21,0,1,0,2,0,4,6,27,0,0,20,7,14,19,16133,16,14,12,0,广州富力,上海绿地申花
0,11,0,0,1,0,0,4,3,9,0,0,12,3,6,12,16133,10,8,6,0,广州富力,上海绿地申花
3,10,0,1,2,2,0,0,3,18,0,0,8,4,8,7,16133,6,6,6,0,广州富力,上海绿地申花
3,9,0,3,0,4,0,6,15,20,0,0,21,2,14,12,16134,8,14,15,0,重庆斯威,河北华夏幸福
3,3,0,2,1,1,0,2,8,10,0,0,13,1,7,4,16134,4,10,9,0,重庆斯威,河北华夏幸福
0,6,0,1,2,3,0,4,7,10,0,0,8,1,7,8,16134,4,4,6,0,重庆斯威,河北华夏幸福
4,13,0,2,0,1,0,6,8,15,0,1,10,2,17,14,16135,13,17,16,0,深圳佳兆业,江苏苏宁易购
2,7,0,0,1,1,0,3,3,5,0,0,4,1,7,7,16135,5,10,5,0,深圳佳兆业,江苏苏宁易购
2,6,0,2,2,1,0,3,5,10,0,1,6,1,10,7,16135,8,7,11,0,深圳佳兆业,江苏苏宁易购
6,5,0,3,0,1,0,16,8,9,0,0,22,2,14,11,16136,12,16,27,0,天津泰达,天津天海
2,3,0,0,1,0,0,9,4,7,0,0,15,2,7,3,16136,9,12,9,0,天津泰达,天津天海
4,2,0,3,2,1,0,7,4,2,0,0,7,0,7,8,16136,3,4,18,0,天津泰达,天津天海
2,12,1,1,0,2,0,4,11,20,0,0,6,4,18,12,16137,13,14,24,0,北京人和,广州恒大淘宝
2,7,1,0,1,1,0,0,3,7,0,0,1,3,6,4,16137,5,3,17,0,北京人和,广州恒大淘宝
0,5,0,1,2,1,0,4,8,13,0,0,5,1,12,8,16137,8,11,7,0,北京人和,广州恒大淘宝
9,11,1,3,0,0,0,5,7,20,0,0,14,2,14,16,16138,11,14,36,0,山东鲁能泰山,大连一方
3,9,0,1,1,0,0,0,2,9,0,0,5,0,9,10,16138,3,10,17,0,山东鲁能泰山,大连一方
6,2,1,2,2,0,0,5,5,11,0,0,9,2,5,6,16138,8,4,19,0,山东鲁能泰山,大连一方
4,18,0,5,0,1,0,15,8,20,0,1,21,2,14,30,16139,8,28,23,0,北京中赫国安,河南建业
0,8,0,2,1,2,0,12,5,8,0,0,9,2,7,16,16139,7,15,17,0,北京中赫国安,河南建业
4,10,0,3,2,0,0,3,3,12,0,1,12,0,7,14,16139,1,13,6,0,北京中赫国安,河南建业
2,11,0,0,0,2,0,10,10,13,0,0,25,1,22,12,16140,8,21,16,0,上海上港,武汉卓尔
0,5,0,0,1,0,0,6,4,5,0,0,11,1,10,6,16140,7,13,8,0,上海上港,武汉卓尔
2,6,0,0,2,2,0,4,6,8,0,0,14,0,12,6,16140,1,8,8,0,上海上港,武汉卓尔
5,12,0,3,0,2,0,9,16,27,0,0,17,3,15,18,16141,7,15,31,0,天津天海,上海上港
1,5,0,1,1,1,0,6,11,18,0,0,10,1,8,8,16141,2,11,17,0,天津天海,上海上港
4,7,0,2,2,1,0,3,5,9,0,0,7,2,7,10,16141,5,4,14,0,天津天海,上海上港
5,31,0,2,0,1,0,7,13,29,0,0,17,0,9,12,16142,28,12,25,0,广州恒大淘宝,山东鲁能泰山
4,19,0,0,1,0,0,3,4,12,0,0,8,0,4,5,16142,14,8,10,0,广州恒大淘宝,山东鲁能泰山
1,12,0,2,2,1,0,4,9,17,0,0,9,0,5,7,16142,14,4,15,0,广州恒大淘宝,山东鲁能泰山
3,18,0,1,0,2,0,11,4,15,0,0,21,1,14,18,16143,8,14,22,0,北京人和,深圳佳兆业
2,9,0,0,1,1,0,5,1,5,0,0,14,1,6,11,16143,2,5,17,0,北京人和,深圳佳兆业
1,9,0,1,2,1,0,6,3,10,0,0,7,0,8,7,16143,6,9,5,0,北京人和,深圳佳兆业
5,9,0,2,0,1,0,10,9,21,0,0,17,1,17,10,16144,8,20,31,0,河南建业,天津泰达
2,6,0,0,1,0,0,4,4,8,0,0,8,1,7,5,16144,3,8,18,0,河南建业,天津泰达
3,3,0,2,2,1,0,6,5,13,0,0,9,0,10,5,16144,5,12,13,0,河南建业,天津泰达
2,14,0,2,0,2,0,13,6,12,0,0,14,2,14,12,16145,18,17,19,0,河北华夏幸福,北京中赫国安
2,8,0,0,1,1,0,7,3,6,0,0,8,2,8,5,16145,11,11,6,0,河北华夏幸福,北京中赫国安
0,6,0,2,2,1,0,6,3,6,0,0,6,0,6,7,16145,7,6,13,0,河北华夏幸福,北京中赫国安
6,5,0,3,0,0,0,14,7,15,0,0,15,3,9,13,16146,11,18,23,0,大连一方,重庆斯威
4,2,0,0,1,0,0,4,3,11,0,0,9,2,4,6,16146,7,12,10,0,大连一方,重庆斯威
2,3,0,3,2,0,0,10,4,4,0,0,6,1,5,7,16146,4,6,13,0,大连一方,重庆斯威
2,20,0,2,0,0,0,6,3,18,0,0,14,1,11,11,16147,23,17,13,0,江苏苏宁易购,广州富力
1,8,0,1,1,0,0,2,1,3,0,0,8,0,7,5,16147,6,5,5,0,江苏苏宁易购,广州富力
1,12,0,1,2,0,0,4,2,15,0,0,6,1,4,6,16147,17,12,8,0,江苏苏宁易购,广州富力
4,6,0,0,0,0,0,11,4,11,0,0,13,4,10,17,16148,10,11,20,0,武汉卓尔,上海绿地申花
2,1,0,0,1,0,0,3,2,4,0,0,4,3,3,7,16148,5,6,10,0,武汉卓尔,上海绿地申花
2,5,0,0,2,0,0,8,2,7,0,0,9,1,7,10,16148,5,5,10,0,武汉卓尔,上海绿地申花
1,8,0,4,0,1,0,8,14,19,0,0,10,6,9,15,16149,10,8,17,0,广州富力,深圳佳兆业
1,5,0,2,1,0,0,5,6,5,0,0,6,2,1,7,16149,3,6,14,0,广州富力,深圳佳兆业
0,3,0,2,2,1,0,3,8,14,0,0,4,4,8,8,16149,7,2,3,0,广州富力,深圳佳兆业
8,10,1,2,0,1,0,20,7,9,0,0,17,0,12,12,16150,8,15,44,0,河北华夏幸福,北京人和
2,8,0,0,1,1,0,13,6,7,0,0,7,0,6,8,16150,5,8,26,0,河北华夏幸福,北京人和
6,2,1,2,2,0,0,7,1,2,0,0,10,0,6,4,16150,3,7,18,0,河北华夏幸福,北京人和
1,5,0,3,0,3,0,6,12,32,0,0,6,4,22,13,16151,9,11,11,0,河南建业,江苏苏宁易购
1,3,0,2,1,1,0,3,5,15,0,0,3,3,13,6,16151,2,6,6,0,河南建业,江苏苏宁易购
0,2,0,1,2,2,0,3,7,17,0,0,3,1,9,7,16151,7,5,5,0,河南建业,江苏苏宁易购
9,7,0,5,0,3,0,8,8,11,0,1,10,1,10,17,16152,17,15,29,0,上海绿地申花,天津天海
2,5,0,2,1,1,0,4,1,8,0,1,6,0,7,7,16152,9,8,6,0,上海绿地申花,天津天海
7,2,0,3,2,2,0,4,7,3,0,0,4,1,3,10,16152,8,7,23,0,上海绿地申花,天津天海
2,10,0,3,0,0,0,10,9,18,0,1,15,2,14,17,16153,10,15,39,0,天津泰达,上海上港
0,6,0,1,1,0,0,5,6,9,0,0,7,0,10,7,16153,2,10,25,0,天津泰达,上海上港
2,4,0,2,2,0,0,5,3,9,0,1,8,2,4,10,16153,8,5,14,0,天津泰达,上海上港
3,7,0,0,0,2,0,13,11,15,0,0,12,6,16,16,16154,4,17,21,0,重庆斯威,广州恒大淘宝
0,5,0,0,1,0,0,5,3,8,0,0,7,4,9,6,16154,2,7,7,0,重庆斯威,广州恒大淘宝
3,2,0,0,2,2,0,8,8,7,0,0,5,2,7,10,16154,2,10,14,0,重庆斯威,广州恒大淘宝
3,17,0,2,0,3,0,8,14,17,0,0,21,4,16,16,16155,19,17,8,0,北京中赫国安,大连一方
1,9,0,1,1,3,0,5,5,7,0,0,7,2,9,10,16155,7,8,3,0,北京中赫国安,大连一方
2,8,0,1,2,0,0,3,9,10,0,0,14,2,7,6,16155,12,9,5,0,北京中赫国安,大连一方
1,9,0,0,0,1,0,12,13,22,0,0,16,3,13,4,16156,8,15,6,0,山东鲁能泰山,武汉卓尔
1,4,0,0,1,0,0,6,6,2,0,0,9,0,7,2,16156,4,9,4,0,山东鲁能泰山,武汉卓尔
0,5,0,0,2,1,0,6,7,20,0,0,7,3,6,2,16156,4,6,2,0,山东鲁能泰山,武汉卓尔
5,4,0,3,0,1,0,8,7,10,0,0,12,2,15,21,16157,11,15,12,0,武汉卓尔,天津泰达
0,1,0,0,1,0,0,4,2,4,0,0,2,1,8,8,16157,6,8,7,0,武汉卓尔,天津泰达
5,3,0,3,2,1,0,4,5,6,0,0,10,1,7,13,16157,5,7,5,0,武汉卓尔,天津泰达
1,12,0,2,0,2,0,14,12,21,0,0,22,3,18,15,16158,11,20,23,0,上海上港,广州富力
0,8,0,1,1,1,0,6,3,7,0,0,9,1,9,9,16158,5,11,15,0,上海上港,广州富力
1,4,0,1,2,1,0,8,9,14,0,0,13,2,9,6,16158,6,9,8,0,上海上港,广州富力
3,4,0,1,0,0,0,14,7,6,0,0,16,1,7,8,16159,10,18,28,0,广州恒大淘宝,北京中赫国安
2,2,0,0,1,0,0,9,4,2,0,0,8,1,5,5,16159,6,11,18,0,广州恒大淘宝,北京中赫国安
1,2,0,1,2,0,0,5,3,4,0,0,8,0,2,3,16159,4,7,10,0,广州恒大淘宝,北京中赫国安
2,16,0,0,0,0,0,11,13,19,0,0,16,4,12,4,16160,16,14,18,0,山东鲁能泰山,河北华夏幸福
1,6,0,0,1,0,0,3,10,7,0,0,12,1,2,2,16160,5,8,8,0,山东鲁能泰山,河北华夏幸福
1,10,0,0,2,0,0,8,3,12,0,0,4,3,10,2,16160,11,6,10,0,山东鲁能泰山,河北华夏幸福
5,7,0,3,0,2,0,7,10,9,0,1,16,0,13,14,16161,7,21,16,0,北京人和,河南建业
4,7,0,1,1,0,0,1,6,6,0,0,6,0,6,9,16161,5,10,5,0,北京人和,河南建业
1,0,0,2,2,2,0,6,4,3,0,1,10,0,7,5,16161,2,11,11,0,北京人和,河南建业
4,10,0,3,0,0,0,13,13,16,0,0,16,3,13,11,16162,13,20,24,0,江苏苏宁易购,大连一方
1,5,0,2,1,0,0,10,9,12,0,0,9,2,5,6,16162,7,9,8,0,江苏苏宁易购,大连一方
3,5,0,1,2,0,0,3,4,4,0,0,7,1,8,5,16162,6,11,16,0,江苏苏宁易购,大连一方
2,16,0,3,0,2,0,5,8,20,0,0,17,2,16,10,16163,25,12,26,0,深圳佳兆业,上海绿地申花
2,6,0,1,1,1,0,4,2,6,0,0,10,2,10,5,16163,15,9,15,0,深圳佳兆业,上海绿地申花
0,10,0,2,2,1,0,1,6,14,0,0,7,0,6,5,16163,10,3,11,0,深圳佳兆业,上海绿地申花
5,7,0,3,0,1,0,2,11,17,0,1,11,4,14,17,16164,10,7,11,0,天津天海,重庆斯威
1,6,0,1,1,0,0,0,3,7,0,0,3,1,2,12,16164,4,3,7,0,天津天海,重庆斯威
4,1,0,2,2,1,0,2,8,10,0,1,8,3,12,5,16164,6,4,4,0,天津天海,重庆斯威
4,16,0,2,0,0,0,12,7,10,0,0,10,0,13,18,16165,18,20,26,0,天津泰达,上海绿地申花
0,9,0,1,1,0,0,6,4,10,0,0,6,0,9,7,16165,6,9,11,0,天津泰达,上海绿地申花
4,7,0,1,2,0,0,6,3,0,0,0,4,0,4,11,16165,12,11,15,0,天津泰达,上海绿地申花
6,5,0,2,0,1,0,8,13,7,0,0,15,1,16,22,16166,6,20,22,0,大连一方,武汉卓尔
2,1,0,2,1,1,0,3,4,4,0,0,6,0,8,12,16166,1,10,7,0,大连一方,武汉卓尔
4,4,0,0,2,0,0,5,9,3,0,0,9,1,8,10,16166,5,10,15,0,大连一方,武汉卓尔
2,6,0,1,0,0,0,13,14,11,0,1,19,4,9,17,16167,4,19,34,0,河北华夏幸福,河南建业
1,4,0,0,1,0,0,9,10,7,0,0,8,1,2,10,16167,1,13,21,0,河北华夏幸福,河南建业
1,2,0,1,2,0,0,4,4,4,0,1,11,3,7,7,16167,3,6,13,0,河北华夏幸福,河南建业
3,8,0,1,0,0,0,11,7,14,0,0,15,3,7,13,16168,11,13,33,0,重庆斯威,北京人和
2,5,0,1,1,0,0,5,4,5,0,0,7,0,4,5,16168,4,8,21,0,重庆斯威,北京人和
1,3,0,0,2,0,0,6,3,9,0,0,8,3,3,8,16168,7,5,12,0,重庆斯威,北京人和
4,11,0,3,0,0,0,4,12,17,0,0,24,2,9,16,16169,10,18,24,0,天津天海,广州富力
2,7,0,0,1,0,0,2,6,7,0,0,11,1,4,8,16169,2,4,13,0,天津天海,广州富力
2,4,0,3,2,0,0,2,6,10,0,0,13,1,5,8,16169,8,14,11,0,天津天海,广州富力
2,16,0,4,0,0,0,7,8,9,0,0,18,0,15,17,16170,15,20,10,0,北京中赫国安,深圳佳兆业
1,7,0,2,1,0,0,3,6,2,0,0,9,0,6,9,16170,4,11,4,0,北京中赫国安,深圳佳兆业
1,9,0,2,2,0,0,4,2,7,0,0,9,0,9,8,16170,11,9,6,0,北京中赫国安,深圳佳兆业
3,4,0,4,0,1,0,11,11,17,0,0,21,1,8,18,16171,9,14,21,0,广州恒大淘宝,江苏苏宁易购
1,2,0,3,1,1,0,6,8,6,0,0,15,0,2,10,16171,6,7,8,0,广州恒大淘宝,江苏苏宁易购
2,2,0,1,2,0,0,5,3,11,0,0,6,1,6,8,16171,3,7,13,0,广州恒大淘宝,江苏苏宁易购
3,8,0,3,0,2,0,13,2,11,0,1,19,5,13,16,16172,4,13,28,0,上海上港,山东鲁能泰山
1,6,0,1,1,0,0,8,0,4,0,0,10,0,8,10,16172,3,7,11,0,上海上港,山东鲁能泰山
2,2,0,2,2,2,0,5,2,7,0,1,9,5,5,6,16172,1,6,17,0,上海上港,山东鲁能泰山
1,22,0,2,0,1,0,4,10,14,0,0,21,1,20,15,16173,20,18,31,0,河南建业,上海上港
0,12,0,1,1,0,0,2,3,11,0,0,15,1,9,5,16173,8,13,8,0,河南建业,上海上港
1,10,0,1,2,1,0,2,7,3,0,0,6,0,11,10,16173,12,5,23,0,河南建业,上海上港
1,5,0,2,0,1,0,9,9,7,0,0,14,6,12,13,16174,13,21,19,0,北京中赫国安,天津天海
1,3,0,1,1,0,0,3,8,3,0,0,8,3,7,8,16174,10,13,11,0,北京中赫国安,天津天海
0,2,0,1,2,1,0,6,1,4,0,0,6,3,5,5,16174,3,8,8,0,北京中赫国安,天津天海
4,3,0,3,0,0,0,11,8,20,0,0,14,4,16,19,16175,6,15,20,0,武汉卓尔,广州恒大淘宝
2,1,0,3,1,0,0,5,2,7,0,0,9,2,9,6,16175,4,11,12,0,武汉卓尔,广州恒大淘宝
2,2,0,0,2,0,0,6,6,13,0,0,5,2,7,13,16175,2,4,8,0,武汉卓尔,广州恒大淘宝
7,20,0,0,0,1,0,7,10,25,0,0,26,7,5,10,16176,20,25,24,0,上海绿地申花,山东鲁能泰山
2,11,0,0,1,0,0,3,5,14,0,0,11,4,2,5,16176,14,13,11,0,上海绿地申花,山东鲁能泰山
5,9,0,0,2,1,0,4,5,11,0,0,15,3,3,5,16176,6,12,13,0,上海绿地申花,山东鲁能泰山
7,11,0,2,0,2,0,9,6,14,0,0,9,2,7,10,16177,8,13,13,0,广州富力,北京人和
3,6,0,1,1,2,0,6,3,8,0,0,5,1,3,8,16177,7,5,9,0,广州富力,北京人和
4,5,0,1,2,0,0,3,3,6,0,0,4,1,4,2,16177,1,8,4,0,广州富力,北京人和
1,7,1,2,0,4,0,5,8,8,0,0,10,2,13,20,16178,8,15,11,0,江苏苏宁易购,重庆斯威
0,2,0,1,1,1,0,2,5,7,0,0,6,1,7,10,16178,3,9,5,0,江苏苏宁易购,重庆斯威
1,5,1,1,2,3,0,3,3,1,0,0,4,1,6,10,16178,5,6,6,0,江苏苏宁易购,重庆斯威
4,13,0,2,0,2,0,7,15,27,0,0,13,0,15,14,16179,10,15,16,0,天津泰达,河北华夏幸福
1,7,0,1,1,0,0,6,5,5,0,0,5,0,5,7,16179,6,8,12,0,天津泰达,河北华夏幸福
3,6,0,1,2,2,0,1,10,22,0,0,8,0,10,7,16179,4,7,4,0,天津泰达,河北华夏幸福
4,9,1,2,0,3,0,8,9,17,0,0,12,1,9,14,16180,8,18,20,0,深圳佳兆业,大连一方
