guestFrontFreeKicks,guestInitAttackRate,guestFreekiscks,guestCorners,guestPassesSuccRate,guestPass,guestShots,guestGoals,half,homeFreekiscks,guestShotsOnTarget,homePassesSuccRate,homeFrontFreeKicks,homePass,homeInitAttackRate,homeGoals,homePenalties,homeShots,homeCorners,guestPenalties,homePossAve,matchHalf,matchId,guestPossAve,homeShotsOnTarget,l_team,r_team
7,0.46,11,9,0.791,397,10,2,0,18,4,0.816,10,429,0.54,2,0,17,7,0,0.505,0,15192,0.495,5,石家庄永昌,辽宁沈阳宏运
2,0.414,3,4,0.825,211,3,1,1,9,2,0.822,3,241,0.586,1,0,8,4,0,0.507,0,15192,0.493,3,石家庄永昌,辽宁沈阳宏运
5,0.516,8,5,0.753,186,7,1,2,9,2,0.809,7,188,0.484,1,0,9,3,0,0.502,0,15192,0.498,2,石家庄永昌,辽宁沈阳宏运
12,0.701,23,5,0.751,402,24,2,0,13,3,0.639,5,249,0.299,4,1,13,4,0,0.399,0,15194,0.601,6,梅县铁汉生态,浙江毅腾
6,0.633,9,4,0.766,209,12,2,1,7,2,0.662,2,151,0.367,2,0,7,3,0,0.429,0,15194,0.571,4,梅县铁汉生态,浙江毅腾
6,0.761,14,1,0.736,193,12,0,2,6,1,0.602,3,98,0.239,2,1,6,1,0,0.366,0,15194,0.634,2,梅县铁汉生态,浙江毅腾
8,0.47,16,8,0.612,278,10,1,0,23,3,0.733,8,397,0.53,1,0,13,6,0,0.541,0,15191,0.459,6,浙江绿城,深圳佳兆业
5,0.561,9,7,0.613,124,3,0,1,10,2,0.724,3,181,0.439,0,0,4,4,0,0.529,0,15191,0.471,1,浙江绿城,深圳佳兆业
3,0.394,7,1,0.61,154,7,1,2,13,1,0.741,5,216,0.606,1,0,9,2,0,0.551,0,15191,0.449,5,浙江绿城,深圳佳兆业
7,0.506,17,8,0.736,348,8,0,0,20,2,0.739,7,349,0.494,1,0,13,3,0,0.493,0,15201,0.507,5,辽宁沈阳宏运,延边富德
2,0.515,5,5,0.757,202,5,0,1,8,2,0.711,2,187,0.485,0,0,4,2,0,0.479,0,15201,0.521,2,辽宁沈阳宏运,延边富德
5,0.494,12,3,0.705,146,3,0,2,12,0,0.772,5,162,0.506,1,0,9,1,0,0.511,0,15201,0.489,3,辽宁沈阳宏运,延边富德
9,0.601,19,4,0.789,432,13,0,0,19,6,0.722,11,317,0.399,3,1,12,2,0,0.46,0,15199,0.54,6,梅州客家,浙江毅腾
