homeShotsOutPenaltyArea,homeAttThSucPaAccuracy,homeAttThPass,guestAttThSucPaAccuracy,guestKeyPasses,guestBreakThrows,guestShots,half,guestAttThPass,homeShots,guestShotsOnTargetObox,guestShotsInPenaltyArea,guestShotsOutPenaltyArea,guestCenter,guestShotsOnTargetIbox,homeBreakThrows,matchHalf,homeShotsInPenaltyArea,matchId,homeShotsOnTargetObox,homeKeyPasses,homeShotsOnTargetIbox,homeCenter,l_team,r_team
6,0.705,112,0.531,5,0,7,0,49,12,0,4,3,12,1,2,0,6,17470,1,9,3,22,浙江能源绿城,辽宁沈阳城市
5,0.717,60,0.458,2,0,4,1,24,7,0,1,3,7,0,2,0,2,17470,1,5,1,11,浙江能源绿城,辽宁沈阳城市
1,0.692,52,0.6,3,0,3,2,25,5,0,3,0,5,1,0,0,4,17470,0,4,2,11,浙江能源绿城,辽宁沈阳城市
5,0.643,84,0.684,7,6,11,0,57,15,1,7,4,12,3,0,0,10,17474,0,9,3,20,内蒙古中优,北京北体大
5,0.659,44,0.7,2,2,3,1,20,10,0,3,0,3,2,0,0,5,17474,0,5,1,8,内蒙古中优,北京北体大
0,0.625,40,0.676,5,4,8,2,37,5,1,4,4,9,1,0,0,5,17474,0,4,2,12,内蒙古中优,北京北体大
10,0.705,132,0.553,3,3,9,0,38,15,2,4,5,8,3,6,0,5,17480,1,8,1,27,新疆雪豹纳欢,南通支云
5,0.667,78,0.625,1,2,4,1,16,7,0,2,2,4,2,3,0,2,17480,1,5,0,16,新疆雪豹纳欢,南通支云
5,0.759,54,0.5,2,1,5,2,22,8,2,2,3,4,1,3,0,3,17480,0,3,1,11,新疆雪豹纳欢,南通支云
6,0.583,48,0.654,11,2,17,0,162,9,0,10,7,39,2,1,0,3,17481,4,6,1,8,黑龙江FC,长春亚泰
3,0.333,18,0.621,5,2,7,1,66,6,0,3,4,18,0,0,0,3,17481,1,4,1,6,黑龙江FC,长春亚泰
3,0.733,30,0.677,6,0,10,2,96,3,0,7,3,21,2,1,0,0,17481,3,2,0,2,黑龙江FC,长春亚泰
1,0.612,49,0.663,14,8,20,0,104,8,3,14,6,26,5,1,0,7,17477,0,5,5,16,辽宁沈阳城市,梅州客家
0,0.55,20,0.686,5,3,7,1,51,4,1,6,1,11,3,1,0,4,17477,0,2,2,6,辽宁沈阳城市,梅州客家
1,0.655,29,0.642,9,5,13,2,53,4,2,8,5,15,2,0,0,3,17477,0,3,3,10,辽宁沈阳城市,梅州客家
2,0.636,66,0.686,9,8,14,0,86,7,0,10,4,21,4,16,0,5,17475,0,4,4,11,北京人和,成都兴城人居
1,0.647,51,0.633,4,7,6,1,30,5,0,6,0,5,3,6,0,4,17475,0,3,3,10,北京人和,成都兴城人居
1,0.6,15,0.714,5,1,8,2,56,2,0,4,4,16,1,10,0,1,17475,0,1,1,1,北京人和,成都兴城人居
5,0.68,75,0.698,2,7,5,0,86,14,0,4,1,18,1,2,0,9,17478,1,9,5,15,浙江能源绿城,贵州恒丰
4,0.739,46,0.615,1,3,2,1,26,8,0,2,0,6,0,1,0,4,17478,1,6,3,13,浙江能源绿城,贵州恒丰
1,0.586,29,0.733,1,4,3,2,60,6,0,2,1,12,1,1,0,5,17478,0,3,2,2,浙江能源绿城,贵州恒丰
6,0.712,73,0.617,9,3,13,0,94,14,1,10,3,18,3,10,0,8,17476,3,9,4,13,苏州东吴,泰州远大
4,0.709,55,0.548,3,1,5,1,31,10,1,3,2,6,1,6,0,6,17476,2,7,3,5,苏州东吴,泰州远大
2,0.722,18,0.651,6,2,8,2,63,4,0,7,1,12,2,4,0,2,17476,1,2,1,8,苏州东吴,泰州远大
6,0.677,65,0.698,4,2,7,0,63,14,2,3,4,14,1,3,0,8,17482,2,8,3,11,昆山FC,四川优必选
3,0.607,28,0.6,2,0,2,1,25,5,1,1,1,7,0,1,0,2,17482,0,3,1,3,昆山FC,四川优必选
3,0.73,37,0.763,2,2,5,2,38,9,1,2,3,7,1,2,0,6,17482,2,5,2,8,昆山FC,四川优必选
3,0.667,84,0.625,3,0,7,0,40,4,0,5,2,7,3,4,0,1,17479,1,3,0,23,江西联盛,陕西大秦之水
2,0.7,40,0.688,3,0,5,1,16,3,0,5,0,4,3,1,0,1,17479,1,3,0,12,江西联盛,陕西大秦之水
1,0.636,44,0.583,0,0,2,2,24,1,0,0,2,3,0,3,0,0,17479,0,0,0,11,江西联盛,陕西大秦之水
8,0.679,78,0.796,10,4,13,0,108,10,3,6,7,17,2,1,0,2,17483,3,8,2,20,北京北体大,成都兴城人居
5,0.767,30,0.743,5,2,8,1,35,7,3,4,4,8,0,1,0,2,17483,1,7,2,9,北京北体大,成都兴城人居
3,0.625,48,0.822,5,2,5,2,73,3,0,2,3,9,2,0,0,0,17483,2,1,0,11,北京北体大,成都兴城人居
6,0.58,69,0.767,13,14,17,0,86,22,2,4,13,16,1,14,0,16,17489,2,13,10,27,长春亚泰,新疆雪豹纳欢
3,0.5,46,0.816,7,8,8,1,38,11,0,2,6,5,0,6,0,8,17489,1,8,3,16,长春亚泰,新疆雪豹纳欢
3,0.739,23,0.729,6,6,9,2,48,11,2,2,7,11,1,8,0,8,17489,1,5,7,11,长春亚泰,新疆雪豹纳欢
12,0.651,86,0.63,7,4,8,0,54,20,2,5,3,10,2,3,0,8,17486,2,15,1,19,贵州恒丰,梅州客家
3,0.581,31,0.625,5,3,5,1,32,8,1,3,2,6,1,1,0,5,17486,0,5,1,8,贵州恒丰,梅州客家
9,0.691,55,0.636,2,1,3,2,22,12,1,2,1,4,1,2,0,3,17486,2,10,0,11,贵州恒丰,梅州客家
3,0.693,101,0.627,6,3,11,0,51,7,1,7,4,12,3,5,0,4,17484,2,6,1,17,苏州东吴,北京人和
1,0.625,40,0.733,4,1,5,1,30,4,0,4,1,7,0,2,0,3,17484,0,3,1,7,苏州东吴,北京人和
2,0.738,61,0.476,2,2,6,2,21,3,1,3,3,5,3,3,0,1,17484,2,3,0,10,苏州东吴,北京人和
5,0.75,84,0.73,9,4,10,0,89,6,0,8,2,21,2,3,0,1,17490,1,4,1,11,四川优必选,黑龙江FC
5,0.767,60,0.667,2,3,2,1,33,5,0,1,1,8,0,1,0,0,17490,1,3,0,8,四川优必选,黑龙江FC
0,0.708,24,0.768,7,1,8,2,56,1,0,7,1,13,2,2,0,1,17490,0,1,1,3,四川优必选,黑龙江FC
1,0.63,27,0.84,6,1,10,0,150,1,1,6,4,25,3,2,0,0,17487,0,0,0,5,江西联盛,浙江能源绿城
1,0.818,11,0.8,5,1,7,1,80,1,1,4,3,18,2,2,0,0,17487,0,0,0,2,江西联盛,浙江能源绿城
0,0.5,16,0.886,1,0,3,2,70,0,0,2,1,7,1,0,0,0,17487,0,0,0,3,江西联盛,浙江能源绿城
3,0.745,55,0.614,5,5,8,0,83,11,1,5,3,19,3,6,0,8,17485,3,6,3,10,泰州远大,内蒙古中优
1,0.696,23,0.6,2,2,3,1,35,6,0,2,1,10,1,2,0,5,17485,1,4,2,4,泰州远大,内蒙古中优
2,0.781,32,0.625,3,3,5,2,48,5,1,3,2,9,2,4,0,3,17485,2,2,1,6,泰州远大,内蒙古中优
8,0.769,91,0.708,3,1,4,0,96,14,0,2,2,18,1,2,0,6,17488,0,8,4,16,陕西大秦之水,辽宁沈阳城市
5,0.789,57,0.745,1,1,1,1,55,6,0,0,1,9,0,0,0,1,17488,0,4,1,8,陕西大秦之水,辽宁沈阳城市
3,0.735,34,0.659,2,0,3,2,41,8,0,2,1,9,1,2,0,5,17488,0,4,3,8,陕西大秦之水,辽宁沈阳城市
7,0.688,77,0.729,10,8,14,0,70,9,2,6,8,10,2,11,0,2,17491,3,4,1,15,南通支云,昆山FC
2,0.639,36,0.667,5,1,7,1,45,2,1,3,4,7,1,3,0,0,17491,0,0,0,7,南通支云,昆山FC
5,0.732,41,0.84,5,7,7,2,25,7,1,3,4,3,1,8,0,2,17491,3,4,1,8,南通支云,昆山FC
5,0.574,54,0.664,13,15,19,0,107,9,1,12,7,19,2,6,0,4,17492,2,4,0,15,内蒙古中优,苏州东吴
3,0.567,30,0.675,5,7,7,1,40,5,1,3,4,9,0,0,0,2,17492,1,3,0,8,内蒙古中优,苏州东吴
2,0.583,24,0.657,8,8,12,2,67,4,0,9,3,10,2,6,0,2,17492,1,1,0,7,内蒙古中优,苏州东吴
15,0.761,142,0.698,6,14,9,0,63,19,1,6,3,11,3,8,0,4,17498,4,11,0,19,新疆雪豹纳欢,四川优必选
8,0.857,70,0.767,2,9,4,1,30,9,0,3,1,6,2,3,0,1,17498,2,6,0,7,新疆雪豹纳欢,四川优必选
7,0.667,72,0.636,4,5,5,2,33,10,1,3,2,5,1,5,0,3,17498,2,5,0,12,新疆雪豹纳欢,四川优必选
3,0.667,114,0.698,4,7,8,0,43,15,1,4,4,6,2,2,0,12,17495,1,9,4,30,梅州客家,江西联盛
2,0.714,49,0.769,2,4,4,1,26,9,1,3,1,2,2,2,0,7,17495,1,6,3,12,梅州客家,江西联盛
1,0.631,65,0.588,2,3,4,2,17,6,0,1,3,4,0,0,0,5,17495,0,3,1,18,梅州客家,江西联盛
3,0.752,109,0.574,3,2,4,0,47,8,0,3,1,7,3,10,0,5,17493,0,6,0,16,成都兴城人居,泰州远大
1,0.725,51,0.684,3,2,4,1,19,4,0,3,1,4,3,5,0,3,17493,0,3,0,11,成都兴城人居,泰州远大
2,0.776,58,0.5,0,0,0,2,28,4,0,0,0,3,0,5,0,2,17493,0,3,0,5,成都兴城人居,泰州远大
6,0.613,93,0.616,5,3,7,0,73,9,0,4,3,14,3,4,0,3,17496,0,6,2,13,浙江能源绿城,陕西大秦之水
1,0.627,51,0.611,2,1,4,1,36,2,0,1,3,9,1,1,0,1,17496,0,1,0,4,浙江能源绿城,陕西大秦之水
5,0.595,42,0.622,3,2,3,2,37,7,0,3,0,5,2,3,0,2,17496,0,5,2,9,浙江能源绿城,陕西大秦之水
2,0.65,80,0.725,8,2,9,0,51,9,2,6,3,12,1,0,0,7,17499,0,6,2,16,昆山FC,黑龙江FC
