homeShotsOutPenaltyArea,homeAttThSucPaAccuracy,homeAttThPass,guestAttThSucPaAccuracy,guestKeyPasses,guestBreakThrows,guestShots,half,guestAttThPass,homeShots,guestShotsOnTargetObox,guestShotsInPenaltyArea,guestShotsOutPenaltyArea,guestCenter,guestShotsOnTargetIbox,homeBreakThrows,matchHalf,homeShotsInPenaltyArea,matchId,homeShotsOnTargetObox,homeKeyPasses,homeShotsOnTargetIbox,homeCenter,l_team,r_team
2,0.758,95,0.745,4,6,5,2,47,12,0,3,2,3,1,3,0,10,17336,1,12,3,12,大连人,广州富力
3,0.727,33,0.785,18,4,23,0,205,9,1,17,6,38,9,6,0,6,17337,2,3,4,4,青岛黄海青港,北京中赫国安
1,0.667,18,0.783,7,1,12,1,83,3,1,9,3,15,6,3,0,2,17337,1,0,2,2,青岛黄海青港,北京中赫国安
2,0.8,15,0.787,11,3,11,2,122,6,0,8,3,23,3,3,0,4,17337,1,3,2,2,青岛黄海青港,北京中赫国安
8,0.744,164,0.725,3,16,6,0,51,17,0,5,1,8,1,30,0,9,17338,2,12,2,23,上海上港,石家庄永昌
3,0.711,83,0.684,2,9,3,1,19,7,0,2,1,6,0,15,0,4,17338,0,5,0,14,上海上港,石家庄永昌
5,0.778,81,0.75,1,7,3,2,32,10,0,3,0,2,1,15,0,5,17338,2,7,2,9,上海上港,石家庄永昌
1,0.733,45,0.703,10,14,14,0,155,7,2,6,8,27,0,10,0,6,17339,0,4,3,5,武汉卓尔,重庆当代
0,0.76,25,0.577,5,8,6,1,52,3,1,4,2,9,0,6,0,3,17339,0,2,1,0,武汉卓尔,重庆当代
1,0.7,20,0.767,5,6,8,2,103,4,1,2,6,18,0,4,0,3,17339,0,2,2,5,武汉卓尔,重庆当代
1,0.74,50,0.67,8,12,8,0,109,10,2,4,4,27,1,14,0,9,17340,1,6,4,10,河北华夏幸福,天津泰达
0,0.758,33,0.742,3,4,3,1,31,6,1,2,1,7,0,7,0,6,17340,0,2,4,7,河北华夏幸福,天津泰达
1,0.706,17,0.641,5,8,5,2,78,4,1,2,3,20,1,7,0,3,17340,1,4,0,3,河北华夏幸福,天津泰达
3,0.674,132,0.704,5,5,7,0,54,14,1,6,1,13,1,10,0,11,17341,2,7,2,23,山东鲁能泰山,河南建业
2,0.656,61,0.72,1,3,3,1,25,5,1,2,1,8,1,7,0,3,17341,2,3,0,14,山东鲁能泰山,河南建业
1,0.69,71,0.69,4,2,4,2,29,9,0,4,0,5,0,3,0,8,17341,0,4,2,9,山东鲁能泰山,河南建业
7,0.728,162,0.682,4,8,8,0,44,16,0,6,2,8,5,8,0,9,17342,1,12,4,24,上海绿地申花,广州富力
4,0.764,110,0.69,2,3,5,1,29,8,0,3,2,2,3,4,0,4,17342,1,7,2,14,上海绿地申花,广州富力
3,0.654,52,0.667,2,5,3,2,15,8,0,3,0,6,2,4,0,5,17342,0,5,2,10,上海绿地申花,广州富力
5,0.631,65,0.716,8,13,14,0,109,9,2,9,5,19,2,11,0,4,17343,1,5,3,4,广州恒大淘宝,江苏苏宁易购
4,0.63,46,0.571,2,6,4,1,21,6,0,3,1,5,0,5,0,2,17343,1,3,1,4,广州恒大淘宝,江苏苏宁易购
1,0.632,19,0.75,6,7,10,2,88,3,2,6,4,14,2,6,0,2,17343,0,2,2,0,广州恒大淘宝,江苏苏宁易购
3,0.747,83,0.658,5,3,12,0,120,9,1,7,5,26,2,4,0,6,17344,0,4,4,15,深圳佳兆业,大连人
1,0.788,52,0.66,0,0,4,1,47,3,1,1,3,9,0,0,0,2,17344,0,0,2,10,深圳佳兆业,大连人
2,0.677,31,0.658,5,3,8,2,73,6,0,6,2,17,2,4,0,4,17344,0,4,2,5,深圳佳兆业,大连人
5,0.8,100,0.744,5,10,7,0,129,12,3,4,3,20,1,12,0,7,17345,1,5,4,12,河北华夏幸福,武汉卓尔
1,0.839,56,0.703,1,6,3,1,37,5,2,1,2,4,0,6,0,4,17345,0,3,3,5,河北华夏幸福,武汉卓尔
4,0.75,44,0.761,4,4,4,2,92,7,1,3,1,16,1,6,0,3,17345,1,2,1,7,河北华夏幸福,武汉卓尔
5,0.649,57,0.585,4,9,10,0,65,12,4,4,6,14,2,10,0,7,17346,1,5,2,10,重庆当代,石家庄永昌
3,0.706,34,0.647,1,2,4,1,34,7,1,1,3,5,0,3,0,4,17346,1,4,1,4,重庆当代,石家庄永昌
2,0.565,23,0.516,3,7,6,2,31,5,3,3,3,9,2,7,0,3,17346,0,1,1,6,重庆当代,石家庄永昌
3,0.636,77,0.667,3,4,6,0,66,5,1,3,3,10,3,2,0,2,17347,1,4,0,18,天津泰达,青岛黄海青港
1,0.72,25,0.412,1,0,4,1,17,1,1,2,2,4,2,0,0,0,17347,0,0,0,2,天津泰达,青岛黄海青港
2,0.596,52,0.755,2,4,2,2,49,4,0,1,1,6,1,2,0,2,17347,1,4,0,16,天津泰达,青岛黄海青港
5,0.691,81,0.667,5,13,10,0,69,11,3,6,4,11,2,17,0,6,17348,1,6,1,14,北京中赫国安,上海上港
2,0.806,36,0.677,4,7,7,1,31,5,2,4,3,5,1,9,0,3,17348,0,2,1,4,北京中赫国安,上海上港
3,0.6,45,0.658,1,6,3,2,38,6,1,2,1,6,1,8,0,3,17348,1,4,0,10,北京中赫国安,上海上港
9,0.724,87,0.627,10,18,12,0,83,13,0,11,1,14,5,7,0,4,17350,0,7,4,7,江苏苏宁易购,深圳佳兆业
3,0.727,44,0.625,5,8,5,1,32,5,0,4,1,7,2,5,0,2,17350,0,2,2,4,江苏苏宁易购,深圳佳兆业
6,0.721,43,0.627,5,10,7,2,51,8,0,7,0,7,3,2,0,2,17350,0,5,2,3,江苏苏宁易购,深圳佳兆业
11,0.865,185,0.827,7,11,13,0,133,17,1,10,3,16,6,7,0,6,17351,1,13,1,9,广州富力,山东鲁能泰山
2,0.825,97,0.776,2,3,6,1,49,5,1,5,1,7,4,2,0,3,17351,0,4,0,6,广州富力,山东鲁能泰山
9,0.909,88,0.857,5,8,7,2,84,12,0,5,2,9,2,5,0,3,17351,1,9,1,3,广州富力,山东鲁能泰山
9,0.761,138,0.731,3,4,6,0,108,19,1,2,4,17,2,7,0,10,17352,1,14,4,26,大连人,广州恒大淘宝
4,0.736,72,0.767,1,0,1,1,43,11,1,0,1,4,0,2,0,7,17352,0,7,2,15,大连人,广州恒大淘宝
5,0.788,66,0.708,2,4,5,2,65,8,0,2,3,13,2,5,0,3,17352,1,7,2,11,大连人,广州恒大淘宝
1,0.537,54,0.702,6,18,8,0,114,4,0,6,2,19,0,5,0,3,17349,0,4,0,12,河南建业,上海绿地申花
1,0.559,34,0.735,1,9,2,1,49,2,0,1,1,5,0,2,0,1,17349,0,2,0,7,河南建业,上海绿地申花
0,0.5,20,0.677,5,9,6,2,65,2,0,5,1,14,0,3,0,2,17349,0,2,0,5,河南建业,上海绿地申花
1,0.745,106,0.604,7,13,10,0,48,11,0,4,6,16,2,13,0,10,17353,1,8,4,10,上海上港,重庆当代
1,0.698,53,0.833,5,3,6,1,24,6,0,2,4,7,1,5,0,5,17353,1,4,2,6,上海上港,重庆当代
0,0.792,53,0.375,2,10,4,2,24,5,0,2,2,9,1,8,0,5,17353,0,4,2,4,上海上港,重庆当代
2,0.738,84,0.7,18,6,22,0,80,9,2,13,9,24,3,2,0,7,17354,0,5,2,16,武汉卓尔,天津泰达
1,0.703,37,0.738,10,5,13,1,42,2,2,8,5,14,3,2,0,1,17354,0,1,0,6,武汉卓尔,天津泰达
1,0.766,47,0.658,8,1,9,2,38,7,0,5,4,10,0,0,0,6,17354,0,4,2,10,武汉卓尔,天津泰达
6,0.781,105,0.664,5,14,8,0,110,13,0,5,3,9,3,18,0,7,17355,1,10,2,16,石家庄永昌,北京中赫国安
3,0.686,35,0.661,2,8,4,1,62,4,0,1,3,3,1,5,0,1,17355,1,2,0,3,石家庄永昌,北京中赫国安
3,0.829,70,0.667,3,6,4,2,48,9,0,4,0,6,2,13,0,6,17355,0,8,2,13,石家庄永昌,北京中赫国安
4,0.608,51,0.736,9,2,11,0,110,11,1,6,5,13,5,6,0,7,17356,0,7,4,14,青岛黄海青港,河北华夏幸福
3,0.588,17,0.705,4,0,5,1,61,6,0,5,0,9,4,2,0,3,17356,0,4,2,5,青岛黄海青港,河北华夏幸福
1,0.618,34,0.776,5,2,6,2,49,5,1,1,5,4,1,4,0,4,17356,0,3,2,9,青岛黄海青港,河北华夏幸福
8,0.736,110,0.752,6,15,12,0,133,16,1,9,3,18,4,11,0,8,17357,3,10,2,17,广州富力,深圳佳兆业
6,0.775,40,0.738,1,11,3,1,65,8,0,2,1,9,2,6,0,2,17357,1,5,0,6,广州富力,深圳佳兆业
2,0.714,70,0.765,5,4,9,2,68,8,1,7,2,9,2,5,0,6,17357,2,5,2,11,广州富力,深圳佳兆业
4,0.703,118,0.699,10,1,15,0,73,14,3,6,9,12,4,4,0,10,17358,3,11,2,28,山东鲁能泰山,大连人
2,0.72,50,0.686,5,1,8,1,35,5,3,2,6,8,2,3,0,3,17358,1,4,0,10,山东鲁能泰山,大连人
2,0.691,68,0.711,5,0,7,2,38,9,0,4,3,4,2,1,0,7,17358,2,7,2,18,山东鲁能泰山,大连人
6,0.749,167,0.7,1,12,4,0,40,22,1,2,2,6,2,9,0,16,17359,3,16,8,11,江苏苏宁易购,河南建业
1,0.701,67,0.789,1,10,3,1,19,9,1,2,1,3,2,4,0,8,17359,0,6,3,6,江苏苏宁易购,河南建业
5,0.78,100,0.619,0,2,1,2,21,13,0,0,1,3,0,5,0,8,17359,3,10,5,5,江苏苏宁易购,河南建业
6,0.632,68,0.779,16,9,21,0,131,7,2,14,7,22,7,1,0,1,17360,4,5,0,10,上海绿地申花,广州恒大淘宝
5,0.588,34,0.717,6,6,8,1,60,5,1,6,2,12,2,0,0,0,17360,4,4,0,5,上海绿地申花,广州恒大淘宝
1,0.676,34,0.831,10,3,13,2,71,2,1,8,5,10,5,1,0,1,17360,0,1,0,5,上海绿地申花,广州恒大淘宝
3,0.65,60,0.673,6,9,13,0,98,11,2,6,7,18,4,7,0,8,17361,1,5,5,10,石家庄永昌,河北华夏幸福
1,0.643,28,0.581,0,2,2,1,31,4,1,1,1,7,1,1,0,3,17361,0,2,3,6,石家庄永昌,河北华夏幸福
2,0.656,32,0.716,6,7,11,2,67,7,1,5,6,11,3,6,0,5,17361,1,3,2,4,石家庄永昌,河北华夏幸福
7,0.796,113,0.675,5,8,9,0,83,22,1,6,3,13,4,9,0,15,17362,3,15,8,13,上海上港,天津泰达
5,0.779,68,0.714,3,4,6,1,35,14,0,4,2,5,2,3,0,9,17362,1,11,4,10,上海上港,天津泰达
2,0.822,45,0.646,2,4,3,2,48,8,1,2,1,8,2,6,0,6,17362,2,4,4,3,上海上港,天津泰达
9,0.696,69,0.806,5,5,8,0,103,14,0,5,3,9,5,1,0,5,17363,0,9,1,18,青岛黄海青港,武汉卓尔
3,0.562,16,0.797,3,2,5,1,79,3,0,3,2,6,3,0,0,0,17363,0,1,0,7,青岛黄海青港,武汉卓尔
6,0.736,53,0.833,2,3,3,2,24,11,0,2,1,3,2,1,0,5,17363,0,8,1,11,青岛黄海青港,武汉卓尔
5,0.819,105,0.781,18,11,23,0,105,21,1,10,13,24,3,10,0,16,17364,1,14,9,9,北京中赫国安,重庆当代
4,0.755,49,0.692,6,5,9,1,52,11,0,2,7,14,2,5,0,7,17364,0,7,3,7,北京中赫国安,重庆当代
1,0.875,56,0.868,12,6,14,2,53,10,1,8,6,10,1,5,0,9,17364,1,7,6,2,北京中赫国安,重庆当代
7,0.687,83,0.757,8,5,13,0,115,12,1,10,3,12,5,9,0,5,17365,1,7,2,21,河南建业,大连人
4,0.703,37,0.817,5,3,8,1,71,5,0,7,1,8,3,5,0,1,17365,1,2,0,7,河南建业,大连人
3,0.674,46,0.659,3,2,5,2,44,7,1,3,2,4,2,4,0,4,17365,0,5,2,14,河南建业,大连人
4,0.728,125,0.591,1,9,4,0,44,10,0,1,3,8,1,13,0,6,17366,0,7,0,17,山东鲁能泰山,江苏苏宁易购
3,0.707,75,0.6,1,3,2,1,20,4,0,0,2,3,0,8,0,1,17366,0,3,0,9,山东鲁能泰山,江苏苏宁易购
1,0.76,50,0.583,0,6,2,2,24,6,0,1,1,5,1,5,0,5,17366,0,4,0,8,山东鲁能泰山,江苏苏宁易购
3,0.685,73,0.764,11,4,14,0,55,9,1,8,6,20,3,2,0,6,17367,0,6,1,17,深圳佳兆业,上海绿地申花
2,0.659,41,0.846,4,2,5,1,26,3,1,2,3,9,0,1,0,1,17367,0,1,0,9,深圳佳兆业,上海绿地申花
1,0.719,32,0.69,7,2,9,2,29,6,0,6,3,11,3,1,0,5,17367,0,5,1,8,深圳佳兆业,上海绿地申花
11,0.791,254,0.786,2,11,5,0,42,24,1,2,3,8,1,11,0,13,17368,2,18,5,37,广州恒大淘宝,广州富力
4,0.82,139,0.714,0,9,1,1,21,9,0,1,0,5,0,7,0,5,17368,1,8,2,16,广州恒大淘宝,广州富力
7,0.757,115,0.857,2,2,4,2,21,15,1,1,3,3,1,4,0,8,17368,1,10,3,21,广州恒大淘宝,广州富力
