homeShotsOutPenaltyArea,homeAttThSucPaAccuracy,homeAttThPass,guestAttThSucPaAccuracy,guestKeyPasses,guestBreakThrows,guestShots,half,guestAttThPass,homeShots,guestShotsOnTargetObox,guestShotsInPenaltyArea,guestShotsOutPenaltyArea,guestCenter,guestShotsOnTargetIbox,homeBreakThrows,matchHalf,homeShotsInPenaltyArea,matchId,homeShotsOnTargetObox,homeKeyPasses,homeShotsOnTargetIbox,homeCenter,l_team,r_team
4,0.604,91,0.635,9,23,16,0,85,12,2,11,5,17,5,14,0,8,14907,1,8,2,24,贵州恒丰,江苏苏宁易购
2,0.533,45,0.571,3,12,7,1,35,4,1,4,3,5,2,8,0,2,14907,1,3,1,14,贵州恒丰,江苏苏宁易购
2,0.674,46,0.68,6,11,9,2,50,8,1,7,2,12,3,6,0,6,14907,0,5,1,10,贵州恒丰,江苏苏宁易购
6,0.695,141,0.594,5,11,9,0,64,21,0,6,3,11,1,13,0,15,14908,1,16,7,22,山东鲁能泰山,北京中赫国安
3,0.538,52,0.529,3,7,6,1,34,9,0,5,1,8,1,8,0,6,14908,0,7,4,12,山东鲁能泰山,北京中赫国安
3,0.787,89,0.667,2,4,3,2,30,12,0,1,2,3,0,5,0,9,14908,1,9,3,10,山东鲁能泰山,北京中赫国安
6,0.736,87,0.709,9,12,10,0,86,19,2,7,3,11,1,22,0,13,14909,4,11,5,15,广州恒大淘宝,长春亚泰
3,0.741,54,0.714,4,5,4,1,49,6,0,4,0,6,1,14,0,3,14909,2,3,0,5,广州恒大淘宝,长春亚泰
3,0.727,33,0.703,5,7,6,2,37,13,2,3,3,5,0,8,0,10,14909,2,8,5,10,广州恒大淘宝,长春亚泰
3,0.67,88,0.51,6,8,10,0,51,9,2,4,6,13,2,19,0,6,14910,1,7,1,21,天津权健,北京人和
2,0.667,36,0.5,1,2,1,1,20,5,1,0,1,5,0,6,0,3,14910,0,5,0,11,天津权健,北京人和
1,0.673,52,0.516,5,6,9,2,31,4,1,4,5,8,2,13,0,3,14910,1,2,1,10,天津权健,北京人和
5,0.762,147,0.747,12,19,15,0,95,13,1,10,5,13,4,21,0,8,14911,2,8,4,21,广州富力,大连一方
2,0.689,74,0.692,3,9,6,1,26,7,0,5,1,3,3,12,0,5,14911,0,4,2,16,广州富力,大连一方
3,0.836,73,0.768,9,10,9,2,69,6,1,5,4,10,1,9,0,3,14911,2,4,2,5,广州富力,大连一方
4,0.636,77,0.617,5,25,9,0,81,15,1,5,4,17,1,23,0,11,14912,0,9,5,22,山东鲁能泰山,重庆斯威
1,0.659,44,0.625,2,13,2,1,32,6,0,2,0,9,1,9,0,5,14912,0,5,1,14,山东鲁能泰山,重庆斯威
3,0.606,33,0.612,3,12,7,2,49,9,1,3,4,8,0,14,0,6,14912,0,4,4,8,山东鲁能泰山,重庆斯威
7,0.6,80,0.651,15,23,21,0,83,12,3,10,11,15,6,19,0,5,14913,2,11,2,17,上海绿地申花,上海上港
3,0.6,25,0.632,11,13,13,1,57,5,3,6,7,11,4,7,0,2,14913,1,5,1,7,上海绿地申花,上海上港
4,0.6,55,0.692,4,10,8,2,26,7,0,4,4,4,2,12,0,3,14913,1,6,1,10,上海绿地申花,上海上港
4,0.585,53,0.63,4,22,10,0,73,11,0,10,0,12,4,15,0,7,14914,0,9,3,15,贵州恒丰,河北华夏幸福
1,0.48,25,0.636,2,8,5,1,33,5,0,5,0,7,2,6,0,4,14914,0,5,1,8,贵州恒丰,河北华夏幸福
3,0.679,28,0.625,2,14,5,2,40,6,0,5,0,5,2,9,0,3,14914,0,4,2,7,贵州恒丰,河北华夏幸福
6,0.561,66,0.622,6,22,12,0,111,10,1,6,6,22,1,14,0,4,14915,1,7,0,13,河南建业,天津泰达
3,0.524,42,0.596,1,9,4,1,47,4,1,1,3,10,0,9,0,1,14915,1,3,0,7,河南建业,天津泰达
3,0.625,24,0.641,5,13,8,2,64,6,0,5,3,12,1,5,0,3,14915,0,4,0,6,河南建业,天津泰达
8,0.649,97,0.714,8,25,14,0,84,20,2,4,10,13,1,27,0,12,14916,1,10,3,21,江苏苏宁易购,北京中赫国安
4,0.65,40,0.653,5,13,8,1,49,8,2,0,8,7,0,12,0,4,14916,0,4,1,10,江苏苏宁易购,北京中赫国安
4,0.649,57,0.8,3,12,6,2,35,12,0,4,2,6,1,15,0,8,14916,1,6,2,11,江苏苏宁易购,北京中赫国安
3,0.762,63,0.745,9,28,14,0,157,6,2,8,6,10,5,19,0,3,14917,0,5,0,7,大连一方,北京中赫国安
1,0.737,19,0.778,5,16,8,1,72,4,0,5,3,7,3,8,0,3,14917,0,4,0,2,大连一方,北京中赫国安
2,0.773,44,0.718,4,12,6,2,85,2,2,3,3,3,2,11,0,0,14917,0,1,0,5,大连一方,北京中赫国安
4,0.662,145,0.71,3,17,6,0,69,12,0,5,1,8,3,31,0,8,14918,1,8,2,14,河北华夏幸福,山东鲁能泰山
2,0.618,55,0.818,1,7,3,1,33,6,0,2,1,0,1,12,0,4,14918,0,3,1,3,河北华夏幸福,山东鲁能泰山
2,0.689,90,0.611,2,10,3,2,36,6,0,3,0,8,2,19,0,4,14918,1,5,1,11,河北华夏幸福,山东鲁能泰山
5,0.662,74,0.659,9,12,17,0,88,14,1,8,9,25,2,26,0,9,14919,1,5,5,17,重庆斯威,江苏苏宁易购
0,0.677,31,0.727,5,5,8,1,44,3,0,4,4,10,1,11,0,3,14919,0,0,3,6,重庆斯威,江苏苏宁易购
5,0.651,43,0.591,4,7,9,2,44,11,1,4,5,15,1,15,0,6,14919,1,5,2,11,重庆斯威,江苏苏宁易购
5,0.63,100,0.685,6,17,10,0,54,11,0,6,4,14,2,14,0,6,14920,1,7,2,21,长春亚泰,北京人和
3,0.561,57,0.619,5,4,8,1,21,6,0,5,3,6,2,9,0,3,14920,0,3,2,10,长春亚泰,北京人和
2,0.721,43,0.727,1,13,2,2,33,5,0,1,1,8,0,5,0,3,14920,1,4,0,11,长春亚泰,北京人和
6,0.707,123,0.676,10,25,18,0,68,12,0,12,6,10,6,12,0,6,14921,0,6,4,19,广州富力,上海上港
2,0.75,44,0.765,5,12,10,1,34,6,0,6,4,6,4,8,0,4,14921,0,2,3,6,广州富力,上海上港
4,0.684,79,0.588,5,13,8,2,34,6,0,6,2,4,2,4,0,2,14921,0,4,1,13,广州富力,上海上港
9,0.722,180,0.5,7,18,8,0,52,22,2,4,4,12,0,23,0,13,14922,0,15,5,35,广州恒大淘宝,河南建业
4,0.701,97,0.448,2,10,3,1,29,8,0,2,1,5,0,11,0,4,14922,0,5,1,14,广州恒大淘宝,河南建业
5,0.747,83,0.565,5,8,5,2,23,14,2,2,3,7,0,12,0,9,14922,0,10,4,21,广州恒大淘宝,河南建业
5,0.653,72,0.636,7,20,12,0,66,12,2,4,8,12,1,10,0,7,14923,2,9,3,20,贵州恒丰,上海绿地申花
1,0.55,20,0.657,5,10,7,1,35,2,2,1,6,6,0,4,0,1,14923,0,2,0,6,贵州恒丰,上海绿地申花
4,0.692,52,0.613,2,10,5,2,31,10,0,3,2,6,1,6,0,6,14923,2,7,3,14,贵州恒丰,上海绿地申花
5,0.672,67,0.667,9,15,16,0,99,11,2,9,7,22,6,9,0,6,14924,0,7,4,8,天津泰达,天津权健
1,0.711,45,0.629,4,8,5,1,35,3,1,1,4,6,0,6,0,2,14924,0,2,1,5,天津泰达,天津权健
4,0.591,22,0.688,5,7,11,2,64,8,1,8,3,16,6,3,0,4,14924,0,5,3,3,天津泰达,天津权健
6,0.721,104,0.644,5,11,7,0,90,14,0,5,2,26,1,5,0,8,14925,1,12,2,24,天津权健,广州恒大淘宝
3,0.583,24,0.758,4,6,5,1,62,5,0,4,1,14,0,2,0,2,14925,0,5,0,7,天津权健,广州恒大淘宝
3,0.762,80,0.393,1,5,2,2,28,9,0,1,1,12,1,3,0,6,14925,1,7,2,17,天津权健,广州恒大淘宝
5,0.643,84,0.7,9,16,15,0,70,16,0,7,8,16,3,24,0,11,14926,3,12,4,18,上海上港,重庆斯威
2,0.649,37,0.667,4,9,7,1,33,11,0,5,2,9,2,7,0,9,14926,1,9,3,9,上海上港,重庆斯威
3,0.638,47,0.73,5,7,8,2,37,5,0,2,6,7,1,17,0,2,14926,2,3,1,9,上海上港,重庆斯威
6,0.663,95,0.802,12,18,17,0,101,22,4,11,6,9,3,18,0,16,14927,1,14,4,23,长春亚泰,广州富力
3,0.514,35,0.737,4,3,5,1,38,9,1,2,3,4,0,10,0,6,14927,1,7,1,7,长春亚泰,广州富力
3,0.75,60,0.841,8,15,12,2,63,13,3,9,3,5,3,8,0,10,14927,0,7,3,16,长春亚泰,广州富力
11,0.696,92,0.631,6,15,8,0,84,17,0,4,4,17,0,12,0,6,14928,5,10,4,11,北京中赫国安,北京人和
7,0.75,48,0.588,1,8,2,1,34,7,0,1,1,5,0,7,0,0,14928,2,4,0,5,北京中赫国安,北京人和
4,0.636,44,0.66,5,7,6,2,50,10,0,3,3,12,0,5,0,6,14928,3,6,4,6,北京中赫国安,北京人和
8,0.648,91,0.761,5,19,9,0,109,21,1,3,6,15,2,23,0,13,14929,4,17,6,23,河南建业,大连一方
3,0.655,55,0.756,4,10,5,1,41,13,1,3,2,7,2,9,0,10,14929,2,10,4,12,河南建业,大连一方
5,0.639,36,0.765,1,9,4,2,68,8,0,0,4,8,0,14,0,3,14929,2,7,2,11,河南建业,大连一方
7,0.64,75,0.754,12,21,17,0,126,22,2,10,7,11,6,28,0,15,14930,3,12,9,17,上海绿地申花,河北华夏幸福
3,0.629,35,0.746,4,9,6,1,67,8,0,5,1,6,2,12,0,5,14930,2,7,1,12,上海绿地申花,河北华夏幸福
4,0.65,40,0.763,8,12,11,2,59,14,2,5,6,5,4,16,0,10,14930,1,5,8,5,上海绿地申花,河北华夏幸福
6,0.65,160,0.667,5,23,12,0,69,14,1,5,7,12,2,15,0,8,14931,2,9,3,35,山东鲁能泰山,贵州恒丰
3,0.634,71,0.571,2,11,4,1,21,7,0,3,1,7,1,7,0,4,14931,2,4,1,14,山东鲁能泰山,贵州恒丰
3,0.663,89,0.708,3,12,8,2,48,7,1,2,6,5,1,8,0,4,14931,0,5,2,21,山东鲁能泰山,贵州恒丰
4,0.694,62,0.616,8,17,11,0,99,13,2,5,6,25,1,12,0,9,14932,1,9,2,15,江苏苏宁易购,天津泰达
3,0.677,31,0.577,3,8,4,1,26,5,2,1,3,8,0,9,0,2,14932,0,3,1,10,江苏苏宁易购,天津泰达
1,0.71,31,0.63,5,9,7,2,73,8,0,4,3,17,1,3,0,7,14932,1,6,1,5,江苏苏宁易购,天津泰达
7,0.697,119,0.741,8,17,10,0,81,19,1,4,6,9,1,8,0,12,14933,1,16,5,18,北京中赫国安,天津泰达
4,0.722,54,0.697,2,11,3,1,33,11,0,1,2,4,1,5,0,7,14933,1,9,4,8,北京中赫国安,天津泰达
3,0.677,65,0.771,6,6,7,2,48,8,1,3,4,5,0,3,0,5,14933,0,7,1,10,北京中赫国安,天津泰达
8,0.781,183,0.649,6,20,10,0,77,11,0,7,3,10,5,17,0,3,14934,0,10,0,25,广州富力,江苏苏宁易购
3,0.753,81,0.514,3,8,4,1,37,5,0,1,3,6,1,8,0,2,14934,0,5,0,8,广州富力,江苏苏宁易购
5,0.804,102,0.775,3,12,6,2,40,6,0,6,0,4,4,9,0,1,14934,0,5,0,17,广州富力,江苏苏宁易购
5,0.787,47,0.607,10,15,18,0,84,11,4,11,7,32,5,25,0,6,14935,0,7,5,6,大连一方,重庆斯威
3,0.853,34,0.423,2,4,4,1,26,7,2,1,3,13,0,12,0,4,14935,0,6,4,3,大连一方,重庆斯威
2,0.615,13,0.69,8,11,14,2,58,4,2,10,4,19,5,13,0,2,14935,0,1,1,3,大连一方,重庆斯威
4,0.78,109,0.635,12,15,14,0,52,14,1,10,4,19,1,24,0,10,14936,1,9,5,15,河北华夏幸福,长春亚泰
2,0.721,43,0.619,6,11,6,1,21,5,0,3,3,8,0,11,0,3,14936,0,2,2,8,河北华夏幸福,长春亚泰
2,0.818,66,0.645,6,4,8,2,31,9,1,7,1,11,1,13,0,7,14936,1,7,3,7,河北华夏幸福,长春亚泰
17,0.723,159,0.683,11,16,14,0,60,25,2,7,7,11,4,24,0,8,14937,3,19,4,27,北京人和,上海绿地申花
9,0.688,64,0.656,5,8,7,1,32,12,0,3,4,7,2,9,0,3,14937,1,7,0,10,北京人和,上海绿地申花
8,0.747,95,0.714,6,8,7,2,28,13,2,4,3,4,2,15,0,5,14937,2,12,4,17,北京人和,上海绿地申花
9,0.748,111,0.626,7,15,9,0,107,18,2,6,3,21,0,11,0,9,14938,2,10,3,21,广州恒大淘宝,山东鲁能泰山
8,0.753,73,0.725,4,9,5,1,40,14,1,3,2,6,0,6,0,6,14938,1,6,2,12,广州恒大淘宝,山东鲁能泰山
1,0.737,38,0.567,3,6,4,2,67,4,1,3,1,15,0,5,0,3,14938,1,4,1,9,广州恒大淘宝,山东鲁能泰山
7,0.704,115,0.707,6,4,9,0,58,13,1,7,2,17,5,10,0,6,14939,3,11,1,29,贵州恒丰,天津权健
4,0.667,45,0.675,3,2,6,1,40,6,0,5,1,12,4,8,0,2,14939,2,5,0,13,贵州恒丰,天津权健
3,0.729,70,0.778,3,2,3,2,18,7,1,2,1,5,1,2,0,4,14939,1,6,1,16,贵州恒丰,天津权健
7,0.543,92,0.767,7,20,14,0,60,17,0,8,6,11,4,22,0,10,14940,3,15,2,20,河南建业,上海上港
3,0.488,41,0.775,4,11,9,1,40,6,0,5,4,8,4,11,0,3,14940,2,4,1,7,河南建业,上海上港
4,0.588,51,0.75,3,9,5,2,20,11,0,3,2,3,0,11,0,7,14940,1,11,1,13,河南建业,上海上港
11,0.608,79,0.693,14,13,18,0,101,20,2,11,7,19,5,24,0,9,14941,2,15,3,23,上海绿地申花,广州恒大淘宝
5,0.517,29,0.625,5,6,6,1,56,8,1,4,2,10,3,13,0,3,14941,1,7,1,8,上海绿地申花,广州恒大淘宝
6,0.66,50,0.778,9,7,12,2,45,12,1,7,5,9,2,11,0,6,14941,1,8,2,15,上海绿地申花,广州恒大淘宝
6,0.649,57,0.707,13,18,17,0,133,11,0,14,3,27,6,14,0,5,14942,1,7,1,14,天津权健,江苏苏宁易购
4,0.657,35,0.627,5,10,6,1,51,8,0,4,2,12,2,7,0,4,14942,1,4,1,10,天津权健,江苏苏宁易购
2,0.636,22,0.756,8,8,11,2,82,3,0,10,1,15,4,7,0,1,14942,0,3,0,4,天津权健,江苏苏宁易购
3,0.711,97,0.826,8,8,12,0,92,15,1,6,6,10,1,13,0,12,14943,0,12,3,17,上海上港,河北华夏幸福
2,0.672,61,0.778,0,7,2,1,27,6,0,1,1,4,1,8,0,4,14943,0,4,1,14,上海上港,河北华夏幸福
1,0.778,36,0.846,8,1,10,2,65,9,1,5,5,6,0,5,0,8,14943,0,8,2,3,上海上港,河北华夏幸福
2,0.651,63,0.625,5,4,7,0,56,14,0,1,6,11,1,7,0,12,14944,2,9,5,19,北京人和,贵州恒丰
0,0.76,25,0.677,2,0,3,1,31,5,0,1,2,6,1,4,0,5,14944,0,4,2,8,北京人和,贵州恒丰
2,0.579,38,0.56,3,4,4,2,25,9,0,0,4,5,0,3,0,7,14944,2,5,3,11,北京人和,贵州恒丰
4,0.758,128,0.748,12,13,13,0,115,10,2,9,4,21,3,21,0,6,14945,1,8,3,24,天津泰达,广州富力
3,0.758,95,0.565,1,6,2,1,23,8,0,2,0,8,1,15,0,5,14945,1,6,2,19,天津泰达,广州富力
1,0.758,33,0.793,11,7,11,2,92,2,2,7,4,13,2,6,0,1,14945,0,2,1,5,天津泰达,广州富力
2,0.724,123,0.746,7,18,9,0,122,13,3,3,6,12,1,19,0,11,14946,0,10,5,13,山东鲁能泰山,大连一方
0,0.608,51,0.8,5,7,6,1,70,3,1,2,4,5,0,4,0,3,14946,0,2,1,6,山东鲁能泰山,大连一方
2,0.806,72,0.673,2,11,3,2,52,10,2,1,2,7,1,15,0,8,14946,0,8,4,7,山东鲁能泰山,大连一方
9,0.632,76,0.638,7,11,8,0,58,17,1,5,3,11,4,23,0,8,14947,2,8,4,13,长春亚泰,河南建业
5,0.625,40,0.5,6,1,7,1,22,8,1,4,3,4,4,15,0,3,14947,1,3,1,8,长春亚泰,河南建业
4,0.639,36,0.722,1,10,1,2,36,9,0,1,0,7,0,8,0,5,14947,1,5,3,5,长春亚泰,河南建业
1,0.5,82,0.686,6,19,13,0,105,13,1,9,4,17,6,21,0,12,14948,0,7,4,15,重庆斯威,北京中赫国安
1,0.516,31,0.652,1,10,4,1,46,7,0,3,1,9,2,12,0,6,14948,0,3,3,3,重庆斯威,北京中赫国安
0,0.49,51,0.712,5,9,9,2,59,6,1,6,3,8,4,9,0,6,14948,0,4,1,12,重庆斯威,北京中赫国安
5,0.667,99,0.656,8,20,10,0,64,12,0,8,2,13,4,22,0,7,14949,0,9,2,18,河南建业,重庆斯威
1,0.629,35,0.625,5,13,5,1,40,5,0,4,1,7,1,11,0,4,14949,0,4,1,8,河南建业,重庆斯威
4,0.688,64,0.708,3,7,5,2,24,7,0,4,1,6,3,11,0,3,14949,0,5,1,10,河南建业,重庆斯威
0,0.723,101,0.657,7,12,10,0,70,9,3,6,4,18,2,12,0,9,14950,0,8,3,18,河北华夏幸福,北京人和
0,0.667,42,0.677,3,6,3,1,31,3,2,1,2,7,1,4,0,3,14950,0,3,1,9,河北华夏幸福,北京人和
0,0.763,59,0.641,4,6,7,2,39,6,1,5,2,11,1,8,0,6,14950,0,5,2,9,河北华夏幸福,北京人和
6,0.707,116,0.734,11,17,17,0,143,13,2,11,6,17,6,11,0,7,14951,4,7,2,17,广州富力,山东鲁能泰山
1,0.684,38,0.688,5,10,6,1,64,5,1,5,1,8,1,6,0,4,14951,1,2,1,10,广州富力,山东鲁能泰山
5,0.718,78,0.772,6,7,11,2,79,8,1,6,5,9,5,5,0,3,14951,3,5,1,7,广州富力,山东鲁能泰山
7,0.717,127,0.571,3,9,8,0,49,20,0,8,0,14,5,22,0,13,14952,3,12,6,23,贵州恒丰,长春亚泰
3,0.754,61,0.727,3,6,6,1,22,8,0,6,0,9,3,12,0,5,14952,1,5,1,9,贵州恒丰,长春亚泰
4,0.682,66,0.444,0,3,2,2,27,12,0,2,0,5,2,10,0,8,14952,2,7,5,14,贵州恒丰,长春亚泰
6,0.694,111,0.72,6,6,10,0,75,12,2,4,6,14,2,4,0,6,14953,4,7,2,20,大连一方,天津权健
3,0.747,79,0.68,1,3,3,1,25,5,1,1,2,5,1,1,0,2,14953,2,3,2,13,大连一方,天津权健
3,0.562,32,0.74,5,3,7,2,50,7,1,3,4,9,1,3,0,4,14953,2,4,0,7,大连一方,天津权健
3,0.722,79,0.722,10,16,17,0,79,16,4,7,10,11,4,16,0,13,14954,1,9,7,14,江苏苏宁易购,上海绿地申花
3,0.702,47,0.652,2,10,7,1,23,11,1,4,3,5,2,5,0,8,14954,1,7,4,11,江苏苏宁易购,上海绿地申花
0,0.75,32,0.75,8,6,10,2,56,5,3,3,7,6,2,11,0,5,14954,0,2,3,3,江苏苏宁易购,上海绿地申花
2,0.598,87,0.621,5,10,9,0,66,10,0,7,2,14,3,21,0,8,14955,0,5,3,17,北京中赫国安,广州恒大淘宝
1,0.55,40,0.594,3,8,4,1,32,2,0,3,1,9,1,11,0,1,14955,0,1,0,7,北京中赫国安,广州恒大淘宝
1,0.638,47,0.647,2,2,5,2,34,8,0,4,1,5,2,10,0,7,14955,0,4,3,10,北京中赫国安,广州恒大淘宝
10,0.627,150,0.543,5,16,8,0,46,21,3,4,4,12,1,21,0,11,14956,6,15,8,37,上海上港,天津泰达
6,0.574,54,0.56,4,10,5,1,25,9,2,3,2,8,0,10,0,3,14956,4,6,2,18,上海上港,天津泰达
4,0.656,96,0.524,1,6,3,2,21,12,1,1,2,4,1,11,0,8,14956,2,9,6,19,上海上港,天津泰达
3,0.641,78,0.81,9,15,10,0,100,10,1,7,3,16,2,5,0,7,14957,0,5,4,19,北京人和,天津泰达
2,0.634,41,0.833,4,11,4,1,48,3,0,3,1,6,1,2,0,1,14957,0,1,1,8,北京人和,天津泰达
1,0.649,37,0.788,5,4,6,2,52,7,1,4,2,10,1,3,0,6,14957,0,4,3,11,北京人和,天津泰达
10,0.698,106,0.623,10,10,12,0,53,16,0,7,5,15,2,10,0,6,14958,3,13,2,23,广州恒大淘宝,江苏苏宁易购
3,0.74,50,0.625,6,4,6,1,24,6,0,4,2,7,2,3,0,3,14958,0,6,1,8,广州恒大淘宝,江苏苏宁易购
7,0.661,56,0.621,4,6,6,2,29,10,0,3,3,8,0,7,0,3,14958,3,7,1,15,广州恒大淘宝,江苏苏宁易购
5,0.614,83,0.724,2,6,5,0,87,12,0,4,1,9,3,5,0,7,14959,2,8,0,27,天津权健,河北华夏幸福
3,0.585,41,0.7,2,2,2,1,40,6,0,1,1,4,0,3,0,3,14959,2,3,0,15,天津权健,河北华夏幸福
2,0.643,42,0.745,0,4,3,2,47,6,0,3,0,5,3,2,0,4,14959,0,5,0,12,天津权健,河北华夏幸福
8,0.577,71,0.679,11,28,17,0,78,18,3,12,5,17,3,19,0,10,14960,2,8,3,11,长春亚泰,上海上港
5,0.6,35,0.774,4,15,7,1,31,11,1,5,2,6,2,11,0,6,14960,1,5,2,7,长春亚泰,上海上港
3,0.556,36,0.617,7,13,10,2,47,7,2,7,3,11,1,8,0,4,14960,1,3,1,4,长春亚泰,上海上港
3,0.671,70,0.621,2,14,5,0,95,12,0,5,0,19,3,13,0,9,14961,0,6,7,8,北京中赫国安,贵州恒丰
1,0.682,44,0.66,1,5,2,1,47,7,0,2,0,13,1,8,0,6,14961,0,3,5,5,北京中赫国安,贵州恒丰
2,0.654,26,0.583,1,9,3,2,48,5,0,3,0,6,2,5,0,3,14961,0,3,2,3,北京中赫国安,贵州恒丰
10,0.621,145,0.7,7,10,9,0,50,21,3,5,4,11,1,17,0,11,14962,1,14,2,30,重庆斯威,广州富力
2,0.587,46,0.656,5,5,6,1,32,5,1,4,2,8,1,9,0,3,14962,0,4,0,8,重庆斯威,广州富力
8,0.636,99,0.778,2,5,3,2,18,16,2,1,2,3,0,8,0,8,14962,1,10,2,22,重庆斯威,广州富力
3,0.721,111,0.705,10,7,14,0,105,10,2,6,8,17,2,7,0,7,14963,0,6,4,20,山东鲁能泰山,河南建业
3,0.672,58,0.542,4,2,7,1,24,4,2,2,5,5,1,2,0,1,14963,0,2,0,12,山东鲁能泰山,河南建业
0,0.774,53,0.753,6,5,7,2,81,6,0,4,3,12,1,5,0,6,14963,0,4,4,8,山东鲁能泰山,河南建业
4,0.35,40,0.547,8,16,9,0,86,7,1,3,6,21,2,15,0,3,14964,1,2,2,12,上海绿地申花,大连一方
3,0.4,15,0.571,4,10,5,1,28,5,0,3,2,7,2,7,0,2,14964,1,1,1,3,上海绿地申花,大连一方
1,0.32,25,0.534,4,6,4,2,58,2,1,0,4,14,0,8,0,1,14964,0,1,1,9,上海绿地申花,大连一方
0,0.684,76,0.607,10,12,16,0,107,15,3,7,9,25,3,16,0,15,14965,0,11,7,13,大连一方,广州恒大淘宝
0,0.696,46,0.58,3,4,6,1,50,9,1,2,4,10,2,7,0,9,14965,0,7,4,7,大连一方,广州恒大淘宝
0,0.667,30,0.632,7,8,10,2,57,6,2,5,5,15,1,9,0,6,14965,0,4,3,6,大连一方,广州恒大淘宝
9,0.634,134,0.5,5,14,8,0,40,20,0,6,2,6,4,18,0,11,14966,2,17,1,40,重庆斯威,天津权健
6,0.511,45,0.464,0,10,1,1,28,8,0,0,1,3,0,7,0,2,14966,1,5,0,11,重庆斯威,天津权健
3,0.697,89,0.583,5,4,7,2,12,12,0,6,1,3,4,11,0,9,14966,1,12,1,29,重庆斯威,天津权健
7,0.792,106,0.825,8,15,17,0,80,18,6,6,11,10,2,10,0,11,14967,1,12,6,14,广州富力,上海绿地申花
5,0.788,66,0.837,4,6,7,1,49,13,3,2,5,4,0,4,0,8,14967,1,8,5,10,广州富力,上海绿地申花
2,0.8,40,0.806,4,9,10,2,31,5,3,4,6,6,2,6,0,3,14967,0,4,1,4,广州富力,上海绿地申花
7,0.686,172,0.58,1,12,3,0,69,16,0,3,0,10,1,26,0,9,14968,2,8,2,21,河北华夏幸福,河南建业
0,0.69,84,0.561,1,9,2,1,41,3,0,2,0,6,1,14,0,3,14968,0,2,1,6,河北华夏幸福,河南建业
7,0.682,88,0.607,0,3,1,2,28,13,0,1,0,4,0,12,0,6,14968,2,6,1,15,河北华夏幸福,河南建业
5,0.733,116,0.733,6,17,11,0,60,20,2,8,3,8,5,7,0,15,14969,1,18,5,32,上海上港,北京中赫国安
2,0.778,36,0.725,6,9,9,1,40,8,2,6,3,4,3,3,0,6,14969,0,6,3,10,上海上港,北京中赫国安
3,0.712,80,0.75,0,8,2,2,20,12,0,2,0,4,2,4,0,9,14969,1,12,2,22,上海上港,北京中赫国安
