guestFrontFreeKicks,guestInitAttackRate,guestFreekiscks,guestCorners,guestPassesSuccRate,guestPass,guestShots,guestGoals,half,homeFreekiscks,guestShotsOnTarget,homePassesSuccRate,homeFrontFreeKicks,homePass,homeInitAttackRate,homeGoals,homePenalties,homeShots,homeCorners,guestPenalties,homePossAve,matchHalf,matchId,guestPossAve,homeShotsOnTarget,l_team,r_team
2,0.567,12,0,0.757,152,7,1,2,11,3,0.84,5,200,0.433,0,0,7,1,0,0.525,0,17319,0.475,4,山东鲁能泰山,上海绿地申花
5,0.627,15,6,0.902,660,12,1,0,11,7,0.791,3,321,0.373,1,0,14,5,0,0.381,0,17320,0.619,4,河南建业,广州富力
3,0.663,8,4,0.918,341,5,0,1,8,3,0.778,2,135,0.337,1,0,9,4,0,0.349,0,17320,0.651,2,河南建业,广州富力
2,0.59,7,2,0.884,319,7,1,2,3,4,0.801,1,186,0.41,0,0,5,1,0,0.411,0,17320,0.589,2,河南建业,广州富力
6,0.643,13,5,0.855,525,14,3,0,20,7,0.75,5,296,0.357,1,0,8,7,0,0.38,0,17321,0.62,1,天津泰达,北京中赫国安
3,0.608,6,3,0.862,290,6,1,1,13,4,0.773,5,163,0.392,0,0,3,3,0,0.386,0,17321,0.614,0,天津泰达,北京中赫国安
3,0.683,7,2,0.847,235,8,2,2,7,3,0.722,0,133,0.317,1,0,5,4,0,0.373,0,17321,0.627,1,天津泰达,北京中赫国安
8,0.753,20,5,0.832,507,13,1,0,19,2,0.71,3,200,0.247,1,1,6,3,1,0.37,0,17322,0.63,3,青岛黄海青港,上海上港
5,0.717,10,3,0.847,274,8,0,1,11,1,0.75,0,116,0.283,0,0,3,1,0,0.393,0,17322,0.607,0,青岛黄海青港,上海上港
3,0.796,10,2,0.815,233,5,1,2,8,1,0.655,3,84,0.204,1,1,3,2,1,0.344,0,17322,0.656,3,青岛黄海青港,上海上港
6,0.384,17,9,0.771,284,13,1,0,15,6,0.867,8,398,0.616,2,1,7,1,1,0.61,0,17323,0.39,4,武汉卓尔,石家庄永昌
1,0.343,7,2,0.773,150,6,1,1,5,1,0.87,3,238,0.657,2,1,5,0,1,0.629,0,17323,0.371,3,武汉卓尔,石家庄永昌
5,0.42,10,7,0.769,134,7,0,2,10,5,0.862,5,160,0.58,0,0,2,1,0,0.588,0,17323,0.412,1,武汉卓尔,石家庄永昌
5,0.544,15,4,0.696,276,12,2,0,18,4,0.79,8,329,0.456,2,0,11,2,0,0.516,0,17324,0.484,4,河北华夏幸福,重庆当代
2,0.495,9,1,0.656,128,3,0,1,11,1,0.812,5,192,0.505,0,0,4,1,0,0.544,0,17324,0.456,0,河北华夏幸福,重庆当代
3,0.584,6,3,0.73,148,9,2,2,7,3,0.759,3,137,0.416,2,0,7,1,0,0.485,0,17324,0.515,4,河北华夏幸福,重庆当代
4,0.392,14,6,0.801,326,14,1,0,16,7,0.848,7,494,0.608,0,0,9,5,0,0.572,0,17325,0.428,1,广州恒大淘宝,山东鲁能泰山
2,0.561,6,4,0.853,197,7,0,1,6,4,0.843,5,178,0.439,0,0,5,4,0,0.493,0,17325,0.507,1,广州恒大淘宝,山东鲁能泰山
2,0.28,8,2,0.721,129,7,1,2,10,3,0.851,2,316,0.72,0,0,4,1,0,0.642,0,17325,0.358,0,广州恒大淘宝,山东鲁能泰山
8,0.444,14,4,0.824,289,15,2,0,20,3,0.876,6,490,0.556,0,1,5,3,0,0.596,0,17326,0.404,3,广州富力,江苏苏宁易购
6,0.554,9,3,0.832,161,11,2,1,11,2,0.874,3,214,0.446,0,0,2,2,0,0.537,0,17326,0.463,1,广州富力,江苏苏宁易购
2,0.357,5,1,0.812,128,4,0,2,9,1,0.877,3,276,0.643,0,1,3,1,0,0.653,0,17326,0.347,2,广州富力,江苏苏宁易购
4,0.599,12,3,0.792,438,14,2,0,20,3,0.71,9,293,0.401,2,0,12,1,1,0.439,0,17327,0.561,4,上海绿地申花,大连人
3,0.513,7,0,0.776,214,4,0,1,11,0,0.745,4,188,0.487,1,0,6,1,0,0.472,0,17327,0.528,2,上海绿地申花,大连人
1,0.692,5,3,0.808,224,10,2,2,9,3,0.648,5,105,0.308,1,0,6,0,1,0.402,0,17327,0.598,2,上海绿地申花,大连人
10,0.536,21,5,0.814,430,12,2,0,18,5,0.716,13,289,0.464,1,0,11,2,0,0.433,0,17328,0.567,3,深圳佳兆业,河南建业
7,0.546,15,4,0.834,193,8,1,1,9,4,0.742,6,120,0.454,1,0,7,1,0,0.435,0,17328,0.565,3,深圳佳兆业,河南建业
3,0.529,6,1,0.797,237,4,1,2,9,1,0.698,7,169,0.471,0,0,4,1,0,0.431,0,17328,0.569,0,深圳佳兆业,河南建业
2,0.608,9,7,0.852,458,6,0,0,19,2,0.851,5,416,0.392,3,0,11,4,0,0.48,0,17329,0.52,6,石家庄永昌,天津泰达
2,0.713,5,6,0.868,265,3,0,1,13,1,0.776,2,147,0.287,1,0,3,1,0,0.373,0,17329,0.627,2,石家庄永昌,天津泰达
0,0.521,4,1,0.829,193,3,0,2,6,1,0.892,3,269,0.479,2,0,8,3,0,0.572,0,17329,0.428,4,石家庄永昌,天津泰达
3,0.228,11,3,0.731,245,4,0,0,16,1,0.808,7,437,0.772,0,0,30,11,0,0.573,0,17330,0.427,4,重庆当代,青岛黄海青港
2,0.219,6,1,0.745,145,0,0,1,6,0,0.835,2,254,0.781,0,0,9,5,0,0.567,0,17330,0.433,2,重庆当代,青岛黄海青港
1,0.236,5,2,0.71,100,4,0,2,10,1,0.77,5,183,0.764,0,0,21,6,0,0.58,0,17330,0.42,2,重庆当代,青岛黄海青港
3,0.187,18,2,0.732,231,4,1,0,11,2,0.845,3,503,0.813,2,1,13,5,0,0.633,0,17331,0.367,2,上海上港,武汉卓尔
2,0.159,10,1,0.702,114,2,1,1,7,1,0.831,2,266,0.841,0,0,6,2,0,0.649,0,17331,0.351,0,上海上港,武汉卓尔
1,0.212,8,1,0.761,117,2,0,2,4,1,0.861,1,237,0.788,2,1,7,3,0,0.617,0,17331,0.383,2,上海上港,武汉卓尔
9,0.563,18,6,0.834,446,20,1,0,19,3,0.819,9,370,0.437,3,0,7,2,0,0.462,0,17332,0.538,3,北京中赫国安,河北华夏幸福
7,0.586,13,1,0.84,244,7,0,1,8,0,0.816,4,185,0.414,1,0,1,0,0,0.422,0,17332,0.578,0,北京中赫国安,河北华夏幸福
2,0.543,5,5,0.827,202,13,1,2,11,3,0.822,5,185,0.457,2,0,6,2,0,0.504,0,17332,0.496,3,北京中赫国安,河北华夏幸福
7,0.702,16,5,0.858,543,16,3,0,21,6,0.763,7,270,0.298,1,0,11,6,1,0.395,0,17333,0.605,3,河南建业,广州恒大淘宝
5,0.762,10,1,0.872,327,5,1,1,11,1,0.743,4,105,0.238,0,0,5,3,0,0.343,0,17333,0.657,0,河南建业,广州恒大淘宝
2,0.635,6,4,0.838,216,11,2,2,10,5,0.776,3,165,0.365,1,0,6,3,1,0.449,0,17333,0.551,3,河南建业,广州恒大淘宝
8,0.316,20,1,0.697,228,8,1,0,19,2,0.828,9,478,0.684,0,0,20,5,0,0.617,0,17334,0.383,6,江苏苏宁易购,上海绿地申花
5,0.402,10,0,0.695,118,5,1,1,9,2,0.85,6,180,0.598,0,0,10,4,0,0.583,0,17334,0.417,3,江苏苏宁易购,上海绿地申花
3,0.264,10,1,0.7,110,3,0,2,10,0,0.815,3,298,0.736,0,0,10,1,0,0.642,0,17334,0.358,3,江苏苏宁易购,上海绿地申花
7,0.548,21,6,0.748,349,11,0,0,15,1,0.787,7,334,0.452,2,0,12,4,0,0.488,0,17335,0.512,5,山东鲁能泰山,深圳佳兆业
3,0.393,11,1,0.707,140,4,0,1,8,1,0.802,4,232,0.607,1,0,5,2,0,0.572,0,17335,0.428,2,山东鲁能泰山,深圳佳兆业
4,0.696,10,5,0.775,209,7,0,2,7,0,0.755,3,102,0.304,1,0,7,2,0,0.394,0,17335,0.606,3,山东鲁能泰山,深圳佳兆业
4,0.455,17,1,0.872,483,10,1,0,10,3,0.847,4,504,0.545,0,0,18,3,1,0.466,0,17336,0.534,7,大连人,广州富力
3,0.495,11,0,0.877,261,5,1,1,7,2,0.814,3,210,0.505,0,0,6,1,1,0.426,0,17336,0.574,3,大连人,广州富力
1,0.423,6,1,0.865,222,5,0,2,3,1,0.871,1,294,0.577,0,0,12,2,0,0.5,0,17336,0.5,4,大连人,广州富力
4,0.806,13,17,0.878,606,23,3,0,16,10,0.776,7,196,0.194,3,1,9,1,0,0.335,0,17337,0.665,6,青岛黄海青港,北京中赫国安
3,0.791,5,9,0.893,307,12,3,1,5,7,0.788,2,104,0.209,2,1,3,0,0,0.341,0,17337,0.659,3,青岛黄海青港,北京中赫国安
1,0.819,8,8,0.863,299,11,0,2,11,3,0.761,5,92,0.181,1,0,6,1,0,0.329,0,17337,0.671,3,青岛黄海青港,北京中赫国安
4,0.269,24,3,0.775,293,6,1,0,8,1,0.844,3,495,0.731,1,0,17,8,0,0.597,0,17338,0.403,4,上海上港,石家庄永昌
1,0.239,12,3,0.792,154,3,0,1,5,0,0.841,2,258,0.761,0,0,7,6,0,0.606,0,17338,0.394,0,上海上港,石家庄永昌
3,0.295,12,0,0.755,139,3,1,2,3,1,0.848,1,237,0.705,1,0,10,2,0,0.587,0,17338,0.413,4,上海上港,石家庄永昌
5,0.709,13,6,0.824,465,14,0,0,16,2,0.782,5,326,0.291,2,0,7,3,0,0.433,0,17339,0.567,3,武汉卓尔,重庆当代
1,0.662,8,4,0.808,219,6,0,1,7,1,0.81,2,184,0.338,1,0,3,0,0,0.469,0,17339,0.531,1,武汉卓尔,重庆当代
4,0.748,5,2,0.837,246,8,0,2,9,1,0.746,3,142,0.252,1,0,4,3,0,0.395,0,17339,0.605,2,武汉卓尔,重庆当代
6,0.554,13,5,0.814,415,8,0,0,14,3,0.843,5,396,0.446,2,1,10,4,0,0.5,0,17340,0.5,5,河北华夏幸福,天津泰达
4,0.413,8,2,0.801,171,3,0,1,5,1,0.839,2,224,0.587,2,1,6,3,0,0.557,0,17340,0.443,4,河北华夏幸福,天津泰达
2,0.672,5,3,0.824,244,5,0,2,9,2,0.849,3,172,0.328,0,0,4,1,0,0.449,0,17340,0.551,1,河北华夏幸福,天津泰达
5,0.295,11,2,0.688,272,7,1,0,20,2,0.794,8,491,0.705,2,2,14,4,0,0.606,0,17341,0.394,4,山东鲁能泰山,河南建业
2,0.256,4,1,0.639,133,3,1,1,12,2,0.764,5,237,0.744,1,0,5,3,0,0.613,0,17341,0.387,2,山东鲁能泰山,河南建业
3,0.328,7,1,0.734,139,4,0,2,8,0,0.823,3,254,0.672,1,2,9,1,0,0.6,0,17341,0.4,2,山东鲁能泰山,河南建业
5,0.352,18,6,0.81,389,8,3,0,13,5,0.785,7,442,0.648,2,1,16,3,0,0.496,0,17342,0.504,5,上海绿地申花,广州富力
2,0.345,8,1,0.837,257,5,3,1,5,3,0.802,3,262,0.655,1,0,8,3,0,0.477,0,17342,0.523,3,上海绿地申花,广州富力
3,0.36,10,5,0.758,132,3,0,2,8,2,0.761,4,180,0.64,1,1,8,0,0,0.522,0,17342,0.478,2,上海绿地申花,广州富力
10,0.594,18,4,0.767,387,14,1,0,20,4,0.775,5,400,0.406,2,1,9,1,0,0.473,0,17343,0.527,4,广州恒大淘宝,江苏苏宁易购
6,0.405,10,2,0.697,132,4,0,1,10,0,0.826,3,259,0.595,1,1,6,1,0,0.592,0,17343,0.408,2,广州恒大淘宝,江苏苏宁易购
4,0.744,8,2,0.804,255,10,1,2,10,4,0.681,2,141,0.256,1,0,3,0,0,0.359,0,17343,0.641,2,广州恒大淘宝,江苏苏宁易购
9,0.576,18,3,0.761,448,12,2,0,20,3,0.696,7,289,0.424,3,1,9,4,0,0.452,0,17344,0.548,4,深圳佳兆业,大连人
5,0.494,10,2,0.777,229,4,0,1,8,1,0.734,3,188,0.506,2,0,3,3,0,0.503,0,17344,0.497,2,深圳佳兆业,大连人
4,0.647,8,1,0.744,219,8,2,2,12,2,0.624,4,101,0.353,1,1,6,1,0,0.396,0,17344,0.604,2,深圳佳兆业,大连人
7,0.488,18,7,0.81,385,7,1,0,18,4,0.855,10,400,0.512,3,0,12,3,0,0.523,0,17345,0.477,5,河北华夏幸福,武汉卓尔
3,0.349,13,1,0.793,174,3,1,1,11,2,0.881,7,244,0.651,2,0,5,1,0,0.589,0,17345,0.411,3,河北华夏幸福,武汉卓尔
4,0.6,5,6,0.825,211,4,0,2,7,2,0.814,3,156,0.4,1,0,7,2,0,0.453,0,17345,0.547,2,河北华夏幸福,武汉卓尔
10,0.49,21,4,0.821,414,10,0,0,15,6,0.815,6,372,0.51,1,0,12,1,0,0.515,0,17346,0.485,3,重庆当代,石家庄永昌
5,0.388,9,1,0.829,199,4,0,1,7,1,0.857,4,223,0.612,0,0,7,1,0,0.558,0,17346,0.442,2,重庆当代,石家庄永昌
5,0.596,12,3,0.814,215,6,0,2,8,5,0.752,2,149,0.404,1,0,5,0,0,0.467,0,17346,0.533,1,重庆当代,石家庄永昌
9,0.418,22,2,0.806,386,6,2,0,8,4,0.787,4,422,0.582,0,0,5,3,0,0.458,0,17347,0.542,1,天津泰达,青岛黄海青港
6,0.395,12,1,0.838,259,4,2,1,4,3,0.767,2,202,0.605,0,0,1,0,0,0.391,0,17347,0.609,0,天津泰达,青岛黄海青港
3,0.436,10,1,0.74,127,2,0,2,4,1,0.805,2,220,0.564,0,0,4,3,0,0.538,0,17347,0.462,1,天津泰达,青岛黄海青港
5,0.458,16,4,0.749,235,10,2,0,22,5,0.81,9,401,0.542,1,0,11,4,0,0.595,0,17348,0.405,2,北京中赫国安,上海上港
2,0.498,6,2,0.802,106,7,1,1,11,3,0.845,4,174,0.502,1,0,5,1,0,0.587,0,17348,0.413,1,北京中赫国安,上海上港
3,0.426,10,2,0.705,129,3,1,2,11,2,0.784,5,227,0.574,0,0,6,3,0,0.602,0,17348,0.398,1,北京中赫国安,上海上港
4,0.492,16,5,0.728,372,12,1,0,25,5,0.776,9,375,0.508,1,0,13,0,0,0.491,0,17350,0.509,4,江苏苏宁易购,深圳佳兆业
1,0.394,9,3,0.755,200,5,0,1,11,2,0.831,5,195,0.606,1,0,5,0,0,0.496,0,17350,0.504,2,江苏苏宁易购,深圳佳兆业
3,0.595,7,2,0.698,172,7,1,2,14,3,0.717,4,180,0.405,0,0,8,0,0,0.485,0,17350,0.515,2,江苏苏宁易购,深圳佳兆业
2,0.374,9,5,0.873,557,13,5,0,13,7,0.902,7,594,0.626,1,0,17,2,0,0.54,0,17351,0.46,2,广州富力,山东鲁能泰山
2,0.323,7,2,0.825,194,6,4,1,6,5,0.903,3,319,0.677,0,0,5,1,0,0.609,0,17351,0.391,0,广州富力,山东鲁能泰山
0,0.421,2,3,0.898,363,7,1,2,7,2,0.902,4,275,0.579,1,0,12,1,0,0.48,0,17351,0.52,2,广州富力,山东鲁能泰山
4,0.554,11,3,0.841,574,6,2,0,9,3,0.758,2,356,0.446,2,0,19,9,0,0.432,0,17352,0.568,5,大连人,广州恒大淘宝
2,0.503,2,2,0.847,287,1,0,1,6,1,0.777,2,202,0.497,2,0,11,4,0,0.454,0,17352,0.546,2,大连人,广州恒大淘宝
2,0.599,9,1,0.836,287,5,2,2,3,2,0.734,0,154,0.401,0,0,8,5,0,0.409,0,17352,0.591,3,大连人,广州恒大淘宝
5,0.594,20,6,0.796,457,8,0,0,18,0,0.714,8,304,0.406,0,0,4,4,0,0.448,0,17349,0.552,0,河南建业,上海绿地申花
2,0.543,8,2,0.837,282,2,0,1,8,0,0.715,5,172,0.457,0,0,2,2,0,0.426,0,17349,0.574,0,河南建业,上海绿地申花
3,0.652,12,4,0.731,175,6,0,2,10,0,0.712,3,132,0.348,0,0,2,2,0,0.473,0,17349,0.527,0,河南建业,上海绿地申花
4,0.449,16,5,0.772,289,10,0,0,6,2,0.859,3,546,0.551,3,0,11,3,0,0.585,0,17353,0.415,5,上海上港,重庆当代
2,0.379,7,2,0.758,120,6,0,1,2,1,0.862,1,319,0.621,2,0,6,1,0,0.629,0,17353,0.371,3,上海上港,重庆当代
2,0.522,9,3,0.781,169,4,0,2,4,1,0.855,2,227,0.478,1,0,5,2,0,0.537,0,17353,0.463,2,上海上港,重庆当代
6,0.457,9,5,0.768,332,22,1,0,15,5,0.851,7,435,0.543,2,1,9,3,0,0.554,0,17354,0.446,2,武汉卓尔,天津泰达
4,0.489,4,4,0.803,173,13,1,1,7,5,0.838,3,241,0.511,0,0,2,1,0,0.555,0,17354,0.445,0,武汉卓尔,天津泰达
2,0.427,5,1,0.73,159,9,0,2,8,0,0.866,4,194,0.573,2,1,7,2,0,0.553,0,17354,0.447,2,武汉卓尔,天津泰达
7,0.544,14,2,0.828,494,8,2,0,11,3,0.824,6,375,0.456,2,0,13,5,1,0.449,0,17355,0.551,3,石家庄永昌,北京中赫国安
3,0.663,8,1,0.828,285,4,1,1,6,1,0.771,4,140,0.337,1,0,4,0,0,0.373,0,17355,0.627,1,石家庄永昌,北京中赫国安
4,0.44,6,1,0.828,209,4,1,2,5,2,0.855,2,235,0.56,1,0,9,5,1,0.52,0,17355,0.48,2,石家庄永昌,北京中赫国安
8,0.647,16,2,0.85,526,11,2,0,15,6,0.746,10,264,0.353,1,0,11,3,0,0.395,0,17356,0.605,4,青岛黄海青港,河北华夏幸福
4,0.771,8,1,0.876,346,5,1,1,5,4,0.74,3,127,0.229,0,0,6,2,0,0.334,0,17356,0.666,2,青岛黄海青港,河北华夏幸福
4,0.507,8,1,0.8,180,6,1,2,10,2,0.752,7,137,0.493,1,0,5,1,0,0.476,0,17356,0.524,2,青岛黄海青港,河北华夏幸福
11,0.533,19,5,0.802,364,12,2,0,17,5,0.838,8,420,0.467,0,0,16,5,0,0.523,0,17357,0.477,5,广州富力,深圳佳兆业
4,0.578,8,2,0.829,217,3,1,1,11,2,0.833,6,186,0.422,0,0,8,2,0,0.488,0,17357,0.512,1,广州富力,深圳佳兆业
7,0.489,11,3,0.762,147,9,1,2,6,3,0.842,2,234,0.511,0,0,8,3,0,0.56,0,17357,0.44,4,广州富力,深圳佳兆业
8,0.405,14,2,0.775,355,15,1,0,15,7,0.771,9,459,0.595,0,0,14,6,0,0.541,0,17358,0.459,5,山东鲁能泰山,大连人
6,0.402,10,1,0.767,159,8,0,1,4,5,0.826,3,264,0.598,0,0,5,1,0,0.61,0,17358,0.39,1,山东鲁能泰山,大连人
2,0.407,4,1,0.781,196,7,1,2,11,2,0.697,6,195,0.593,0,0,9,5,0,0.472,0,17358,0.528,4,山东鲁能泰山,大连人
