guestFrontFreeKicks,guestInitAttackRate,guestFreekiscks,guestCorners,guestPassesSuccRate,guestPass,guestShots,guestGoals,half,homeFreekiscks,guestShotsOnTarget,homePassesSuccRate,homeFrontFreeKicks,homePass,homeInitAttackRate,homeGoals,homePenalties,homeShots,homeCorners,guestPenalties,homePossAve,matchHalf,matchId,guestPossAve,homeShotsOnTarget,l_team,r_team
5,0.569,11,3,0.778,216,10,1,2,11,4,0.74,7,169,0.431,0,0,6,0,0,0.478,0,16112,0.522,2,重庆斯威,北京中赫国安
5,0.45,14,3,0.755,298,13,3,0,11,6,0.834,5,447,0.55,3,0,21,4,1,0.572,0,16111,0.428,9,广州富力,大连一方
3,0.491,7,2,0.724,163,6,1,1,5,2,0.826,2,236,0.509,1,0,7,2,1,0.579,0,16111,0.421,2,广州富力,大连一方
2,0.412,7,1,0.793,135,7,2,2,6,4,0.844,3,211,0.588,2,0,14,2,0,0.563,0,16111,0.437,7,广州富力,大连一方
10,0.618,13,5,0.782,491,15,2,0,16,3,0.749,4,402,0.382,3,0,8,3,0,0.46,0,16113,0.54,3,上海上港,江苏苏宁易购
5,0.582,6,3,0.789,246,6,0,1,7,0,0.773,0,247,0.418,2,0,3,1,0,0.485,0,16113,0.515,1,上海上港,江苏苏宁易购
5,0.651,7,2,0.776,245,9,2,2,9,3,0.71,4,155,0.349,1,0,5,2,0,0.432,0,16113,0.568,2,上海上港,江苏苏宁易购
4,0.537,13,6,0.708,339,17,0,0,19,2,0.821,8,442,0.463,1,0,15,4,0,0.559,0,16114,0.441,9,武汉卓尔,北京人和
3,0.367,8,2,0.649,131,5,0,1,11,0,0.825,4,275,0.633,0,0,6,2,0,0.633,0,16114,0.367,2,武汉卓尔,北京人和
1,0.68,5,4,0.745,208,12,0,2,8,2,0.814,4,167,0.32,1,0,9,2,0,0.485,0,16114,0.515,7,武汉卓尔,北京人和
9,0.411,20,5,0.732,339,5,1,0,15,3,0.748,8,377,0.589,2,1,19,10,0,0.524,0,16115,0.476,7,深圳佳兆业,天津天海
7,0.445,14,0,0.72,164,2,1,1,10,1,0.711,5,159,0.555,0,0,11,5,0,0.501,0,16115,0.499,2,深圳佳兆业,天津天海
2,0.384,6,5,0.743,175,3,0,2,5,2,0.775,3,218,0.616,2,1,8,5,0,0.546,0,16115,0.454,5,深圳佳兆业,天津天海
4,0.417,11,3,0.785,376,6,2,0,17,3,0.765,9,388,0.583,1,0,25,9,0,0.539,0,16116,0.461,10,上海绿地申花,河北华夏幸福
1,0.302,3,2,0.761,197,1,1,1,7,1,0.803,5,233,0.698,1,0,14,5,0,0.578,0,16116,0.422,6,上海绿地申花,河北华夏幸福
3,0.521,8,1,0.81,179,5,1,2,10,2,0.71,4,155,0.479,0,0,11,4,0,0.497,0,16116,0.503,4,上海绿地申花,河北华夏幸福
11,0.664,25,3,0.859,553,14,3,0,16,6,0.686,7,255,0.336,4,0,15,4,0,0.358,0,16117,0.642,9,天津泰达,广州富力
4,0.605,10,2,0.842,253,4,1,1,9,2,0.699,5,133,0.395,2,0,8,3,0,0.386,0,16117,0.614,4,天津泰达,广州富力
7,0.709,15,1,0.873,300,10,2,2,7,4,0.672,2,122,0.291,2,0,7,1,0,0.333,0,16117,0.667,5,天津泰达,广州富力
12,0.624,26,8,0.783,508,12,1,0,21,4,0.668,5,283,0.376,0,0,5,2,1,0.407,0,16119,0.593,0,北京人和,北京中赫国安
5,0.66,13,4,0.782,257,5,0,1,9,2,0.602,2,113,0.34,0,0,2,1,1,0.397,0,16119,0.603,0,北京人和,北京中赫国安
7,0.596,13,4,0.785,251,7,1,2,12,2,0.712,3,170,0.404,0,0,3,1,0,0.418,0,16119,0.582,0,北京人和,北京中赫国安
7,0.595,23,2,0.776,447,13,1,0,18,4,0.634,6,273,0.405,0,0,16,5,0,0.407,0,16118,0.593,6,大连一方,广州恒大淘宝
3,0.63,12,1,0.762,252,4,0,1,9,1,0.653,3,147,0.37,0,0,7,1,0,0.39,0,16118,0.61,2,大连一方,广州恒大淘宝
4,0.566,11,1,0.795,195,9,1,2,9,3,0.611,3,126,0.434,0,0,9,4,0,0.425,0,16118,0.575,4,大连一方,广州恒大淘宝
4,0.319,13,0,0.749,351,9,2,0,12,2,0.814,6,522,0.681,1,0,17,7,0,0.561,0,16120,0.439,6,河北华夏幸福,上海上港
3,0.355,8,0,0.792,216,4,1,1,6,1,0.788,2,212,0.645,0,0,10,6,0,0.513,0,16120,0.487,3,河北华夏幸福,上海上港
1,0.288,5,0,0.681,135,5,1,2,6,1,0.832,4,310,0.712,1,0,7,1,0,0.608,0,16120,0.392,3,河北华夏幸福,上海上港
6,0.467,11,5,0.825,463,16,4,0,22,8,0.838,10,451,0.533,2,0,16,5,1,0.522,0,16121,0.478,7,天津天海,山东鲁能泰山
2,0.537,4,3,0.806,227,10,1,1,9,4,0.794,3,209,0.463,1,0,7,2,0,0.5,0,16121,0.5,3,天津天海,山东鲁能泰山
4,0.407,7,2,0.843,236,6,3,2,13,4,0.876,7,242,0.593,1,0,9,3,1,0.543,0,16121,0.457,4,天津天海,山东鲁能泰山
9,0.468,21,2,0.749,351,9,2,0,14,4,0.727,9,373,0.532,1,0,17,5,0,0.508,0,16122,0.492,6,河南建业,上海绿地申花
3,0.433,10,0,0.758,190,3,0,1,9,2,0.775,5,187,0.567,0,0,6,3,0,0.511,0,16122,0.489,3,河南建业,上海绿地申花
6,0.497,11,2,0.739,161,6,2,2,5,2,0.677,4,186,0.503,1,0,11,2,0,0.504,0,16122,0.496,3,河南建业,上海绿地申花
5,0.353,17,4,0.835,449,7,1,0,14,4,0.848,4,435,0.647,2,0,14,9,0,0.519,0,16123,0.481,4,江苏苏宁易购,武汉卓尔
2,0.257,6,0,0.828,209,2,0,1,8,1,0.851,2,262,0.743,1,0,4,2,0,0.568,0,16123,0.432,1,江苏苏宁易购,武汉卓尔
3,0.452,11,4,0.842,240,5,1,2,6,3,0.844,2,173,0.548,1,0,10,7,0,0.469,0,16123,0.531,3,江苏苏宁易购,武汉卓尔
4,0.436,15,6,0.689,315,10,0,0,20,2,0.688,4,320,0.564,1,0,12,5,0,0.533,0,16124,0.467,4,重庆斯威,深圳佳兆业
2,0.294,8,0,0.69,155,1,0,1,8,1,0.731,1,216,0.706,1,0,10,4,0,0.584,0,16124,0.416,3,重庆斯威,深圳佳兆业
2,0.592,7,6,0.688,160,9,0,2,12,1,0.596,3,104,0.408,0,0,2,1,0,0.471,0,16124,0.529,1,重庆斯威,深圳佳兆业
4,0.459,19,3,0.79,352,7,0,0,17,3,0.796,3,401,0.541,3,0,16,4,0,0.518,0,16125,0.482,7,北京中赫国安,江苏苏宁易购
2,0.261,11,1,0.701,137,3,0,1,8,1,0.818,2,292,0.739,1,0,9,4,0,0.62,0,16125,0.38,3,北京中赫国安,江苏苏宁易购
2,0.669,8,2,0.847,215,4,0,2,9,2,0.734,1,109,0.331,2,0,7,0,0,0.399,0,16125,0.601,4,北京中赫国安,江苏苏宁易购
9,0.424,24,3,0.684,244,9,3,0,14,6,0.811,8,465,0.576,2,0,8,6,0,0.595,0,16126,0.405,4,上海上港,重庆斯威
3,0.548,8,3,0.703,148,6,2,1,8,4,0.799,5,244,0.452,0,0,2,0,0,0.564,0,16126,0.436,1,上海上港,重庆斯威
6,0.27,16,0,0.656,96,3,1,2,6,2,0.824,3,221,0.73,2,0,6,6,0,0.63,0,16126,0.37,3,上海上港,重庆斯威
6,0.632,15,6,0.787,493,14,1,0,10,3,0.644,4,264,0.368,1,0,14,3,0,0.442,0,16127,0.558,2,深圳佳兆业,山东鲁能泰山
4,0.524,11,2,0.758,207,5,0,1,5,1,0.655,2,142,0.476,0,0,8,3,0,0.476,0,16127,0.524,0,深圳佳兆业,山东鲁能泰山
2,0.73,4,4,0.808,286,9,1,2,5,2,0.631,2,122,0.27,1,0,6,0,0,0.411,0,16127,0.589,2,深圳佳兆业,山东鲁能泰山
5,0.621,12,6,0.78,469,3,0,0,20,0,0.764,6,416,0.379,0,0,10,3,0,0.47,0,16128,0.53,1,天津天海,河北华夏幸福
4,0.591,7,1,0.81,216,0,0,1,9,0,0.807,4,238,0.409,0,0,6,3,0,0.513,0,16128,0.487,1,天津天海,河北华夏幸福
1,0.648,5,5,0.755,253,3,0,2,11,0,0.708,2,178,0.352,0,0,4,0,0,0.423,0,16128,0.577,0,天津天海,河北华夏幸福
5,0.501,13,3,0.83,470,14,0,0,7,1,0.837,3,448,0.499,2,0,20,13,0,0.508,0,16130,0.492,8,广州恒大淘宝,广州富力
0,0.448,4,1,0.8,240,7,0,1,3,1,0.852,2,270,0.552,1,0,12,4,0,0.536,0,16130,0.464,3,广州恒大淘宝,广州富力
5,0.558,9,2,0.861,230,7,0,2,4,0,0.815,1,178,0.442,1,0,8,9,0,0.476,0,16130,0.524,5,广州恒大淘宝,广州富力
6,0.494,20,1,0.762,370,12,2,0,19,6,0.686,12,293,0.506,1,0,17,10,0,0.464,0,16131,0.536,3,大连一方,天津泰达
2,0.528,8,0,0.787,207,5,1,1,12,2,0.705,6,132,0.472,0,0,8,3,0,0.439,0,16131,0.561,1,大连一方,天津泰达
4,0.464,12,1,0.73,163,7,1,2,7,4,0.671,6,161,0.536,1,0,9,7,0,0.486,0,16131,0.514,2,大连一方,天津泰达
3,0.45,11,2,0.801,402,8,1,0,13,2,0.797,3,467,0.55,5,1,15,11,0,0.543,0,16132,0.457,7,上海绿地申花,北京人和
1,0.41,3,1,0.795,200,4,0,1,3,1,0.807,0,269,0.59,3,1,6,3,0,0.581,0,16132,0.419,3,上海绿地申花,北京人和
2,0.491,8,1,0.807,202,4,1,2,10,1,0.783,3,198,0.509,2,0,9,8,0,0.501,0,16132,0.499,4,上海绿地申花,北京人和
4,0.445,13,3,0.802,359,5,0,0,11,3,0.87,1,555,0.555,0,0,8,4,0,0.551,0,16129,0.449,0,武汉卓尔,河南建业
3,0.444,8,1,0.826,190,3,0,1,3,1,0.869,0,290,0.556,0,0,6,2,0,0.554,0,16129,0.446,0,武汉卓尔,河南建业
1,0.446,5,2,0.775,169,2,0,2,8,2,0.872,1,265,0.554,0,0,2,2,0,0.548,0,16129,0.452,0,武汉卓尔,河南建业
8,0.507,14,8,0.789,342,22,1,0,20,8,0.848,12,473,0.493,2,0,8,5,1,0.567,0,16133,0.433,1,广州富力,上海绿地申花
3,0.467,7,4,0.767,163,8,0,1,13,1,0.866,6,276,0.533,0,0,2,1,0,0.59,0,16133,0.41,0,广州富力,上海绿地申花
5,0.546,7,4,0.81,179,14,1,2,7,7,0.822,6,197,0.454,2,0,6,4,1,0.543,0,16133,0.457,1,广州富力,上海绿地申花
2,0.512,15,9,0.718,358,15,1,0,14,5,0.675,7,271,0.488,2,0,6,7,0,0.5,0,16134,0.5,3,重庆斯威,河北华夏幸福
2,0.461,7,3,0.704,169,4,0,1,4,2,0.716,3,155,0.539,0,0,3,6,0,0.531,0,16134,0.469,0,重庆斯威,河北华夏幸福
0,0.564,8,6,0.73,189,11,1,2,10,3,0.621,4,116,0.436,2,0,3,1,0,0.465,0,16134,0.535,3,重庆斯威,河北华夏幸福
7,0.476,17,8,0.734,304,13,2,0,18,4,0.774,10,389,0.524,0,0,12,2,0,0.537,0,16135,0.463,2,深圳佳兆业,江苏苏宁易购
2,0.374,7,4,0.724,156,7,2,1,9,3,0.805,6,215,0.626,0,0,7,1,0,0.563,0,16135,0.437,2,深圳佳兆业,江苏苏宁易购
5,0.568,10,4,0.743,148,6,0,2,9,1,0.736,4,174,0.432,0,0,5,1,0,0.509,0,16135,0.491,0,深圳佳兆业,江苏苏宁易购
7,0.312,14,1,0.814,365,7,1,0,13,1,0.859,5,604,0.688,1,0,15,6,0,0.586,0,16136,0.414,3,天津泰达,天津天海
4,0.462,7,0,0.834,223,6,1,1,4,1,0.856,1,292,0.538,0,0,5,1,0,0.533,0,16136,0.467,0,天津泰达,天津天海
3,0.16,7,1,0.782,142,1,0,2,9,0,0.862,4,312,0.84,1,0,10,5,0,0.642,0,16136,0.358,3,天津泰达,天津天海
9,0.649,24,6,0.819,448,18,1,0,12,7,0.714,2,301,0.351,2,0,9,6,0,0.417,0,16137,0.583,4,北京人和,广州恒大淘宝
2,0.55,8,1,0.827,225,8,1,1,4,1,0.794,1,170,0.45,1,0,7,4,0,0.463,0,16137,0.537,3,北京人和,广州恒大淘宝
7,0.744,16,5,0.812,223,10,0,2,8,6,0.611,1,131,0.256,1,0,2,2,0,0.37,0,16137,0.63,1,北京人和,广州恒大淘宝
3,0.415,13,7,0.699,266,7,1,0,17,2,0.775,6,325,0.585,0,0,22,12,0,0.516,0,16138,0.484,9,山东鲁能泰山,大连一方
1,0.365,8,2,0.708,120,3,1,1,10,1,0.76,4,167,0.635,0,0,9,5,0,0.565,0,16138,0.435,4,山东鲁能泰山,大连一方
2,0.453,5,5,0.692,146,4,0,2,7,1,0.791,2,158,0.547,0,0,13,7,0,0.473,0,16138,0.527,5,山东鲁能泰山,大连一方
8,0.367,14,1,0.701,274,9,1,0,28,3,0.795,11,479,0.633,2,1,24,10,1,0.618,0,16139,0.382,8,北京中赫国安,河南建业
6,0.344,8,0,0.722,108,5,0,1,15,0,0.787,7,277,0.656,0,0,9,6,0,0.648,0,16139,0.352,4,北京中赫国安,河南建业
2,0.392,6,1,0.687,166,4,1,2,13,3,0.807,4,202,0.608,2,1,15,4,1,0.589,0,16139,0.411,4,北京中赫国安,河南建业
9,0.374,23,3,0.741,316,9,1,0,13,2,0.802,4,440,0.626,2,1,19,6,0,0.549,0,16140,0.451,6,上海上港,武汉卓尔
3,0.376,10,0,0.751,177,5,0,1,7,1,0.807,3,233,0.624,0,0,10,4,0,0.544,0,16140,0.456,3,上海上港,武汉卓尔
6,0.373,13,3,0.727,139,4,1,2,6,1,0.797,1,207,0.627,2,1,9,2,0,0.554,0,16140,0.446,3,上海上港,武汉卓尔
9,0.614,16,3,0.837,490,10,0,0,19,2,0.765,9,353,0.386,0,0,15,6,0,0.434,0,16141,0.566,2,天津天海,上海上港
3,0.647,9,2,0.857,294,2,0,1,8,1,0.755,4,192,0.353,0,0,3,2,0,0.402,0,16141,0.598,0,天津天海,上海上港
6,0.576,7,1,0.806,196,8,0,2,11,1,0.776,5,161,0.424,0,0,12,4,0,0.473,0,16141,0.527,2,天津天海,上海上港
3,0.475,9,7,0.701,344,7,1,0,14,4,0.766,5,394,0.525,2,0,18,12,0,0.53,0,16142,0.47,7,广州恒大淘宝,山东鲁能泰山
2,0.512,4,2,0.741,193,5,1,1,5,3,0.782,3,188,0.488,1,0,11,7,0,0.491,0,16142,0.509,5,广州恒大淘宝,山东鲁能泰山
1,0.438,5,5,0.649,151,2,0,2,9,1,0.752,2,206,0.562,1,0,7,5,0,0.573,0,16142,0.427,2,广州恒大淘宝,山东鲁能泰山
6,0.46,13,1,0.663,294,8,2,0,19,4,0.659,8,323,0.54,2,0,15,8,1,0.514,0,16143,0.486,8,北京人和,深圳佳兆业
2,0.41,6,0,0.664,137,3,1,1,12,1,0.663,6,166,0.59,0,0,7,5,0,0.537,0,16143,0.463,2,北京人和,深圳佳兆业
4,0.504,7,1,0.662,157,5,1,2,7,3,0.656,2,157,0.496,2,0,8,3,1,0.491,0,16143,0.509,6,北京人和,深圳佳兆业
6,0.516,17,2,0.703,357,16,3,0,13,10,0.688,4,368,0.484,2,1,20,7,0,0.488,0,16144,0.512,9,河南建业,天津泰达
3,0.469,7,1,0.758,194,6,2,1,8,5,0.756,2,221,0.531,0,0,7,4,0,0.499,0,16144,0.501,2,河南建业,天津泰达
3,0.561,10,1,0.638,163,10,1,2,5,5,0.585,2,147,0.439,2,1,13,3,0,0.475,0,16144,0.525,7,河南建业,天津泰达
6,0.56,15,2,0.832,536,12,1,0,16,3,0.67,9,318,0.44,0,0,11,9,0,0.41,0,16145,0.59,4,河北华夏幸福,北京中赫国安
3,0.611,8,2,0.852,304,8,0,1,8,1,0.665,3,155,0.389,0,0,4,3,0,0.388,0,16145,0.612,1,河北华夏幸福,北京中赫国安
3,0.51,7,0,0.806,232,4,1,2,8,2,0.675,6,163,0.49,0,0,7,6,0,0.431,0,16145,0.569,3,河北华夏幸福,北京中赫国安
5,0.43,11,6,0.681,263,10,1,0,13,2,0.729,7,365,0.57,1,0,14,5,1,0.523,0,16146,0.477,5,大连一方,重庆斯威
2,0.404,5,4,0.644,135,5,0,1,6,1,0.762,3,202,0.596,0,0,8,5,0,0.526,0,16146,0.474,3,大连一方,重庆斯威
3,0.455,6,2,0.719,128,5,1,2,7,1,0.687,4,163,0.545,1,0,6,0,1,0.519,0,16146,0.481,2,大连一方,重庆斯威
6,0.453,11,4,0.83,506,8,1,0,13,3,0.825,5,451,0.547,5,0,15,2,0,0.475,0,16147,0.525,8,江苏苏宁易购,广州富力
4,0.45,7,2,0.854,261,5,1,1,7,2,0.787,3,169,0.55,3,0,7,1,0,0.415,0,16147,0.585,5,江苏苏宁易购,广州富力
2,0.455,4,2,0.804,245,3,0,2,6,1,0.848,2,282,0.545,2,0,8,1,0,0.527,0,16147,0.473,3,江苏苏宁易购,广州富力
6,0.446,13,3,0.811,338,15,1,0,20,5,0.819,5,431,0.554,1,0,12,9,0,0.554,0,16148,0.446,1,,
2,0.449,3,1,0.823,186,9,1,1,9,3,0.849,3,238,0.551,1,0,7,4,0,0.564,0,16148,0.436,1,,
4,0.444,10,2,0.796,152,6,0,2,11,2,0.782,2,193,0.556,0,0,5,5,0,0.544,0,16148,0.456,0,,
8,0.431,11,5,0.75,312,19,1,0,17,5,0.853,8,455,0.569,3,0,13,1,0,0.584,0,16149,0.416,4,广州富力,深圳佳兆业
1,0.229,1,4,0.626,115,7,1,1,7,2,0.876,5,330,0.771,2,0,7,1,0,0.683,0,16149,0.317,3,广州富力,深圳佳兆业
7,0.671,10,1,0.822,197,12,0,2,10,3,0.792,3,125,0.329,1,0,6,0,0,0.459,0,16149,0.541,1,广州富力,深圳佳兆业
2,0.168,12,0,0.577,222,4,1,0,15,2,0.81,6,588,0.832,1,0,21,9,0,0.678,0,16150,0.322,3,河北华夏幸福,北京人和
2,0.2,6,0,0.603,126,1,1,1,9,1,0.805,5,297,0.8,0,0,7,5,0,0.672,0,16150,0.328,0,河北华夏幸福,北京人和
0,0.131,6,0,0.542,96,3,0,2,6,1,0.814,1,291,0.869,1,0,14,4,0,0.685,0,16150,0.315,3,河北华夏幸福,北京人和
11,0.741,22,8,0.816,544,11,1,0,14,1,0.66,7,188,0.259,2,0,6,2,0,0.33,0,16151,0.67,5,河南建业,江苏苏宁易购
4,0.771,13,3,0.839,292,7,0,1,6,0,0.64,4,89,0.229,1,0,4,1,0,0.304,0,16151,0.696,3,河南建业,江苏苏宁易购
7,0.71,9,5,0.79,252,4,1,2,8,1,0.677,3,99,0.29,1,0,2,1,0,0.358,0,16151,0.642,2,河南建业,江苏苏宁易购
5,0.446,12,2,0.848,480,9,3,0,18,4,0.805,10,421,0.554,2,0,21,6,0,0.514,0,16152,0.486,6,上海绿地申花,天津天海
4,0.571,7,2,0.859,290,4,1,1,8,1,0.81,3,195,0.429,0,0,5,0,0,0.462,0,16152,0.538,1,上海绿地申花,天津天海
1,0.345,5,0,0.832,190,5,2,2,10,3,0.801,7,226,0.655,2,0,16,6,0,0.565,0,16152,0.435,5,上海绿地申花,天津天海
6,0.457,15,6,0.77,357,14,2,0,19,7,0.763,6,434,0.543,0,0,10,7,0,0.533,0,16153,0.467,3,天津泰达,上海上港
3,0.455,11,2,0.811,201,5,1,1,7,3,0.745,3,188,0.545,0,0,5,6,0,0.502,0,16153,0.498,3,天津泰达,上海上港
3,0.46,4,4,0.718,156,9,1,2,12,4,0.776,3,246,0.54,0,0,5,1,0,0.564,0,16153,0.436,0,天津泰达,上海上港
3,0.587,19,3,0.809,460,21,1,0,25,5,0.644,11,250,0.413,0,0,9,3,0,0.446,0,16154,0.554,2,重庆斯威,广州恒大淘宝
1,0.556,11,1,0.795,224,10,1,1,13,2,0.677,7,130,0.444,0,0,4,0,0,0.451,0,16154,0.549,1,重庆斯威,广州恒大淘宝
2,0.613,8,2,0.822,236,11,0,2,12,3,0.608,4,120,0.387,0,0,5,3,0,0.441,0,16154,0.559,1,重庆斯威,广州恒大淘宝
7,0.474,19,4,0.74,339,9,1,0,14,3,0.877,4,600,0.526,4,1,13,1,0,0.596,0,16155,0.404,8,北京中赫国安,大连一方
4,0.373,10,1,0.679,112,3,0,1,9,1,0.892,3,342,0.627,3,1,6,1,0,0.688,0,16155,0.312,5,北京中赫国安,大连一方
3,0.542,9,3,0.771,227,6,1,2,5,2,0.857,1,258,0.458,1,0,7,0,0,0.509,0,16155,0.491,3,北京中赫国安,大连一方
4,0.611,13,7,0.854,615,10,0,0,5,2,0.805,1,410,0.389,3,0,11,1,1,0.415,0,16156,0.585,5,山东鲁能泰山,武汉卓尔
1,0.517,8,2,0.866,314,2,0,1,2,0,0.807,1,218,0.483,2,0,5,1,0,0.428,0,16156,0.572,3,山东鲁能泰山,武汉卓尔
3,0.693,5,5,0.841,301,8,0,2,3,2,0.802,0,192,0.307,1,0,6,0,1,0.402,0,16156,0.598,2,山东鲁能泰山,武汉卓尔
4,0.557,16,1,0.814,413,9,1,0,22,3,0.733,5,322,0.443,1,0,11,6,0,0.469,0,16157,0.531,4,武汉卓尔,天津泰达
1,0.54,8,0,0.846,227,4,1,1,8,2,0.761,4,188,0.46,0,0,3,3,0,0.473,0,16157,0.527,1,武汉卓尔,天津泰达
3,0.575,8,1,0.774,186,5,0,2,14,1,0.694,1,134,0.425,1,0,8,3,0,0.465,0,16157,0.535,3,武汉卓尔,天津泰达
10,0.481,18,4,0.839,459,7,0,0,16,1,0.794,7,437,0.519,2,0,14,5,0,0.499,0,16158,0.501,6,上海上港,广州富力
3,0.356,9,1,0.84,219,2,0,1,10,0,0.819,4,277,0.644,0,0,6,0,0,0.553,0,16158,0.447,2,上海上港,广州富力
7,0.586,9,3,0.838,240,5,0,2,6,1,0.75,3,160,0.414,2,0,8,5,0,0.436,0,16158,0.564,4,上海上港,广州富力
1,0.381,8,4,0.792,456,5,1,0,14,2,0.753,6,503,0.619,0,0,16,6,0,0.513,0,16159,0.487,4,广州恒大淘宝,北京中赫国安
1,0.331,5,2,0.788,222,2,0,1,8,1,0.753,3,247,0.669,0,0,8,5,0,0.529,0,16159,0.471,3,广州恒大淘宝,北京中赫国安
