guestShotsBlocks,guestIntercepttions,guestRedCard,guestYellowCard,half,homeYellowCard,homeTacklesConneceded,guestPassBlocks,homePassBlocks,homeClearances,matchHalf,homeRedCard,guestTackles,homeShotsBlocks,homeFoul,guestFoul,matchId,homeIntercepttions,homeTackles,guestClearances,guestTacklesConneceded,l_team,r_team
2,5,0,2,2,1,0,4,5,10,0,0,9,2,8,10,2773,5,2,6,0,上海绿地申花,天津权健
2,20,0,2,0,2,0,12,9,13,0,0,20,8,16,16,2775,11,21,11,0,广州富力,长春亚泰
1,10,0,2,1,1,0,7,5,2,0,0,8,3,8,9,2775,3,14,2,0,广州富力,长春亚泰
1,10,0,0,2,1,0,5,4,11,0,0,12,5,8,7,2775,8,7,9,0,广州富力,长春亚泰
8,15,0,4,0,0,0,9,10,6,0,0,22,0,18,17,2776,20,20,45,0,河南建业,辽宁沈阳开新
5,11,0,0,1,0,0,6,6,4,0,0,14,0,9,8,2776,12,10,24,0,河南建业,辽宁沈阳开新
3,4,0,4,2,0,0,3,4,2,0,0,8,0,9,9,2776,8,10,21,0,河南建业,辽宁沈阳开新
6,13,0,3,0,1,0,7,6,11,0,0,18,2,20,14,2777,9,17,20,0,延边富德,广州富力
3,5,0,1,1,1,0,5,3,5,0,0,9,1,10,6,2777,5,8,12,0,延边富德,广州富力
3,8,0,2,2,0,0,2,3,6,0,0,9,1,10,8,2777,4,9,8,0,延边富德,广州富力
2,18,0,0,0,2,0,18,20,14,0,1,24,1,15,19,2778,8,8,19,0,天津权健,河南建业
0,9,0,0,1,1,0,9,7,5,0,0,12,0,7,8,2778,5,5,8,0,天津权健,河南建业
2,9,0,0,2,1,0,9,13,9,0,1,12,1,8,11,2778,3,3,11,0,天津权健,河南建业
3,10,0,2,0,3,0,7,9,21,0,0,18,4,19,11,2779,11,23,20,0,广州恒大淘宝,上海上港
1,7,0,0,1,1,0,2,4,11,0,0,9,3,11,3,2779,8,12,10,0,广州恒大淘宝,上海上港
2,3,0,2,2,2,0,5,5,10,0,0,9,1,8,8,2779,3,11,10,0,广州恒大淘宝,上海上港
2,18,1,3,0,0,0,13,10,6,0,0,13,0,15,33,2780,10,17,23,0,河北华夏幸福,贵州恒丰智诚
2,7,0,1,1,0,0,5,7,3,0,0,5,0,7,19,2780,4,8,14,0,河北华夏幸福,贵州恒丰智诚
0,11,1,2,2,0,0,8,3,3,0,0,8,0,8,14,2780,6,9,9,0,河北华夏幸福,贵州恒丰智诚
1,16,0,4,0,3,0,11,9,17,0,0,22,0,11,23,2782,15,9,20,0,长春亚泰,山东鲁能泰山
0,12,0,1,1,0,0,7,5,3,0,0,18,0,4,9,2782,13,6,10,0,长春亚泰,山东鲁能泰山
1,4,0,3,2,3,0,4,4,14,0,0,4,0,7,14,2782,2,3,10,0,长春亚泰,山东鲁能泰山
2,15,0,1,0,3,0,8,8,19,0,0,19,3,20,13,2781,12,13,14,0,辽宁沈阳开新,江苏苏宁易购
0,8,0,0,1,2,0,5,4,11,0,0,8,0,10,7,2781,5,7,8,0,辽宁沈阳开新,江苏苏宁易购
2,7,0,1,2,1,0,3,4,8,0,0,11,3,10,6,2781,7,6,6,0,辽宁沈阳开新,江苏苏宁易购
3,12,0,4,0,3,0,10,11,17,0,0,17,3,21,20,2783,15,17,28,0,北京中赫国安,上海绿地申花
1,7,0,3,1,1,0,6,3,8,0,0,9,3,6,15,2783,6,9,14,0,北京中赫国安,上海绿地申花
2,5,0,1,2,2,0,4,8,9,0,0,8,0,15,5,2783,9,8,14,0,北京中赫国安,上海绿地申花
2,15,0,2,0,3,0,4,8,20,0,0,16,2,18,11,2784,12,18,21,0,天津亿利,重庆当代力帆
2,9,0,0,1,1,0,2,4,6,0,0,8,2,9,6,2784,4,11,18,0,天津亿利,重庆当代力帆
0,6,0,2,2,2,0,2,4,14,0,0,8,0,9,5,2784,8,7,3,0,天津亿利,重庆当代力帆
5,14,0,5,0,1,0,8,13,25,0,0,26,4,5,26,2785,9,14,17,0,上海上港,山东鲁能泰山
3,8,0,2,1,0,0,5,7,10,0,0,18,3,4,14,2785,6,10,8,0,上海上港,山东鲁能泰山
2,6,0,3,2,1,0,3,6,15,0,0,8,1,1,12,2785,3,4,9,0,上海上港,山东鲁能泰山
2,11,0,1,0,2,0,17,7,8,0,0,22,0,12,17,2786,10,18,27,0,江苏苏宁易购,重庆当代力帆
1,10,0,0,1,1,0,9,5,4,0,0,13,0,5,9,2786,5,12,9,0,江苏苏宁易购,重庆当代力帆
1,1,0,1,2,1,0,8,2,4,0,0,9,0,7,8,2786,5,6,18,0,江苏苏宁易购,重庆当代力帆
2,12,1,0,0,2,0,10,10,12,0,0,25,0,18,23,2787,12,16,11,0,北京中赫国安,河南建业
1,7,0,1,1,1,0,4,6,8,0,0,16,0,9,13,2787,8,5,7,0,北京中赫国安,河南建业
1,5,1,0,2,1,0,6,4,4,0,0,9,0,9,10,2787,4,11,4,0,北京中赫国安,河南建业
3,12,0,2,0,2,0,7,4,22,0,0,11,1,16,17,2788,9,15,21,0,贵州恒丰智诚,天津亿利
2,7,0,0,1,0,0,4,2,15,0,0,7,1,8,6,2788,6,8,11,0,贵州恒丰智诚,天津亿利
1,5,0,2,2,2,0,3,2,7,0,0,4,0,8,11,2788,3,7,10,0,贵州恒丰智诚,天津亿利
1,17,0,1,0,4,0,8,8,16,0,0,16,2,19,18,2789,19,19,15,0,广州恒大淘宝,广州富力
1,7,0,0,1,1,0,2,5,7,0,0,8,2,8,5,2789,14,7,5,0,广州恒大淘宝,广州富力
0,10,0,1,2,3,0,6,3,9,0,0,8,0,11,13,2789,5,12,10,0,广州恒大淘宝,广州富力
2,17,0,2,0,2,0,8,8,25,0,0,10,0,17,13,2790,23,16,17,0,河北华夏幸福,上海绿地申花
2,8,0,2,1,2,0,3,3,9,0,0,3,0,10,5,2790,12,10,13,0,河北华夏幸福,上海绿地申花
0,9,0,0,2,0,0,5,5,16,0,0,7,0,7,8,2790,11,6,4,0,河北华夏幸福,上海绿地申花
4,10,1,2,0,1,0,5,4,12,0,0,18,0,22,18,2791,17,14,18,0,长春亚泰,辽宁沈阳开新
3,4,0,2,1,0,0,3,1,7,0,0,9,0,10,9,2791,8,6,11,0,长春亚泰,辽宁沈阳开新
1,6,1,1,2,1,0,2,3,5,0,0,9,0,12,9,2791,9,8,7,0,长春亚泰,辽宁沈阳开新
3,24,0,2,0,2,0,6,9,12,0,0,24,3,20,16,2792,7,19,18,0,天津权健,延边富德
2,9,0,2,1,0,0,4,5,5,0,0,12,0,7,11,2792,3,8,9,0,天津权健,延边富德
1,15,0,0,2,2,0,2,4,7,0,0,12,3,13,5,2792,4,11,9,0,天津权健,延边富德
2,8,0,4,0,1,0,12,10,18,0,0,18,2,15,26,2793,17,18,8,0,重庆当代力帆,贵州恒丰智诚
1,3,0,0,1,0,0,5,7,10,0,0,13,1,5,11,2793,9,10,5,0,重庆当代力帆,贵州恒丰智诚
1,5,0,4,2,1,0,7,3,8,0,0,5,1,10,15,2793,8,8,3,0,重庆当代力帆,贵州恒丰智诚
5,4,0,4,0,2,0,8,9,16,0,0,20,2,21,18,2799,4,10,19,0,长春亚泰,上海绿地申花
4,2,0,1,1,2,0,5,5,5,0,0,11,0,6,11,2799,2,4,11,0,长春亚泰,上海绿地申花
1,2,0,3,2,0,0,3,4,11,0,0,9,2,15,7,2799,2,6,8,0,长春亚泰,上海绿地申花
6,9,0,4,0,0,0,13,16,19,0,0,13,1,14,18,2794,13,21,14,0,天津权健,上海上港
0,3,0,1,1,0,0,3,7,7,0,0,6,1,9,10,2794,8,8,5,0,天津权健,上海上港
6,6,0,3,2,0,0,10,9,12,0,0,7,0,5,8,2794,5,13,9,0,天津权健,上海上港
4,7,0,1,0,3,0,7,7,16,0,0,12,7,18,17,2795,8,14,8,0,河南建业,江苏苏宁易购
1,5,0,1,1,2,0,5,3,5,0,0,7,1,9,9,2795,7,10,4,0,河南建业,江苏苏宁易购
3,2,0,0,2,1,0,2,4,11,0,0,5,6,9,8,2795,1,4,4,0,河南建业,江苏苏宁易购
1,12,0,2,0,2,0,8,2,9,0,0,17,1,24,11,2797,15,19,8,0,山东鲁能泰山,北京中赫国安
1,8,0,0,1,0,0,6,1,3,0,0,10,0,10,2,2797,8,11,5,0,山东鲁能泰山,北京中赫国安
0,4,0,2,2,2,0,2,1,6,0,0,7,1,14,9,2797,7,8,3,0,山东鲁能泰山,北京中赫国安
2,12,0,3,0,2,0,8,9,23,0,0,17,5,15,18,2798,10,19,38,0,延边富德,河北华夏幸福
1,10,0,2,1,0,0,1,4,17,0,0,12,0,7,8,2798,4,7,22,0,延边富德,河北华夏幸福
1,2,0,1,2,2,0,7,5,6,0,0,5,5,8,10,2798,6,12,16,0,延边富德,河北华夏幸福
3,19,0,3,0,4,0,11,8,24,0,0,19,2,11,16,2800,14,17,29,0,天津亿利,广州恒大淘宝
1,7,0,2,1,0,0,4,6,15,0,0,6,1,4,11,2800,6,8,12,0,天津亿利,广州恒大淘宝
2,12,0,1,2,4,0,7,2,9,0,0,13,1,7,5,2800,8,9,17,0,天津亿利,广州恒大淘宝
7,16,0,0,0,1,0,8,6,4,0,0,20,3,23,13,2796,12,23,25,0,辽宁沈阳开新,广州富力
5,9,0,0,1,0,0,5,5,2,0,0,9,2,6,7,2796,7,14,16,0,辽宁沈阳开新,广州富力
2,7,0,0,2,1,0,3,1,2,0,0,11,1,17,6,2796,5,9,9,0,辽宁沈阳开新,广州富力
3,19,0,2,0,1,0,21,16,12,0,0,16,2,13,21,2801,10,17,20,0,北京中赫国安,天津权健
1,5,0,2,1,1,0,12,8,6,0,0,10,0,9,11,2801,6,5,10,0,北京中赫国安,天津权健
2,14,0,0,2,0,0,9,8,6,0,0,6,2,4,10,2801,4,12,10,0,北京中赫国安,天津权健
4,17,0,2,0,4,0,11,12,24,0,1,11,3,15,15,2802,15,15,33,0,广州恒大淘宝,辽宁沈阳开新
1,11,0,1,1,0,0,8,7,9,0,0,6,3,7,5,2802,8,5,21,0,广州恒大淘宝,辽宁沈阳开新
3,6,0,1,2,4,0,3,5,15,0,1,5,0,8,10,2802,7,10,12,0,广州恒大淘宝,辽宁沈阳开新
2,9,0,2,0,0,0,7,7,22,0,0,22,1,20,16,2803,11,24,8,0,上海上港,河北华夏幸福
1,6,0,1,1,0,0,4,4,11,0,0,10,1,7,7,2803,4,15,7,0,上海上港,河北华夏幸福
1,3,0,1,2,0,0,3,3,11,0,0,12,0,13,9,2803,7,9,1,0,上海上港,河北华夏幸福
4,11,0,1,0,2,0,13,11,12,0,0,20,1,21,18,2806,8,22,19,0,江苏苏宁易购,广州富力
2,6,0,1,1,1,0,7,5,1,0,0,11,0,10,8,2806,7,10,6,0,江苏苏宁易购,广州富力
2,5,0,0,2,1,0,6,6,11,0,0,9,1,11,10,2806,1,12,13,0,江苏苏宁易购,广州富力
4,8,0,0,0,2,0,6,11,7,0,0,19,3,16,12,2804,11,20,27,0,天津亿利,延边富德
2,4,0,0,1,1,0,1,4,4,0,0,8,0,8,4,2804,3,8,22,0,天津亿利,延边富德
2,4,0,0,2,1,0,5,7,3,0,0,11,3,8,8,2804,8,12,5,0,天津亿利,延边富德
2,10,0,3,0,2,0,17,6,12,0,0,11,2,22,18,2805,10,15,18,0,贵州恒丰智诚,上海绿地申花
1,4,0,0,1,0,0,6,4,6,0,0,4,1,6,6,2805,4,10,8,0,贵州恒丰智诚,上海绿地申花
1,6,0,3,2,2,0,11,2,6,0,0,7,1,16,12,2805,6,5,10,0,贵州恒丰智诚,上海绿地申花
2,17,0,4,0,2,0,19,6,23,0,0,27,1,19,24,2807,10,14,18,0,长春亚泰,河南建业
2,9,0,2,1,1,0,9,4,11,0,0,12,0,11,11,2807,4,8,10,0,长春亚泰,河南建业
0,8,0,2,2,1,0,10,2,12,0,0,15,1,8,13,2807,6,6,8,0,长春亚泰,河南建业
5,13,0,1,0,2,0,7,5,15,0,0,13,1,13,12,2808,17,20,28,0,山东鲁能泰山,重庆当代力帆
1,6,0,1,1,0,0,3,4,9,0,0,7,0,7,5,2808,9,12,10,0,山东鲁能泰山,重庆当代力帆
4,7,0,0,2,2,0,4,1,6,0,0,6,1,6,7,2808,8,8,18,0,山东鲁能泰山,重庆当代力帆
5,13,1,2,0,2,0,11,7,9,0,0,15,2,10,19,2809,14,8,22,0,广州富力,贵州恒丰智诚
2,7,0,1,1,0,0,5,3,4,0,0,6,0,3,12,2809,8,2,13,0,广州富力,贵州恒丰智诚
3,6,1,1,2,2,0,6,4,5,0,0,9,2,7,7,2809,6,6,9,0,广州富力,贵州恒丰智诚
4,13,0,1,0,2,0,17,13,15,0,0,21,2,19,25,2810,9,16,25,0,辽宁沈阳开新,北京中赫国安
2,9,0,0,1,1,0,8,11,14,0,0,8,1,10,8,2810,5,13,8,0,辽宁沈阳开新,北京中赫国安
2,4,0,1,2,1,0,9,2,1,0,0,13,1,9,17,2810,4,3,17,0,辽宁沈阳开新,北京中赫国安
4,17,0,2,0,3,0,18,16,25,0,0,15,6,14,22,2811,9,22,13,0,,
2,8,0,0,1,1,0,12,6,12,0,0,8,4,6,8,2811,5,11,8,0,,
2,9,0,2,2,2,0,6,10,13,0,0,7,2,8,14,2811,4,11,5,0,,
2,15,0,4,0,4,0,13,13,9,0,0,17,4,15,18,2813,9,13,16,0,天津权健,江苏苏宁易购
0,7,0,1,1,0,0,9,9,2,0,0,9,2,3,11,2813,5,10,4,0,天津权健,江苏苏宁易购
2,8,0,3,2,4,0,4,4,7,0,0,8,2,12,7,2813,4,3,12,0,天津权健,江苏苏宁易购
0,13,1,3,0,1,0,8,4,14,0,0,11,2,20,14,2812,8,12,11,0,河北华夏幸福,天津亿利
0,6,1,3,1,0,0,3,2,9,0,0,3,2,10,11,2812,2,5,4,0,河北华夏幸福,天津亿利
0,7,0,0,2,1,0,5,2,5,0,0,8,0,10,3,2812,6,7,7,0,河北华夏幸福,天津亿利
2,30,0,2,0,1,0,10,8,12,0,0,25,0,15,17,2815,12,25,22,0,河南建业,广州恒大淘宝
2,14,0,1,1,0,0,5,4,8,0,0,11,0,6,7,2815,7,8,8,0,河南建业,广州恒大淘宝
0,16,0,1,2,1,0,5,4,4,0,0,14,0,9,10,2815,5,17,14,0,河南建业,广州恒大淘宝
2,11,0,2,0,1,0,7,6,14,0,0,22,5,12,13,2814,14,25,17,0,重庆当代力帆,上海上港
1,6,0,1,1,0,0,3,3,6,0,0,11,2,6,5,2814,8,11,5,0,重庆当代力帆,上海上港
1,5,0,1,2,1,0,4,3,8,0,0,11,3,6,8,2814,6,14,12,0,重庆当代力帆,上海上港
1,14,0,3,0,4,0,8,10,28,0,0,19,2,9,18,2816,9,15,18,0,上海绿地申花,山东鲁能泰山
1,6,0,2,1,0,0,5,7,11,0,0,6,1,3,7,2816,5,8,6,0,上海绿地申花,山东鲁能泰山
0,8,0,1,2,4,0,3,3,17,0,0,13,1,6,11,2816,4,7,12,0,上海绿地申花,山东鲁能泰山
4,10,0,2,0,1,0,15,5,4,0,0,15,2,23,16,2819,12,18,33,0,江苏苏宁易购,延边富德
1,7,0,1,1,0,0,10,2,2,0,0,8,1,8,8,2819,8,7,17,0,江苏苏宁易购,延边富德
3,3,0,1,2,1,0,5,3,2,0,0,7,1,15,8,2819,4,11,16,0,江苏苏宁易购,延边富德
1,8,1,3,0,4,0,9,8,5,0,0,11,1,18,20,2821,13,16,32,0,广州恒大淘宝,上海绿地申花
1,3,0,2,1,2,0,5,7,4,0,0,8,1,12,7,2821,9,7,10,0,广州恒大淘宝,上海绿地申花
0,5,1,1,2,2,0,4,1,1,0,0,3,0,6,13,2821,4,9,22,0,广州恒大淘宝,上海绿地申花
5,13,0,4,0,3,0,18,8,8,0,0,20,4,23,19,2817,15,17,27,0,天津权健,长春亚泰
1,8,0,2,1,2,0,6,3,5,0,0,11,1,11,12,2817,9,9,8,0,天津权健,长春亚泰
4,5,0,2,2,1,0,12,5,3,0,0,9,3,12,7,2817,6,8,19,0,天津权健,长春亚泰
6,16,1,2,0,0,0,8,4,18,0,0,17,3,14,18,2818,13,21,16,0,上海上港,贵州恒丰智诚
5,7,0,1,1,0,0,3,4,7,0,0,7,2,5,13,2818,7,9,9,0,上海上港,贵州恒丰智诚
1,9,1,1,2,0,0,5,0,11,0,0,10,1,9,5,2818,6,12,7,0,上海上港,贵州恒丰智诚
3,21,0,3,0,1,0,14,16,7,0,0,21,1,5,14,2823,13,19,26,0,重庆当代力帆,河南建业
0,11,0,1,1,1,0,11,6,5,0,0,9,1,1,5,2823,7,11,9,0,重庆当代力帆,河南建业
3,10,0,2,2,0,0,3,10,2,0,0,12,0,4,9,2823,6,8,17,0,重庆当代力帆,河南建业
5,12,0,2,0,1,0,7,5,12,0,0,14,1,14,19,2822,14,17,22,0,天津亿利,辽宁沈阳开新
2,6,0,1,1,0,0,3,2,4,0,0,8,1,7,10,2822,3,8,8,0,天津亿利,辽宁沈阳开新
3,6,0,1,2,1,0,4,3,8,0,0,6,0,7,9,2822,11,9,14,0,天津亿利,辽宁沈阳开新
2,8,0,3,0,1,0,12,8,9,0,0,20,0,11,17,2820,7,16,7,0,北京中赫国安,河北华夏幸福
1,6,0,2,1,0,0,6,2,4,0,0,11,0,5,4,2820,5,7,3,0,北京中赫国安,河北华夏幸福
1,2,0,1,2,1,0,6,6,5,0,0,9,0,6,13,2820,2,9,4,0,北京中赫国安,河北华夏幸福
2,11,0,0,0,0,0,11,3,19,0,0,17,2,17,7,2824,24,21,12,0,山东鲁能泰山,广州富力
0,6,0,0,1,0,0,5,1,8,0,0,14,0,9,5,2824,13,8,5,0,山东鲁能泰山,广州富力
2,5,0,0,2,0,0,6,2,11,0,0,3,2,8,2,2824,11,13,7,0,山东鲁能泰山,广州富力
5,6,0,2,0,1,0,6,4,12,0,0,9,2,16,13,2825,8,15,21,0,广州富力,河北华夏幸福
1,4,0,1,1,0,0,5,3,5,0,0,4,1,7,8,2825,6,9,5,0,广州富力,河北华夏幸福
4,2,0,1,2,1,0,1,1,7,0,0,5,1,9,5,2825,2,6,16,0,广州富力,河北华夏幸福
4,10,0,0,0,3,0,5,10,21,0,0,12,2,23,15,2826,12,15,7,0,辽宁沈阳开新,重庆当代力帆
4,4,0,0,1,1,0,3,6,10,0,0,4,1,12,6,2826,5,7,5,0,辽宁沈阳开新,重庆当代力帆
0,6,0,0,2,2,0,2,4,11,0,0,8,1,11,9,2826,7,8,2,0,辽宁沈阳开新,重庆当代力帆
6,28,0,4,0,1,0,10,11,10,0,0,13,4,12,23,2827,15,17,23,0,延边富德,北京中赫国安
0,13,0,1,1,1,0,3,7,5,0,0,9,2,6,6,2827,9,9,9,0,延边富德,北京中赫国安
6,15,0,3,2,0,0,7,4,5,0,0,4,2,6,17,2827,6,8,14,0,延边富德,北京中赫国安
4,10,0,4,0,1,0,12,6,28,0,0,8,6,28,18,2828,7,15,16,0,贵州恒丰智诚,天津权健
3,4,0,2,1,1,0,8,1,13,0,0,3,2,14,11,2828,3,4,7,0,贵州恒丰智诚,天津权健
1,6,0,2,2,0,0,4,5,15,0,0,5,4,14,7,2828,4,11,9,0,贵州恒丰智诚,天津权健
4,15,0,1,0,1,0,14,13,19,0,0,11,1,8,15,2829,5,22,43,0,河南建业,上海绿地申花
4,9,0,0,1,0,0,6,7,6,0,0,7,0,4,7,2829,4,7,20,0,河南建业,上海绿地申花
0,6,0,1,2,1,0,8,6,13,0,0,4,1,4,8,2829,1,15,23,0,河南建业,上海绿地申花
0,22,0,2,0,1,0,14,10,17,0,0,17,2,20,19,2830,21,15,20,0,长春亚泰,广州恒大淘宝
0,10,0,0,1,1,0,6,3,11,0,0,7,1,9,10,2830,10,8,9,0,长春亚泰,广州恒大淘宝
0,12,0,2,2,0,0,8,7,6,0,0,10,1,11,9,2830,11,7,11,0,长春亚泰,广州恒大淘宝
8,12,1,2,0,1,0,6,10,13,0,0,15,2,13,16,2831,12,17,18,0,江苏苏宁易购,山东鲁能泰山
2,8,0,2,1,0,0,2,4,4,0,0,6,1,9,9,2831,7,10,7,0,江苏苏宁易购,山东鲁能泰山
6,4,1,1,2,1,0,4,6,9,0,0,9,1,4,7,2831,5,7,11,0,江苏苏宁易购,山东鲁能泰山
4,15,0,1,0,3,0,11,10,15,0,0,13,0,17,14,2832,18,19,30,0,天津亿利,上海上港
0,7,0,0,1,0,0,6,5,9,0,0,6,0,6,5,2832,11,7,13,0,天津亿利,上海上港
4,8,0,1,2,3,0,5,5,6,0,0,7,0,11,9,2832,7,12,17,0,天津亿利,上海上港
3,14,0,3,0,1,0,8,9,6,0,0,22,1,18,13,2833,14,11,27,0,北京中赫国安,广州富力
0,5,0,2,1,1,0,3,2,5,0,0,8,1,6,7,2833,9,5,7,0,北京中赫国安,广州富力
3,9,0,1,2,0,0,5,7,1,0,0,14,0,12,6,2833,5,6,20,0,北京中赫国安,广州富力
5,19,0,3,0,3,0,5,11,26,0,1,17,8,16,16,2834,23,18,14,0,广州恒大淘宝,江苏苏宁易购
4,9,0,0,1,1,0,3,8,11,0,0,10,4,5,5,2834,18,7,6,0,广州恒大淘宝,江苏苏宁易购
1,10,0,3,2,3,0,2,3,15,0,1,7,4,11,11,2834,5,11,8,0,广州恒大淘宝,江苏苏宁易购
2,12,0,3,0,1,0,12,8,25,0,0,16,1,8,15,2835,15,10,22,0,延边富德,山东鲁能泰山
1,4,0,1,1,1,0,8,2,8,0,0,11,1,5,5,2835,9,6,9,0,延边富德,山东鲁能泰山
1,8,0,2,2,0,0,4,6,17,0,0,5,0,3,10,2835,6,4,13,0,延边富德,山东鲁能泰山
3,4,0,5,0,4,0,10,3,10,0,0,16,6,18,14,2837,6,19,16,0,上海绿地申花,上海上港
1,3,0,0,1,1,0,8,1,2,0,0,11,4,9,7,2837,2,15,4,0,上海绿地申花,上海上港
2,1,0,5,2,3,0,2,2,8,0,0,5,2,9,7,2837,4,4,12,0,上海绿地申花,上海上港
6,9,0,2,0,0,0,13,6,8,0,0,18,1,17,26,2836,7,17,9,0,河北华夏幸福,辽宁沈阳开新
3,7,0,2,1,0,0,2,3,2,0,0,13,1,8,14,2836,3,9,8,0,河北华夏幸福,辽宁沈阳开新
3,2,0,0,2,0,0,11,3,6,0,0,5,0,9,12,2836,4,8,1,0,河北华夏幸福,辽宁沈阳开新
5,7,0,3,0,2,0,8,2,21,0,0,17,1,18,14,2838,4,24,18,0,重庆当代力帆,天津权健
2,3,0,1,1,0,0,5,1,10,0,0,9,1,10,9,2838,1,9,6,0,重庆当代力帆,天津权健
3,4,0,2,2,2,0,3,1,11,0,0,8,0,8,5,2838,3,15,12,0,重庆当代力帆,天津权健
