homeShotsOutPenaltyArea,homeAttThSucPaAccuracy,homeAttThPass,guestAttThSucPaAccuracy,guestKeyPasses,guestBreakThrows,guestShots,half,guestAttThPass,homeShots,guestShotsOnTargetObox,guestShotsInPenaltyArea,guestShotsOutPenaltyArea,guestCenter,guestShotsOnTargetIbox,homeBreakThrows,matchHalf,homeShotsInPenaltyArea,matchId,homeShotsOnTargetObox,homeKeyPasses,homeShotsOnTargetIbox,homeCenter,l_team,r_team
7,0.77,113,0.582,12,5,18,0,55,11,1,10,8,18,3,9,0,4,16530,0,7,3,17,上海申鑫,黑龙江FC
2,0.806,72,0.577,5,4,6,1,26,4,0,2,4,8,1,6,0,2,16530,0,3,1,12,上海申鑫,黑龙江FC
5,0.707,41,0.586,7,1,12,2,29,7,1,8,4,10,2,3,0,2,16530,0,4,2,5,上海申鑫,黑龙江FC
9,0.714,105,0.517,7,7,10,0,60,14,1,4,6,15,1,14,0,5,16534,2,11,3,12,浙江绿城,石家庄永昌
6,0.75,40,0.659,4,5,5,1,41,9,0,2,3,8,1,8,0,3,16534,0,8,2,7,浙江绿城,石家庄永昌
3,0.692,65,0.211,3,2,5,2,19,5,1,2,3,7,0,6,0,2,16534,2,3,1,5,浙江绿城,石家庄永昌
5,0.672,134,0.487,3,5,6,0,39,12,3,2,4,12,1,7,0,7,16532,3,9,2,36,北京北体大,呼和浩特
0,0.587,46,0.412,2,2,5,1,17,3,3,1,4,5,1,4,0,3,16532,0,3,1,12,北京北体大,呼和浩特
5,0.716,88,0.545,1,3,1,2,22,9,0,1,0,7,0,3,0,4,16532,3,6,1,24,北京北体大,呼和浩特
4,0.603,73,0.699,8,10,8,0,83,8,1,5,3,13,1,7,0,4,16535,1,5,1,11,陕西大秦之水,浙江绿城
1,0.645,31,0.704,5,3,5,1,54,3,0,4,1,8,1,3,0,2,16535,0,3,0,4,陕西大秦之水,浙江绿城
3,0.571,42,0.69,3,7,3,2,29,5,1,1,2,5,0,4,0,2,16535,1,2,1,7,陕西大秦之水,浙江绿城
6,0.636,107,0.745,5,2,9,0,51,11,1,2,7,11,2,9,0,5,16537,2,7,3,15,南通支云,新疆雪豹纳欢
3,0.557,61,0.8,1,0,3,1,20,5,0,1,2,3,1,3,0,2,16537,0,4,2,11,南通支云,新疆雪豹纳欢
3,0.739,46,0.71,4,2,6,2,31,6,1,1,5,8,1,6,0,3,16537,2,3,1,4,南通支云,新疆雪豹纳欢
8,0.79,176,0.565,3,7,3,0,62,17,0,2,1,9,1,4,0,9,16538,4,14,3,15,青岛黄海,黑龙江FC
5,0.775,89,0.444,1,5,1,1,18,9,0,0,1,3,0,1,0,4,16538,3,7,1,8,青岛黄海,黑龙江FC
3,0.805,87,0.614,2,2,2,2,44,8,0,2,0,6,1,3,0,5,16538,1,7,2,7,青岛黄海,黑龙江FC
6,0.694,134,0.657,2,1,9,0,67,14,1,7,2,18,2,4,0,8,16541,0,10,3,32,长春亚泰,呼和浩特
2,0.641,39,0.613,1,1,3,1,31,6,0,2,1,10,0,4,0,4,16541,0,5,1,10,长春亚泰,呼和浩特
4,0.716,95,0.694,1,0,6,2,36,8,1,5,1,8,2,0,0,4,16541,0,5,2,22,长春亚泰,呼和浩特
3,0.712,52,0.811,5,2,8,0,74,11,2,4,4,12,1,2,0,8,16540,0,8,5,11,四川FC,梅州客家
1,0.619,21,0.878,2,1,4,1,41,5,2,1,3,4,0,1,0,4,16540,0,3,3,7,四川FC,梅州客家
2,0.774,31,0.727,3,1,4,2,33,6,0,3,1,8,1,1,0,4,16540,0,5,2,4,四川FC,梅州客家
2,0.648,108,0.829,6,5,10,0,41,13,2,6,4,7,3,10,0,11,16539,0,8,7,16,石家庄永昌,上海申鑫
1,0.615,52,0.714,1,3,4,1,14,8,1,3,1,4,3,5,0,7,16539,0,5,5,7,石家庄永昌,上海申鑫
1,0.679,56,0.889,5,2,6,2,27,5,1,3,3,3,0,5,0,4,16539,0,3,2,9,石家庄永昌,上海申鑫
2,0.5,78,0.694,10,5,17,0,72,5,2,12,5,16,3,8,0,3,16542,0,5,0,25,辽宁沈阳宏运,北京北体大
2,0.513,39,0.656,5,2,8,1,32,2,2,4,4,6,1,4,0,0,16542,0,2,0,11,辽宁沈阳宏运,北京北体大
0,0.487,39,0.725,5,3,9,2,40,3,0,8,1,10,2,4,0,3,16542,0,3,0,14,辽宁沈阳宏运,北京北体大
6,0.646,113,0.736,10,11,12,0,72,17,2,6,6,10,1,10,0,11,16536,1,10,1,21,广东华南虎,贵州恒丰
2,0.649,57,0.81,4,5,6,1,21,7,2,2,4,0,1,5,0,5,16536,0,3,1,8,广东华南虎,贵州恒丰
4,0.643,56,0.706,6,6,6,2,51,10,0,4,2,10,0,5,0,6,16536,1,7,0,13,广东华南虎,贵州恒丰
8,0.708,144,0.656,5,9,7,0,32,13,1,2,5,10,1,7,0,5,16543,0,9,1,31,黑龙江FC,南通支云
4,0.714,49,0.7,3,4,4,1,20,6,1,1,3,7,0,3,0,2,16543,0,4,1,7,黑龙江FC,南通支云
4,0.705,95,0.583,2,5,3,2,12,7,0,1,2,3,1,4,0,3,16543,0,5,0,24,黑龙江FC,南通支云
4,0.5,50,0.658,14,2,18,0,79,7,1,6,12,11,3,6,0,3,16545,1,3,2,8,呼和浩特,陕西大秦之水
3,0.5,20,0.636,6,1,7,1,33,5,1,3,4,5,1,3,0,2,16545,0,3,1,5,呼和浩特,陕西大秦之水
1,0.5,30,0.674,8,1,11,2,46,2,0,3,8,6,2,3,0,1,16545,1,0,1,3,呼和浩特,陕西大秦之水
3,0.587,75,0.697,9,9,14,0,109,14,1,11,3,15,6,14,0,11,16546,0,12,2,13,上海申鑫,广东华南虎
1,0.622,37,0.78,6,4,8,1,41,5,1,5,3,11,3,10,0,4,16546,0,4,1,6,上海申鑫,广东华南虎
2,0.553,38,0.647,3,5,6,2,68,9,0,6,0,4,3,4,0,7,16546,0,8,1,7,上海申鑫,广东华南虎
4,0.597,67,0.643,3,11,9,0,84,11,0,6,3,18,1,2,0,7,16547,1,5,1,22,新疆雪豹纳欢,辽宁沈阳宏运
1,0.727,22,0.617,1,5,4,1,60,3,0,2,2,12,0,0,0,2,16547,1,2,0,7,新疆雪豹纳欢,辽宁沈阳宏运
3,0.533,45,0.708,2,6,5,2,24,8,0,4,1,6,1,2,0,5,16547,0,3,1,15,新疆雪豹纳欢,辽宁沈阳宏运
7,0.523,65,0.629,11,7,14,0,89,11,1,10,4,17,3,10,0,4,16548,2,5,2,14,北京北体大,石家庄永昌
2,0.417,36,0.649,4,3,7,1,37,5,1,4,3,5,1,5,0,3,16548,0,3,2,10,北京北体大,石家庄永昌
5,0.655,29,0.615,7,4,7,2,52,6,0,6,1,12,2,5,0,1,16548,2,2,0,4,北京北体大,石家庄永昌
5,0.649,57,0.724,9,5,14,0,98,9,2,7,7,27,2,1,0,4,16549,2,5,3,9,浙江绿城,四川FC
1,0.667,24,0.767,3,1,5,1,30,2,1,3,2,8,2,1,0,1,16549,1,1,1,5,浙江绿城,四川FC
4,0.636,33,0.706,6,4,9,2,68,7,1,4,5,19,0,0,0,3,16549,1,4,2,4,浙江绿城,四川FC
7,0.775,178,0.565,4,6,8,0,62,16,3,3,5,21,2,8,0,9,16550,1,13,4,21,青岛黄海,贵州恒丰
4,0.792,106,0.5,1,5,4,1,20,7,2,1,3,4,1,4,0,3,16550,0,5,2,13,青岛黄海,贵州恒丰
3,0.75,72,0.595,3,1,4,2,42,9,1,2,2,17,1,4,0,6,16550,1,8,2,8,青岛黄海,贵州恒丰
6,0.658,79,0.612,15,12,18,0,98,12,2,10,8,31,4,10,0,6,16544,2,9,2,16,梅州客家,长春亚泰
4,0.63,46,0.59,4,8,4,1,39,7,1,3,1,14,2,4,0,3,16544,1,5,0,12,梅州客家,长春亚泰
2,0.697,33,0.627,11,4,14,2,59,5,1,7,7,17,2,6,0,3,16544,1,4,2,4,梅州客家,长春亚泰
11,0.582,98,0.684,4,17,10,0,38,22,2,6,4,3,4,14,0,11,16552,4,17,4,31,贵州恒丰,上海申鑫
5,0.512,43,0.647,2,8,5,1,17,9,1,2,3,3,1,8,0,4,16552,2,7,1,16,贵州恒丰,上海申鑫
6,0.636,55,0.714,2,9,5,2,21,13,1,4,1,0,3,6,0,7,16552,2,10,3,15,贵州恒丰,上海申鑫
1,0.5,44,0.608,15,10,21,0,102,4,1,14,7,28,5,7,0,3,16551,1,2,3,10,广东华南虎,长春亚泰
0,0.538,26,0.63,8,9,11,1,54,2,0,6,5,13,2,3,0,2,16551,0,1,2,8,广东华南虎,长春亚泰
1,0.444,18,0.583,7,1,10,2,48,2,1,8,2,15,3,4,0,1,16551,1,1,1,2,广东华南虎,长春亚泰
2,0.686,70,0.75,10,6,13,0,96,9,2,7,6,15,4,4,0,7,16553,1,7,2,13,辽宁沈阳宏运,浙江绿城
1,0.689,45,0.69,2,2,4,1,29,4,0,2,2,4,1,0,0,3,16553,0,3,2,7,辽宁沈阳宏运,浙江绿城
1,0.68,25,0.776,8,4,9,2,67,5,2,5,4,11,3,4,0,4,16553,1,4,0,6,辽宁沈阳宏运,浙江绿城
6,0.559,68,0.667,8,5,11,0,75,14,2,2,9,10,0,13,0,8,16555,3,7,1,16,呼和浩特,青岛黄海
4,0.543,35,0.647,4,5,5,1,34,7,1,1,4,7,0,5,0,3,16555,1,3,0,6,呼和浩特,青岛黄海
2,0.576,33,0.683,4,0,6,2,41,7,1,1,5,3,0,8,0,5,16555,2,4,1,10,呼和浩特,青岛黄海
7,0.679,112,0.621,4,10,13,0,87,17,1,8,5,16,7,6,0,10,16554,3,12,1,25,南通支云,梅州客家
4,0.68,50,0.581,1,2,6,1,31,7,1,3,3,6,2,1,0,3,16554,3,5,0,12,南通支云,梅州客家
3,0.677,62,0.643,3,8,7,2,56,10,0,5,2,10,5,5,0,7,16554,0,7,1,13,南通支云,梅州客家
3,0.69,84,0.743,4,12,8,0,109,10,0,4,4,14,2,6,0,7,16557,0,7,2,18,四川FC,北京北体大
0,0.6,35,0.739,2,3,3,1,69,1,0,1,2,12,1,5,0,1,16557,0,1,0,9,四川FC,北京北体大
3,0.755,49,0.75,2,9,5,2,40,9,0,3,2,2,1,1,0,6,16557,0,6,2,9,四川FC,北京北体大
13,0.64,86,0.565,3,6,7,0,62,19,2,5,2,12,3,18,0,6,16558,3,13,0,21,新疆雪豹纳欢,黑龙江FC
6,0.636,44,0.531,1,1,2,1,32,8,0,2,0,5,1,9,0,2,16558,3,4,0,8,新疆雪豹纳欢,黑龙江FC
7,0.643,42,0.6,2,5,5,2,30,11,2,3,2,7,2,9,0,4,16558,0,9,0,13,新疆雪豹纳欢,黑龙江FC
7,0.644,90,0.566,3,5,3,0,53,18,0,2,1,9,0,11,0,11,16556,2,11,7,13,石家庄永昌,陕西大秦之水
5,0.591,66,0.533,2,1,2,1,15,8,0,1,1,2,0,3,0,3,16556,1,7,1,11,石家庄永昌,陕西大秦之水
2,0.792,24,0.579,1,4,1,2,38,10,0,1,0,7,0,8,0,8,16556,1,4,6,2,石家庄永昌,陕西大秦之水
3,0.684,95,0.617,9,12,10,0,60,13,3,5,5,8,0,8,0,10,16559,1,10,4,26,陕西大秦之水,上海申鑫
2,0.636,55,0.5,2,4,3,1,20,6,1,0,3,3,0,4,0,4,16559,0,5,2,15,陕西大秦之水,上海申鑫
1,0.75,40,0.675,7,8,7,2,40,7,2,5,2,5,0,4,0,6,16559,1,5,2,11,陕西大秦之水,上海申鑫
9,0.535,101,0.6,8,10,14,0,70,17,2,8,6,20,5,14,0,8,16560,2,7,4,13,黑龙江FC,贵州恒丰
5,0.508,63,0.524,2,3,6,1,21,10,1,3,3,5,2,6,0,5,16560,2,4,4,7,黑龙江FC,贵州恒丰
4,0.579,38,0.633,6,7,8,2,49,7,1,5,3,15,3,8,0,3,16560,0,3,0,6,黑龙江FC,贵州恒丰
6,0.67,112,0.584,6,5,12,0,77,14,1,5,7,13,2,10,0,8,16565,3,8,6,20,青岛黄海,石家庄永昌
3,0.647,51,0.6,0,2,2,1,35,7,0,0,2,1,0,7,0,4,16565,2,4,3,11,青岛黄海,石家庄永昌
3,0.689,61,0.571,6,3,10,2,42,7,1,5,5,12,2,3,0,4,16565,1,4,3,9,青岛黄海,石家庄永昌
6,0.602,108,0.679,9,10,15,0,53,10,4,6,9,10,3,21,0,4,16561,1,5,1,35,辽宁沈阳宏运,四川FC
1,0.621,29,0.609,6,5,8,1,23,4,2,3,5,9,1,12,0,3,16561,0,3,1,10,辽宁沈阳宏运,四川FC
5,0.595,79,0.733,3,5,7,2,30,6,2,3,4,1,2,9,0,1,16561,1,2,0,25,辽宁沈阳宏运,四川FC
5,0.657,99,0.6,3,2,8,0,50,11,2,4,4,10,1,5,0,6,16563,1,11,0,23,呼和浩特,新疆雪豹纳欢
0,0.651,43,0.656,2,2,7,1,32,1,2,3,4,5,0,5,0,1,16563,0,1,0,7,呼和浩特,新疆雪豹纳欢
5,0.661,56,0.5,1,0,1,2,18,10,0,1,0,5,1,0,0,5,16563,1,10,0,16,呼和浩特,新疆雪豹纳欢
7,0.644,59,0.741,7,1,10,0,58,18,1,6,4,14,2,0,0,11,16562,3,9,1,22,南通支云,广东华南虎
3,0.591,22,0.69,5,0,6,1,29,7,0,4,2,10,1,0,0,4,16562,1,3,0,6,南通支云,广东华南虎
4,0.676,37,0.793,2,1,4,2,29,11,1,2,2,4,1,0,0,7,16562,2,6,1,16,南通支云,广东华南虎
8,0.569,109,0.649,3,15,8,0,37,18,0,7,1,6,6,13,0,10,16566,3,9,4,22,长春亚泰,北京北体大
1,0.611,36,0.667,1,4,3,1,21,4,0,3,0,3,2,6,0,3,16566,0,2,2,6,长春亚泰,北京北体大
7,0.548,73,0.625,2,11,5,2,16,14,0,4,1,3,4,7,0,7,16566,3,7,2,16,长春亚泰,北京北体大
12,0.679,140,0.6,2,7,6,0,45,23,0,2,4,13,1,8,0,11,16564,4,20,2,30,浙江绿城,梅州客家
4,0.662,65,0.567,2,4,3,1,30,11,0,1,2,11,0,5,0,7,16564,3,9,2,15,浙江绿城,梅州客家
8,0.693,75,0.667,0,3,3,2,15,12,0,1,2,2,1,3,0,4,16564,1,11,0,15,浙江绿城,梅州客家
9,0.524,84,0.519,8,4,14,0,54,10,1,8,6,16,1,8,0,1,16567,1,8,0,23,黑龙江FC,呼和浩特
3,0.286,21,0.571,6,1,10,1,28,3,0,7,3,11,0,3,0,0,16567,0,2,0,8,黑龙江FC,呼和浩特
6,0.603,63,0.462,2,3,4,2,26,7,1,1,3,5,1,5,0,1,16567,1,6,0,15,黑龙江FC,呼和浩特
3,0.691,55,0.677,12,13,18,0,158,8,0,9,9,36,4,8,0,5,16570,0,5,1,10,四川FC,青岛黄海
2,0.579,19,0.647,6,2,9,1,85,3,0,3,6,21,1,6,0,1,16570,0,3,0,3,四川FC,青岛黄海
1,0.75,36,0.712,6,11,9,2,73,5,0,6,3,15,3,2,0,4,16570,0,2,1,7,四川FC,青岛黄海
2,0.645,76,0.587,9,15,21,0,75,10,1,18,3,25,9,14,0,8,16571,0,4,3,12,新疆雪豹纳欢,长春亚泰
1,0.6,50,0.542,6,5,11,1,24,4,1,9,2,11,3,7,0,3,16571,0,1,2,9,新疆雪豹纳欢,长春亚泰
1,0.731,26,0.608,3,10,10,2,51,6,0,9,1,14,6,7,0,5,16571,0,3,1,3,新疆雪豹纳欢,长春亚泰
4,0.625,72,0.632,10,11,14,0,57,9,4,7,7,19,4,5,0,5,16568,1,4,5,13,上海申鑫,南通支云
1,0.568,37,0.548,2,5,4,1,31,3,1,3,1,9,2,4,0,2,16568,0,2,2,8,上海申鑫,南通支云
3,0.686,35,0.731,8,6,10,2,26,6,3,4,6,10,2,1,0,3,16568,1,2,3,5,上海申鑫,南通支云
7,0.655,110,0.532,8,12,12,0,47,20,1,8,4,14,3,17,0,13,16569,0,11,5,23,石家庄永昌,辽宁沈阳宏运
2,0.667,39,0.478,3,2,6,1,23,10,0,5,1,6,3,8,0,8,16569,0,6,2,11,石家庄永昌,辽宁沈阳宏运
5,0.648,71,0.583,5,10,6,2,24,10,1,3,3,8,0,9,0,5,16569,0,5,3,12,石家庄永昌,辽宁沈阳宏运
4,0.623,77,0.611,8,6,13,0,72,11,0,8,5,19,3,5,0,7,16572,2,5,2,17,北京北体大,陕西大秦之水
3,0.625,32,0.588,2,3,6,1,34,4,0,2,4,6,0,3,0,1,16572,1,1,0,5,北京北体大,陕西大秦之水
1,0.622,45,0.632,6,3,7,2,38,7,0,6,1,13,3,2,0,6,16572,1,4,2,12,北京北体大,陕西大秦之水
9,0.588,102,0.779,8,3,9,0,68,15,4,4,5,14,0,3,0,6,16574,0,10,1,33,梅州客家,广东华南虎
4,0.542,48,0.727,2,2,3,1,22,5,1,1,2,7,0,2,0,1,16574,0,4,0,15,梅州客家,广东华南虎
5,0.63,54,0.804,6,1,6,2,46,10,3,3,3,7,0,1,0,5,16574,0,6,1,18,梅州客家,广东华南虎
3,0.627,83,0.551,1,1,9,0,49,14,2,3,6,12,2,3,0,11,16573,1,6,7,20,贵州恒丰,浙江绿城
1,0.528,36,0.577,1,0,7,1,26,4,1,3,4,4,2,1,0,3,16573,0,1,2,10,贵州恒丰,浙江绿城
2,0.702,47,0.522,0,1,2,2,23,10,1,0,2,8,0,2,0,8,16573,1,5,5,10,贵州恒丰,浙江绿城
6,0.57,93,0.596,2,3,4,0,52,13,1,3,1,12,2,1,0,7,16575,0,7,1,20,陕西大秦之水,梅州客家
3,0.448,29,0.583,2,1,2,1,36,5,0,2,0,7,1,0,0,2,16575,0,2,1,4,陕西大秦之水,梅州客家
3,0.625,64,0.625,0,2,2,2,16,8,1,1,1,5,1,1,0,5,16575,0,5,0,16,陕西大秦之水,梅州客家
7,0.687,83,0.627,1,7,3,0,51,14,0,1,2,14,0,6,0,7,16577,3,11,3,21,贵州恒丰,南通支云
2,0.63,46,0.667,0,4,2,1,15,4,0,0,2,4,0,4,0,2,16577,1,4,0,10,贵州恒丰,南通支云
5,0.757,37,0.611,1,3,1,2,36,10,0,1,0,10,0,2,0,5,16577,2,7,3,11,贵州恒丰,南通支云
18,0.599,177,0.541,3,10,6,0,37,34,0,3,3,5,1,13,0,16,16578,2,25,6,40,黑龙江FC,四川FC
7,0.569,65,0.636,2,7,4,1,22,13,0,2,2,3,1,8,0,6,16578,1,12,2,20,黑龙江FC,四川FC
11,0.616,112,0.4,1,3,2,2,15,21,0,1,1,2,0,5,0,10,16578,1,13,4,20,黑龙江FC,四川FC
9,0.681,94,0.595,9,6,12,0,79,15,1,8,4,14,2,11,0,6,16581,3,14,2,25,新疆雪豹纳欢,北京北体大
5,0.672,61,0.522,4,1,4,1,23,7,1,1,3,4,0,5,0,2,16581,2,6,2,15,新疆雪豹纳欢,北京北体大
4,0.697,33,0.625,5,5,8,2,56,8,0,7,1,10,2,6,0,4,16581,1,8,0,10,新疆雪豹纳欢,北京北体大
