guestFrontFreeKicks,guestInitAttackRate,guestFreekiscks,guestCorners,guestPassesSuccRate,guestPass,guestShots,guestGoals,half,homeFreekiscks,guestShotsOnTarget,homePassesSuccRate,homeFrontFreeKicks,homePass,homeInitAttackRate,homeGoals,homePenalties,homeShots,homeCorners,guestPenalties,homePossAve,matchHalf,matchId,guestPossAve,homeShotsOnTarget,l_team,r_team
4,0.371,9,0,0.745,184,5,0,1,12,0,0.743,3,187,0.629,1,0,7,1,0,0.525,0,17444,0.475,3,黑龙江FC,四川优必选
1,0.536,3,2,0.79,214,9,1,2,11,4,0.802,5,187,0.464,0,0,8,3,0,0.501,0,17444,0.499,2,黑龙江FC,四川优必选
7,0.458,18,6,0.813,375,13,0,0,17,5,0.847,11,535,0.542,1,0,10,6,0,0.572,0,17438,0.428,4,成都兴城人居,北京北体大
3,0.344,6,1,0.839,155,5,0,1,9,2,0.875,6,304,0.656,1,0,6,3,0,0.629,0,17438,0.371,2,成都兴城人居,北京北体大
4,0.561,12,5,0.795,220,8,0,2,8,3,0.81,5,231,0.439,0,0,4,3,0,0.517,0,17438,0.483,2,成都兴城人居,北京北体大
10,0.673,18,10,0.814,510,16,0,0,19,4,0.731,6,242,0.327,1,0,9,2,0,0.43,0,17439,0.57,3,北京人和,苏州东吴
4,0.543,9,3,0.814,226,6,0,1,12,1,0.78,4,159,0.457,0,0,3,1,0,0.498,0,17439,0.502,0,北京人和,苏州东吴
6,0.776,9,7,0.813,284,10,0,2,7,3,0.639,2,83,0.224,1,0,6,1,0,0.357,0,17439,0.643,3,北京人和,苏州东吴
11,0.765,17,5,0.826,528,15,1,0,23,6,0.607,8,196,0.235,1,0,7,1,1,0.328,0,17442,0.672,1,辽宁沈阳城市,陕西大秦之水
4,0.791,6,4,0.832,322,6,1,1,8,2,0.642,4,109,0.209,1,0,3,0,1,0.327,0,17442,0.673,1,辽宁沈阳城市,陕西大秦之水
7,0.743,11,1,0.816,206,9,0,2,15,4,0.563,4,87,0.257,0,0,4,1,0,0.328,0,17442,0.672,0,辽宁沈阳城市,陕西大秦之水
2,0.373,10,7,0.718,312,9,0,0,17,0,0.744,6,457,0.627,0,0,6,3,0,0.572,0,17445,0.428,3,昆山FC,南通支云
1,0.432,5,2,0.747,170,3,0,1,11,0,0.78,4,236,0.568,0,0,1,1,0,0.572,0,17445,0.428,1,昆山FC,南通支云
1,0.318,5,5,0.683,142,6,0,2,6,0,0.706,2,221,0.682,0,0,5,2,0,0.572,0,17445,0.428,2,昆山FC,南通支云
12,0.736,24,6,0.825,503,8,1,0,26,3,0.646,10,209,0.264,1,0,5,1,1,0.372,0,17440,0.628,4,内蒙古中优,泰州远大
6,0.711,9,3,0.833,275,3,0,1,15,1,0.678,6,121,0.289,1,0,3,0,0,0.4,0,17440,0.6,3,内蒙古中优,泰州远大
6,0.755,15,3,0.816,228,5,1,2,11,2,0.602,4,88,0.245,0,0,2,1,1,0.34,0,17440,0.66,1,内蒙古中优,泰州远大
8,0.626,14,9,0.78,372,21,2,0,20,10,0.735,7,264,0.374,0,0,7,4,1,0.437,0,17446,0.563,0,新疆雪豹纳欢,长春亚泰
2,0.616,6,4,0.792,178,14,1,1,8,7,0.75,3,128,0.384,0,0,3,3,1,0.434,0,17446,0.566,0,新疆雪豹纳欢,长春亚泰
6,0.637,8,5,0.768,194,7,1,2,12,3,0.721,4,136,0.363,0,0,4,1,0,0.439,0,17446,0.561,0,新疆雪豹纳欢,长春亚泰
4,0.337,17,1,0.782,326,3,0,0,16,0,0.779,7,375,0.663,0,0,11,7,0,0.489,0,17443,0.511,2,梅州客家,贵州恒丰
2,0.321,11,1,0.789,175,1,0,1,6,0,0.782,2,170,0.679,0,0,4,4,0,0.465,0,17443,0.535,1,梅州客家,贵州恒丰
2,0.348,6,0,0.775,151,2,0,2,10,0,0.776,5,205,0.652,0,0,7,3,0,0.511,0,17443,0.489,1,梅州客家,贵州恒丰
5,0.389,19,2,0.774,341,10,1,0,17,3,0.798,6,451,0.611,0,0,14,4,0,0.533,0,17447,0.467,2,北京北体大,北京人和
1,0.487,9,1,0.843,223,5,1,1,7,2,0.827,0,208,0.513,0,0,4,1,0,0.496,0,17447,0.504,0,北京北体大,北京人和
4,0.281,10,1,0.644,118,5,0,2,10,1,0.774,6,243,0.719,0,0,10,3,0,0.575,0,17447,0.425,2,北京北体大,北京人和
9,0.676,20,9,0.796,373,13,0,0,13,7,0.73,8,222,0.324,0,0,6,3,0,0.421,0,17453,0.579,3,黑龙江FC,昆山FC
5,0.722,11,7,0.804,189,8,0,1,6,3,0.724,4,105,0.278,0,0,3,2,0,0.388,0,17453,0.612,2,黑龙江FC,昆山FC
4,0.62,9,2,0.788,184,5,0,2,7,4,0.735,4,117,0.38,0,0,3,1,0,0.455,0,17453,0.545,1,黑龙江FC,昆山FC
4,0.406,18,1,0.662,263,7,1,0,26,3,0.771,10,358,0.594,1,0,12,7,0,0.559,0,17450,0.441,6,陕西大秦之水,浙江能源绿城
2,0.439,12,1,0.72,150,4,1,1,15,2,0.781,5,196,0.561,0,0,2,1,0,0.58,0,17450,0.42,0,陕西大秦之水,浙江能源绿城
2,0.373,6,0,0.584,113,3,0,2,11,1,0.759,5,162,0.627,1,0,10,6,0,0.535,0,17450,0.465,6,陕西大秦之水,浙江能源绿城
5,0.206,16,1,0.659,173,8,2,0,21,5,0.843,7,547,0.794,0,0,9,7,1,0.686,0,17451,0.314,1,贵州恒丰,辽宁沈阳城市
4,0.334,10,1,0.716,102,2,1,1,12,2,0.821,4,229,0.666,0,0,3,2,1,0.646,0,17451,0.354,1,贵州恒丰,辽宁沈阳城市
1,0.141,6,0,0.577,71,6,1,2,9,3,0.858,3,318,0.859,0,0,6,5,0,0.719,0,17451,0.281,0,贵州恒丰,辽宁沈阳城市
9,0.665,21,7,0.741,444,12,0,0,22,1,0.611,4,247,0.335,0,0,5,2,0,0.424,0,17454,0.576,1,南通支云,长春亚泰
3,0.616,10,4,0.72,200,6,0,1,14,1,0.662,2,139,0.384,0,0,2,0,0,0.446,0,17454,0.554,0,南通支云,长春亚泰
6,0.714,11,3,0.758,244,6,0,2,8,0,0.546,2,108,0.286,0,0,3,2,0,0.403,0,17454,0.597,1,南通支云,长春亚泰
3,0.249,19,2,0.648,176,8,0,0,20,4,0.856,5,508,0.751,0,0,14,9,0,0.674,0,17448,0.326,6,苏州东吴,内蒙古中优
3,0.279,10,1,0.625,96,5,0,1,9,3,0.853,3,251,0.721,0,0,8,2,0,0.662,0,17448,0.338,3,苏州东吴,内蒙古中优
0,0.228,9,1,0.675,80,3,0,2,11,1,0.86,2,257,0.772,0,0,6,7,0,0.687,0,17448,0.313,3,苏州东吴,内蒙古中优
7,0.622,20,4,0.844,448,9,2,0,21,5,0.728,7,254,0.378,1,0,17,4,0,0.389,0,17449,0.611,4,泰州远大,成都兴城人居
3,0.672,8,3,0.841,258,3,0,1,9,1,0.756,1,131,0.328,0,0,11,2,0,0.37,0,17449,0.63,2,泰州远大,成都兴城人居
4,0.554,12,1,0.847,190,6,2,2,12,4,0.699,6,123,0.446,1,0,6,2,0,0.411,0,17449,0.589,2,泰州远大,成都兴城人居
2,0.652,12,4,0.838,507,19,4,0,20,8,0.777,9,314,0.348,0,0,4,2,0,0.447,0,17452,0.553,0,江西联盛,梅州客家
0,0.678,3,4,0.793,242,11,0,1,12,1,0.772,7,158,0.322,0,0,2,0,0,0.495,0,17452,0.505,0,江西联盛,梅州客家
2,0.626,9,0,0.879,265,8,4,2,8,7,0.782,2,156,0.374,0,0,2,2,0,0.399,0,17452,0.601,0,江西联盛,梅州客家
8,0.442,24,3,0.644,247,10,0,0,19,3,0.754,6,451,0.558,0,0,11,4,0,0.564,0,17455,0.436,5,四川优必选,新疆雪豹纳欢
2,0.376,9,1,0.672,137,2,0,1,12,1,0.771,3,253,0.624,0,0,4,3,0,0.531,0,17455,0.469,3,四川优必选,新疆雪豹纳欢
6,0.523,15,2,0.609,110,8,0,2,7,2,0.732,3,198,0.477,0,0,7,1,0,0.607,0,17455,0.393,2,四川优必选,新疆雪豹纳欢
6,0.616,18,3,0.791,402,5,0,0,13,1,0.798,3,387,0.384,1,0,13,2,0,0.5,0,17459,0.5,4,贵州恒丰,陕西大秦之水
1,0.597,9,3,0.822,213,3,0,1,4,1,0.8,2,195,0.403,0,0,9,1,0,0.479,0,17459,0.521,2,贵州恒丰,陕西大秦之水
5,0.636,9,0,0.757,189,2,0,2,9,0,0.797,1,192,0.364,1,0,4,1,0,0.523,0,17459,0.477,2,贵州恒丰,陕西大秦之水
5,0.259,15,3,0.662,231,7,1,0,14,2,0.815,10,491,0.741,0,0,12,8,0,0.606,0,17462,0.394,6,长春亚泰,昆山FC
1,0.292,3,2,0.693,140,2,0,1,3,0,0.83,1,276,0.708,0,0,7,5,0,0.587,0,17462,0.413,4,长春亚泰,昆山FC
4,0.223,12,1,0.615,91,5,1,2,11,2,0.795,9,215,0.777,0,0,5,3,0,0.63,0,17462,0.37,2,长春亚泰,昆山FC
8,0.411,21,3,0.779,344,12,2,0,19,3,0.824,6,443,0.589,0,0,13,3,2,0.563,0,17456,0.437,4,北京北体大,泰州远大
2,0.37,10,2,0.78,182,8,0,1,12,1,0.837,3,233,0.63,0,0,5,0,1,0.58,0,17456,0.42,2,北京北体大,泰州远大
6,0.457,11,1,0.778,162,4,2,2,7,2,0.81,3,210,0.543,0,0,8,3,1,0.545,0,17456,0.455,2,北京北体大,泰州远大
6,0.663,20,9,0.823,555,16,1,0,22,5,0.735,6,238,0.337,1,1,10,3,0,0.398,0,17463,0.602,4,南通支云,四川优必选
3,0.705,8,7,0.809,293,7,0,1,12,2,0.724,4,145,0.295,1,1,2,0,0,0.412,0,17463,0.588,1,南通支云,四川优必选
3,0.622,12,2,0.84,262,9,1,2,10,3,0.753,2,93,0.378,0,0,8,3,0,0.383,0,17463,0.617,3,南通支云,四川优必选
9,0.272,21,3,0.756,234,12,2,0,15,5,0.821,7,452,0.728,1,0,17,9,1,0.602,0,17457,0.398,6,北京人和,内蒙古中优
7,0.304,13,2,0.699,123,5,1,1,7,2,0.821,2,218,0.696,0,0,4,2,0,0.578,0,17457,0.422,2,北京人和,内蒙古中优
2,0.25,8,1,0.82,111,7,1,2,8,3,0.821,5,234,0.75,1,0,13,7,1,0.627,0,17457,0.373,4,北京人和,内蒙古中优
4,0.409,16,1,0.73,319,10,1,0,19,4,0.804,5,449,0.591,0,0,12,4,1,0.534,0,17460,0.466,4,辽宁沈阳城市,江西联盛
2,0.499,8,0,0.745,196,6,0,1,9,2,0.804,3,225,0.501,0,0,5,1,0,0.489,0,17460,0.511,2,辽宁沈阳城市,江西联盛
2,0.305,8,1,0.707,123,4,1,2,10,2,0.804,2,224,0.695,0,0,7,3,1,0.586,0,17460,0.414,2,辽宁沈阳城市,江西联盛
9,0.409,19,3,0.748,294,11,1,0,27,2,0.778,7,361,0.591,2,0,9,2,0,0.523,0,17458,0.477,6,成都兴城人居,苏州东吴
4,0.434,9,2,0.771,179,5,0,1,14,0,0.739,4,176,0.566,0,0,5,2,0,0.486,0,17458,0.514,3,成都兴城人居,苏州东吴
5,0.382,10,1,0.713,115,6,1,2,13,2,0.816,3,185,0.618,2,0,4,0,0,0.569,0,17458,0.431,3,成都兴城人居,苏州东吴
12,0.619,23,2,0.786,401,13,2,0,18,5,0.608,5,194,0.381,2,0,8,6,0,0.388,0,17461,0.612,4,梅州客家,浙江能源绿城
7,0.623,13,1,0.832,226,4,0,1,9,0,0.592,3,103,0.377,1,0,4,6,0,0.351,0,17461,0.649,2,梅州客家,浙江能源绿城
5,0.615,10,1,0.726,175,9,2,2,9,5,0.626,2,91,0.385,1,0,4,0,0,0.433,0,17461,0.567,2,梅州客家,浙江能源绿城
9,0.462,17,12,0.648,233,9,0,0,21,1,0.755,7,274,0.538,0,0,11,2,0,0.53,0,17464,0.47,5,新疆雪豹纳欢,黑龙江FC
3,0.389,5,8,0.615,96,5,0,1,10,0,0.772,2,136,0.611,0,0,7,1,0,0.585,0,17464,0.415,2,新疆雪豹纳欢,黑龙江FC
6,0.553,12,4,0.672,137,4,0,2,11,1,0.739,5,138,0.447,0,0,4,1,0,0.469,0,17464,0.531,3,新疆雪豹纳欢,黑龙江FC
8,0.558,23,7,0.793,387,13,0,0,17,2,0.833,6,371,0.442,1,0,5,1,0,0.5,0,17465,0.5,1,泰州远大,北京人和
3,0.386,10,3,0.819,188,8,0,1,7,1,0.881,1,243,0.614,0,0,4,1,0,0.553,0,17465,0.447,0,泰州远大,北京人和
5,0.746,13,4,0.769,199,5,0,2,10,1,0.742,5,128,0.254,1,0,1,0,0,0.438,0,17465,0.562,1,泰州远大,北京人和
5,0.619,17,6,0.886,535,14,3,0,19,6,0.809,6,329,0.381,1,0,8,2,1,0.396,0,17468,0.604,3,江西联盛,贵州恒丰
2,0.585,9,3,0.864,257,4,1,1,9,2,0.847,3,209,0.415,0,0,3,2,1,0.437,0,17468,0.563,2,江西联盛,贵州恒丰
3,0.657,8,3,0.906,278,10,2,2,10,4,0.742,3,120,0.343,1,0,5,0,0,0.349,0,17468,0.651,1,江西联盛,贵州恒丰
12,0.568,22,3,0.801,396,16,3,0,17,4,0.802,6,404,0.432,1,0,7,1,0,0.501,0,17471,0.499,2,四川优必选,长春亚泰
7,0.691,10,1,0.804,250,8,0,1,9,0,0.717,3,159,0.309,0,0,2,0,0,0.423,0,17471,0.577,0,四川优必选,长春亚泰
5,0.443,12,2,0.795,146,8,3,2,8,4,0.857,3,245,0.557,1,0,5,1,0,0.577,0,17471,0.423,2,四川优必选,长春亚泰
11,0.475,21,6,0.787,357,13,2,0,20,3,0.751,6,342,0.525,0,0,12,6,0,0.461,0,17469,0.539,3,陕西大秦之水,梅州客家
5,0.481,8,3,0.82,206,4,1,1,10,1,0.79,2,186,0.519,0,0,2,1,0,0.453,0,17469,0.547,0,陕西大秦之水,梅州客家
6,0.469,13,3,0.742,151,9,1,2,10,2,0.705,4,156,0.531,0,0,10,5,0,0.47,0,17469,0.53,3,陕西大秦之水,梅州客家
5,0.536,17,3,0.733,288,13,2,0,22,5,0.757,5,309,0.464,3,0,7,7,0,0.504,0,17472,0.496,5,昆山FC,新疆雪豹纳欢
3,0.502,8,0,0.757,152,4,1,1,10,3,0.724,3,145,0.498,1,0,1,6,0,0.484,0,17472,0.516,1,昆山FC,新疆雪豹纳欢
2,0.568,9,3,0.706,136,9,1,2,12,2,0.787,2,164,0.432,2,0,6,1,0,0.523,0,17472,0.477,4,昆山FC,新疆雪豹纳欢
8,0.575,26,8,0.859,448,11,2,0,24,6,0.773,9,264,0.425,0,0,5,1,0,0.387,0,17466,0.613,0,内蒙古中优,成都兴城人居
3,0.692,8,6,0.914,268,6,1,1,11,5,0.777,4,121,0.308,0,0,1,1,0,0.327,0,17466,0.673,0,内蒙古中优,成都兴城人居
5,0.408,18,2,0.778,180,5,1,2,13,1,0.769,5,143,0.592,0,0,4,0,0,0.455,0,17466,0.545,0,内蒙古中优,成都兴城人居
10,0.383,19,0,0.76,341,5,1,0,23,2,0.782,10,441,0.617,0,0,11,5,0,0.542,0,17473,0.458,3,黑龙江FC,南通支云
4,0.467,7,0,0.789,199,5,1,1,10,2,0.797,6,227,0.533,0,0,6,1,0,0.514,0,17473,0.486,2,黑龙江FC,南通支云
6,0.314,12,0,0.718,142,0,0,2,13,0,0.766,4,214,0.686,0,0,5,4,0,0.571,0,17473,0.429,1,黑龙江FC,南通支云
4,0.26,20,4,0.64,203,6,3,0,25,4,0.826,13,517,0.74,2,0,6,9,0,0.639,0,17467,0.361,3,苏州东吴,北京北体大
2,0.278,9,1,0.663,104,5,3,1,14,3,0.845,8,271,0.722,1,0,1,4,0,0.641,0,17467,0.359,1,苏州东吴,北京北体大
2,0.242,11,3,0.616,99,1,0,2,11,1,0.805,5,246,0.758,1,0,5,5,0,0.637,0,17467,0.363,2,苏州东吴,北京北体大
8,0.323,16,2,0.675,249,7,0,0,11,1,0.799,6,433,0.677,1,0,12,9,0,0.61,0,17470,0.39,4,浙江能源绿城,辽宁沈阳城市
4,0.283,7,2,0.644,118,4,0,1,5,0,0.811,4,227,0.717,0,0,7,5,0,0.616,0,17470,0.384,2,浙江能源绿城,辽宁沈阳城市
4,0.36,9,0,0.702,131,3,0,2,6,1,0.786,2,206,0.64,1,0,5,4,0,0.604,0,17470,0.396,2,浙江能源绿城,辽宁沈阳城市
5,0.409,22,5,0.757,313,11,2,0,22,4,0.81,8,447,0.591,2,0,15,4,0,0.551,0,17474,0.449,3,内蒙古中优,北京北体大
2,0.361,8,2,0.778,162,3,1,1,12,2,0.838,5,260,0.639,1,0,10,3,0,0.588,0,17474,0.412,1,内蒙古中优,北京北体大
3,0.455,14,3,0.735,151,8,1,2,10,2,0.77,3,187,0.545,1,0,5,1,0,0.509,0,17474,0.491,2,内蒙古中优,北京北体大
3,0.249,13,3,0.586,210,9,2,0,23,5,0.743,12,455,0.751,1,1,15,9,1,0.627,0,17480,0.373,2,新疆雪豹纳欢,南通支云
1,0.194,6,1,0.614,127,4,2,1,10,2,0.725,4,240,0.806,0,0,7,7,1,0.617,0,17480,0.383,1,新疆雪豹纳欢,南通支云
2,0.301,7,2,0.542,83,5,0,2,13,3,0.763,8,215,0.699,1,1,8,2,0,0.637,0,17480,0.363,1,新疆雪豹纳欢,南通支云
13,0.733,19,6,0.799,546,17,1,0,14,2,0.653,5,236,0.267,1,0,9,3,0,0.371,0,17481,0.629,5,黑龙江FC,长春亚泰
4,0.715,8,4,0.801,267,7,0,1,6,0,0.615,2,122,0.285,1,0,6,2,0,0.376,0,17481,0.624,2,黑龙江FC,长春亚泰
9,0.748,11,2,0.796,279,10,1,2,8,2,0.693,3,114,0.252,0,0,3,1,0,0.366,0,17481,0.634,3,黑龙江FC,长春亚泰
12,0.653,22,7,0.823,396,20,2,0,12,8,0.798,1,351,0.347,2,0,8,6,0,0.474,0,17477,0.526,5,辽宁沈阳城市,梅州客家
4,0.646,7,3,0.843,230,7,1,1,5,4,0.818,1,181,0.354,1,0,4,4,0,0.475,0,17477,0.525,2,辽宁沈阳城市,梅州客家
8,0.657,15,4,0.795,166,13,1,2,7,4,0.776,0,170,0.343,1,0,4,2,0,0.473,0,17477,0.527,3,辽宁沈阳城市,梅州客家
16,0.541,25,7,0.819,414,14,2,0,19,4,0.751,5,281,0.459,3,1,7,1,0,0.44,0,17475,0.56,4,北京人和,成都兴城人居
4,0.397,9,2,0.824,193,6,2,1,10,3,0.773,4,194,0.603,2,0,5,1,0,0.497,0,17475,0.503,3,北京人和,成都兴城人居
12,0.727,16,5,0.814,221,8,0,2,9,1,0.701,1,87,0.273,1,1,2,0,0,0.367,0,17475,0.633,1,北京人和,成都兴城人居
9,0.604,17,6,0.848,520,5,1,0,10,1,0.708,4,271,0.396,2,1,14,4,0,0.345,0,17478,0.655,6,浙江能源绿城,贵州恒丰
4,0.426,7,2,0.827,249,2,0,1,3,0,0.754,2,171,0.574,1,1,8,3,0,0.407,0,17478,0.593,4,浙江能源绿城,贵州恒丰
5,0.746,10,4,0.867,271,3,1,2,7,1,0.63,2,100,0.254,1,0,6,1,0,0.28,0,17478,0.72,2,浙江能源绿城,贵州恒丰
6,0.484,20,3,0.773,313,13,1,0,25,4,0.816,7,337,0.516,2,1,14,3,0,0.526,0,17476,0.474,7,苏州东吴,泰州远大
4,0.397,10,0,0.794,180,5,0,1,11,2,0.823,2,232,0.603,1,1,10,0,0,0.55,0,17476,0.45,5,苏州东吴,泰州远大
2,0.566,10,3,0.744,133,8,1,2,14,2,0.8,5,105,0.434,1,0,4,3,0,0.495,0,17476,0.505,2,苏州东吴,泰州远大
7,0.482,22,6,0.767,301,7,1,0,22,3,0.805,6,292,0.518,1,0,14,6,0,0.497,0,17482,0.503,5,昆山FC,四川优必选
5,0.494,13,5,0.731,130,2,0,1,11,1,0.766,2,137,0.506,0,0,5,2,0,0.48,0,17482,0.52,1,昆山FC,四川优必选
2,0.473,9,1,0.795,171,5,1,2,11,2,0.839,4,155,0.527,1,0,9,4,0,0.511,0,17482,0.489,4,昆山FC,四川优必选
6,0.387,20,4,0.8,295,7,1,0,23,3,0.79,6,415,0.613,0,0,4,11,0,0.555,0,17479,0.445,1,江西联盛,陕西大秦之水
2,0.38,10,4,0.864,162,5,1,1,11,3,0.822,3,208,0.62,0,0,3,5,0,0.532,0,17479,0.468,1,江西联盛,陕西大秦之水
4,0.392,10,0,0.722,133,2,0,2,12,0,0.758,3,207,0.608,0,0,1,6,0,0.576,0,17479,0.424,0,江西联盛,陕西大秦之水
6,0.53,23,3,0.871,489,13,1,0,15,5,0.832,6,375,0.47,0,0,10,4,0,0.46,0,17483,0.54,5,北京北体大,成都兴城人居
3,0.506,12,2,0.882,254,8,1,1,9,3,0.854,4,178,0.494,0,0,7,2,0,0.456,0,17483,0.544,3,北京北体大,成都兴城人居
3,0.546,11,1,0.86,235,5,0,2,6,2,0.812,2,197,0.454,0,0,3,2,0,0.463,0,17483,0.537,2,北京北体大,成都兴城人居
5,0.541,12,5,0.745,341,17,1,0,16,3,0.678,8,314,0.459,4,0,22,10,0,0.47,0,17489,0.53,12,长春亚泰,新疆雪豹纳欢
3,0.447,6,0,0.72,164,8,0,1,9,0,0.659,4,182,0.553,0,0,11,4,0,0.487,0,17489,0.513,4,长春亚泰,新疆雪豹纳欢
2,0.639,6,5,0.768,177,9,1,2,7,3,0.705,4,132,0.361,4,0,11,6,0,0.453,0,17489,0.547,8,长春亚泰,新疆雪豹纳欢
8,0.347,17,3,0.652,141,8,1,0,25,4,0.82,10,388,0.653,0,0,20,5,0,0.67,0,17486,0.33,3,贵州恒丰,梅州客家
2,0.393,6,1,0.671,82,5,0,1,12,2,0.815,6,195,0.607,0,0,8,3,0,0.671,0,17486,0.329,1,贵州恒丰,梅州客家
6,0.31,11,2,0.627,59,3,1,2,13,2,0.824,4,193,0.69,0,0,12,2,0,0.668,0,17486,0.332,2,贵州恒丰,梅州客家
6,0.39,18,3,0.778,351,11,2,0,24,4,0.849,3,562,0.61,0,0,7,7,0,0.589,0,17484,0.411,3,苏州东吴,北京人和
2,0.445,10,1,0.783,175,5,0,1,11,0,0.859,0,283,0.555,0,0,4,4,0,0.597,0,17484,0.403,1,苏州东吴,北京人和
4,0.342,8,2,0.773,176,6,2,2,13,4,0.839,3,279,0.658,0,0,3,3,0,0.581,0,17484,0.419,2,苏州东吴,北京人和
13,0.56,26,7,0.75,352,10,0,0,15,2,0.788,8,462,0.44,0,0,6,3,0,0.5,0,17490,0.5,2,四川优必选,黑龙江FC
