guestFrontFreeKicks,guestInitAttackRate,guestFreekiscks,guestCorners,guestPassesSuccRate,guestPass,guestShots,guestGoals,half,homeFreekiscks,guestShotsOnTarget,homePassesSuccRate,homeFrontFreeKicks,homePass,homeInitAttackRate,homeGoals,homePenalties,homeShots,homeCorners,guestPenalties,homePossAve,matchHalf,matchId,guestPossAve,homeShotsOnTarget,l_team,r_team
4,0.658,8,4,0.777,264,10,1,2,10,3,0.653,4,147,0.342,0,0,5,0,1,0.376,0,14906,0.624,4,天津泰达,河北华夏幸福
7,0.447,16,3,0.704,328,16,3,0,20,7,0.764,8,449,0.553,1,0,12,4,0,0.541,0,14907,0.459,3,贵州恒丰,江苏苏宁易购
1,0.405,6,0,0.722,169,7,2,1,13,3,0.776,5,228,0.595,1,0,4,3,0,0.545,0,14907,0.455,2,贵州恒丰,江苏苏宁易购
6,0.487,10,3,0.686,159,9,1,2,7,4,0.751,3,221,0.513,0,0,8,1,0,0.537,0,14907,0.463,1,贵州恒丰,江苏苏宁易购
7,0.403,20,7,0.693,388,9,0,0,19,1,0.73,7,397,0.597,3,0,21,5,0,0.499,0,14908,0.501,8,山东鲁能泰山,北京中赫国安
1,0.389,11,5,0.61,172,6,0,1,12,1,0.659,4,179,0.611,2,0,9,3,0,0.499,0,14908,0.501,4,山东鲁能泰山,北京中赫国安
6,0.414,9,2,0.759,216,3,0,2,7,0,0.789,3,218,0.586,1,0,12,2,0,0.499,0,14908,0.501,4,山东鲁能泰山,北京中赫国安
10,0.484,22,3,0.73,337,10,0,0,23,3,0.766,6,389,0.516,5,0,19,2,0,0.54,0,14909,0.46,9,广州恒大淘宝,长春亚泰
3,0.451,10,1,0.71,169,4,0,1,17,1,0.767,4,210,0.549,0,0,6,1,0,0.556,0,14909,0.444,2,广州恒大淘宝,长春亚泰
7,0.518,12,2,0.75,168,6,0,2,6,2,0.765,2,179,0.482,5,0,13,1,0,0.524,0,14909,0.476,7,广州恒大淘宝,长春亚泰
8,0.307,23,3,0.647,235,10,2,0,24,4,0.811,13,477,0.693,1,0,9,4,0,0.642,0,14910,0.358,2,天津权健,北京人和
3,0.273,11,0,0.64,111,1,1,1,17,1,0.824,9,244,0.727,0,0,5,2,0,0.662,0,14910,0.338,0,天津权健,北京人和
5,0.331,12,3,0.653,124,9,1,2,7,3,0.798,4,233,0.669,1,0,4,2,0,0.624,0,14910,0.376,2,天津权健,北京人和
4,0.399,10,4,0.781,397,15,0,0,13,5,0.847,8,615,0.601,2,0,13,7,0,0.577,0,14911,0.423,6,广州富力,大连一方
4,0.313,6,1,0.753,158,6,0,1,6,3,0.836,4,324,0.687,0,0,7,6,0,0.625,0,14911,0.375,2,广州富力,大连一方
0,0.463,4,3,0.799,239,9,0,2,7,2,0.859,4,291,0.537,2,0,6,1,0,0.534,0,14911,0.466,4,广州富力,大连一方
7,0.542,28,2,0.745,411,9,0,0,17,2,0.667,12,252,0.458,2,0,15,5,0,0.418,0,14912,0.582,5,山东鲁能泰山,重庆斯威
3,0.466,12,1,0.703,185,2,0,1,10,1,0.669,6,151,0.534,1,0,6,3,0,0.475,0,14912,0.525,1,山东鲁能泰山,重庆斯威
4,0.61,16,1,0.779,226,7,0,2,7,1,0.663,6,101,0.39,1,0,9,2,0,0.363,0,14912,0.637,4,山东鲁能泰山,重庆斯威
4,0.546,14,8,0.798,406,21,2,0,19,9,0.719,7,370,0.454,0,0,12,5,0,0.475,0,14913,0.525,4,上海绿地申花,上海上港
2,0.656,9,5,0.817,229,13,1,1,6,7,0.701,2,164,0.344,0,0,5,3,0,0.429,0,14913,0.571,2,上海绿地申花,上海上港
2,0.421,5,3,0.774,177,8,1,2,13,2,0.733,5,206,0.579,0,0,7,2,0,0.525,0,14913,0.475,2,上海绿地申花,上海上港
11,0.579,27,3,0.659,369,10,3,0,16,4,0.634,5,314,0.421,2,0,11,5,0,0.45,0,14914,0.55,3,贵州恒丰,河北华夏幸福
8,0.612,11,1,0.684,225,5,1,1,5,2,0.64,0,175,0.388,0,0,5,3,0,0.437,0,14914,0.563,1,贵州恒丰,河北华夏幸福
3,0.547,16,2,0.618,144,5,2,2,11,2,0.626,5,139,0.453,2,0,6,2,0,0.465,0,14914,0.535,2,贵州恒丰,河北华夏幸福
3,0.675,12,4,0.777,444,12,0,0,21,2,0.558,9,206,0.325,1,0,10,7,0,0.382,0,14915,0.618,1,河南建业,天津泰达
2,0.663,5,3,0.801,236,4,0,1,11,1,0.582,6,122,0.337,1,0,4,3,0,0.373,0,14915,0.627,1,河南建业,天津泰达
1,0.687,7,1,0.75,208,8,0,2,10,1,0.524,3,84,0.313,0,0,6,4,0,0.391,0,14915,0.609,0,河南建业,天津泰达
7,0.495,14,7,0.78,418,14,2,0,16,3,0.711,9,353,0.505,1,0,20,7,0,0.471,0,14916,0.529,4,江苏苏宁易购,北京中赫国安
3,0.566,6,4,0.768,250,8,1,1,7,2,0.724,4,174,0.434,0,0,8,2,0,0.451,0,14916,0.549,1,江苏苏宁易购,北京中赫国安
4,0.429,8,3,0.798,168,6,1,2,9,1,0.698,5,179,0.571,1,0,12,5,0,0.493,0,14916,0.507,3,江苏苏宁易购,北京中赫国安
3,0.716,12,1,0.881,871,14,3,0,15,7,0.721,4,341,0.284,0,0,6,1,1,0.338,0,14917,0.662,0,大连一方,北京中赫国安
2,0.786,6,1,0.893,430,8,2,1,6,3,0.73,1,163,0.214,0,0,4,0,1,0.316,0,14917,0.684,0,大连一方,北京中赫国安
1,0.649,6,0,0.868,441,6,1,2,9,4,0.713,3,178,0.351,0,0,2,1,0,0.359,0,14917,0.641,0,大连一方,北京中赫国安
4,0.315,12,4,0.627,324,6,2,0,20,3,0.764,9,552,0.685,1,0,12,7,0,0.596,0,14918,0.404,3,河北华夏幸福,山东鲁能泰山
4,0.352,9,0,0.667,198,3,1,1,6,1,0.761,2,276,0.648,1,0,6,1,0,0.568,0,14918,0.432,1,河北华夏幸福,山东鲁能泰山
0,0.285,3,4,0.563,126,3,1,2,14,2,0.768,7,276,0.715,0,0,6,6,0,0.625,0,14918,0.375,2,河北华夏幸福,山东鲁能泰山
8,0.524,12,9,0.774,438,17,1,0,13,3,0.746,4,351,0.476,4,0,14,6,0,0.477,0,14919,0.523,6,重庆斯威,江苏苏宁易购
5,0.506,6,4,0.793,198,8,1,1,8,1,0.753,2,186,0.494,2,0,3,1,0,0.516,0,14919,0.484,3,重庆斯威,江苏苏宁易购
3,0.539,6,5,0.758,240,9,0,2,5,2,0.739,2,165,0.461,2,0,11,5,0,0.44,0,14919,0.56,3,重庆斯威,江苏苏宁易购
9,0.384,19,6,0.662,234,10,1,0,22,2,0.746,11,390,0.616,1,0,11,3,0,0.582,0,14920,0.418,3,长春亚泰,北京人和
4,0.346,9,3,0.609,87,8,1,1,9,2,0.728,5,184,0.654,1,0,6,2,0,0.605,0,14920,0.395,2,长春亚泰,北京人和
5,0.421,10,3,0.694,147,2,0,2,13,0,0.762,6,206,0.579,0,0,5,1,0,0.562,0,14920,0.438,1,长春亚泰,北京人和
7,0.398,19,5,0.739,303,18,5,0,14,6,0.818,5,516,0.602,2,0,12,4,0,0.589,0,14921,0.411,4,广州富力,上海上港
5,0.502,13,2,0.75,156,10,3,1,10,4,0.789,4,199,0.498,2,0,6,1,0,0.542,0,14921,0.458,3,广州富力,上海上港
2,0.324,6,3,0.728,147,8,2,2,4,2,0.836,1,317,0.676,0,0,6,3,0,0.627,0,14921,0.373,1,广州富力,上海上港
6,0.296,18,4,0.631,236,8,0,0,18,2,0.781,6,461,0.704,1,1,22,10,0,0.592,0,14922,0.408,5,广州恒大淘宝,河南建业
5,0.337,11,0,0.617,133,3,0,1,8,0,0.757,1,243,0.663,1,1,8,1,0,0.554,0,14922,0.446,1,广州恒大淘宝,河南建业
1,0.255,7,4,0.65,103,5,0,2,10,2,0.807,5,218,0.745,0,0,14,9,0,0.633,0,14922,0.367,4,广州恒大淘宝,河南建业
7,0.492,20,3,0.719,349,12,1,0,23,3,0.721,11,365,0.508,0,0,12,5,0,0.494,0,14923,0.506,5,贵州恒丰,上海绿地申花
4,0.635,12,2,0.757,226,7,0,1,9,2,0.686,4,159,0.365,0,0,2,1,0,0.422,0,14923,0.578,0,贵州恒丰,上海绿地申花
3,0.359,8,1,0.65,123,5,1,2,14,1,0.748,7,206,0.641,0,0,10,4,0,0.574,0,14923,0.426,5,贵州恒丰,上海绿地申花
12,0.59,24,6,0.795,464,16,2,0,19,8,0.713,7,300,0.41,3,0,11,2,0,0.436,0,14924,0.564,4,天津泰达,天津权健
5,0.506,11,1,0.825,274,5,0,1,9,1,0.762,3,185,0.494,1,0,3,1,0,0.443,0,14924,0.557,1,天津泰达,天津权健
7,0.685,13,5,0.753,190,11,2,2,10,7,0.635,4,115,0.315,2,0,8,1,0,0.426,0,14924,0.574,3,天津泰达,天津权健
8,0.464,15,7,0.764,368,7,1,0,22,1,0.777,10,408,0.536,0,0,14,4,1,0.5,0,14925,0.5,3,天津权健,广州恒大淘宝
2,0.658,6,4,0.846,247,5,0,1,12,0,0.699,6,133,0.342,0,0,5,1,1,0.366,0,14925,0.634,0,天津权健,广州恒大淘宝
6,0.33,9,3,0.595,121,2,1,2,10,1,0.815,4,275,0.67,0,0,9,3,0,0.621,0,14925,0.379,3,天津权健,广州恒大淘宝
10,0.446,22,5,0.735,355,15,1,0,20,3,0.745,10,330,0.554,2,0,16,7,0,0.494,0,14926,0.506,7,上海上港,重庆斯威
5,0.452,9,3,0.735,185,7,1,1,7,2,0.741,2,170,0.548,2,0,11,5,0,0.496,0,14926,0.504,4,上海上港,重庆斯威
5,0.438,13,2,0.735,170,8,0,2,13,1,0.75,8,160,0.562,0,0,5,2,0,0.493,0,14926,0.507,3,上海上港,重庆斯威
6,0.514,19,2,0.802,439,17,2,0,11,7,0.779,8,430,0.486,1,2,22,7,1,0.506,0,14927,0.494,5,长春亚泰,广州富力
2,0.495,10,1,0.785,223,5,0,1,7,1,0.788,6,217,0.505,0,1,9,3,0,0.506,0,14927,0.494,2,长春亚泰,广州富力
4,0.53,9,1,0.819,216,12,2,2,4,6,0.77,2,213,0.47,1,1,13,4,1,0.505,0,14927,0.495,3,长春亚泰,广州富力
5,0.465,13,5,0.67,309,8,0,0,16,0,0.794,4,437,0.535,4,1,17,7,0,0.548,0,14928,0.452,9,北京中赫国安,北京人和
2,0.335,7,1,0.611,144,2,0,1,7,0,0.828,2,290,0.665,1,0,7,1,0,0.631,0,14928,0.369,2,北京中赫国安,北京人和
3,0.598,6,4,0.721,165,6,0,2,9,0,0.728,2,147,0.402,3,1,10,6,0,0.443,0,14928,0.557,7,北京中赫国安,北京人和
9,0.561,19,4,0.779,461,9,1,0,14,3,0.645,7,273,0.439,1,0,21,6,0,0.41,0,14929,0.59,10,河南建业,大连一方
2,0.506,7,3,0.772,232,5,1,1,9,3,0.643,4,154,0.494,1,0,13,3,0,0.409,0,14929,0.591,6,河南建业,大连一方
7,0.615,12,1,0.786,229,4,0,2,5,0,0.647,3,119,0.385,0,0,8,3,0,0.412,0,14929,0.588,4,河南建业,大连一方
4,0.568,10,2,0.819,480,17,2,0,11,8,0.77,5,395,0.432,4,0,22,3,0,0.479,0,14930,0.521,12,上海绿地申花,河北华夏幸福
1,0.587,5,2,0.828,268,6,0,1,6,2,0.796,3,216,0.413,0,0,8,1,0,0.468,0,14930,0.532,3,上海绿地申花,河北华夏幸福
3,0.548,5,0,0.807,212,11,2,2,5,6,0.737,2,179,0.452,4,0,14,2,0,0.49,0,14930,0.51,9,上海绿地申花,河北华夏幸福
7,0.36,22,5,0.691,356,12,2,0,17,3,0.715,6,474,0.64,0,0,14,6,0,0.537,0,14931,0.463,5,山东鲁能泰山,贵州恒丰
4,0.377,11,2,0.658,161,4,1,1,11,1,0.733,4,240,0.623,0,0,7,3,0,0.544,0,14931,0.456,3,山东鲁能泰山,贵州恒丰
3,0.348,11,3,0.718,195,8,1,2,6,2,0.697,2,234,0.652,0,0,7,3,0,0.531,0,14931,0.469,2,山东鲁能泰山,贵州恒丰
6,0.558,16,4,0.778,410,11,1,0,15,3,0.763,10,380,0.442,2,1,13,4,0,0.485,0,14932,0.515,3,江苏苏宁易购,天津泰达
5,0.48,11,1,0.811,201,4,0,1,10,2,0.756,7,164,0.52,0,0,5,4,0,0.479,0,14932,0.521,1,江苏苏宁易购,天津泰达
1,0.606,5,3,0.746,209,7,1,2,5,1,0.769,3,216,0.394,2,1,8,0,0,0.49,0,14932,0.51,2,江苏苏宁易购,天津泰达
3,0.413,11,3,0.757,342,10,1,0,17,2,0.822,4,578,0.587,1,0,19,6,0,0.574,0,14933,0.426,6,北京中赫国安,天津泰达
3,0.411,8,2,0.737,186,3,1,1,9,1,0.826,2,287,0.589,1,0,11,2,0,0.549,0,14933,0.451,5,北京中赫国安,天津泰达
0,0.414,3,1,0.782,156,7,0,2,8,1,0.818,2,291,0.586,0,0,8,4,0,0.6,0,14933,0.4,1,北京中赫国安,天津泰达
4,0.305,11,2,0.728,320,10,2,0,11,5,0.868,4,669,0.695,0,0,11,4,1,0.654,0,14934,0.346,0,广州富力,江苏苏宁易购
3,0.36,8,1,0.747,198,4,0,1,5,1,0.866,1,351,0.64,0,0,5,0,0,0.644,0,14934,0.356,0,广州富力,江苏苏宁易购
1,0.257,3,1,0.697,122,6,2,2,6,4,0.871,3,318,0.743,0,0,6,4,1,0.665,0,14934,0.335,0,广州富力,江苏苏宁易购
12,0.629,21,10,0.689,354,18,2,0,12,9,0.683,5,281,0.371,2,0,11,5,0,0.46,0,14935,0.54,5,大连一方,重庆斯威
6,0.469,10,5,0.637,157,4,0,1,5,2,0.743,1,183,0.531,1,0,7,3,0,0.498,0,14935,0.502,4,大连一方,重庆斯威
6,0.764,11,5,0.731,197,14,2,2,7,7,0.571,4,98,0.236,1,0,4,2,0,0.418,0,14935,0.582,1,大连一方,重庆斯威
8,0.433,14,10,0.794,399,14,1,0,13,2,0.79,6,381,0.567,2,0,14,8,0,0.493,0,14936,0.507,6,河北华夏幸福,长春亚泰
6,0.436,9,3,0.789,185,6,0,1,8,0,0.787,3,197,0.564,1,0,5,4,0,0.508,0,14936,0.492,2,河北华夏幸福,长春亚泰
2,0.431,5,7,0.799,214,8,1,2,5,2,0.793,3,184,0.569,1,0,9,4,0,0.478,0,14936,0.522,4,河北华夏幸福,长春亚泰
14,0.367,27,4,0.684,285,14,2,0,16,6,0.764,8,450,0.633,0,0,25,9,0,0.557,0,14937,0.443,7,北京人和,上海绿地申花
3,0.401,12,2,0.697,155,7,1,1,5,2,0.732,3,198,0.599,0,0,12,4,0,0.543,0,14937,0.457,1,北京人和,上海绿地申花
11,0.339,15,2,0.669,130,7,1,2,11,4,0.79,5,252,0.661,0,0,13,5,0,0.569,0,14937,0.431,6,北京人和,上海绿地申花
5,0.473,15,4,0.712,403,9,0,0,22,2,0.77,9,387,0.527,1,0,18,5,0,0.515,0,14938,0.485,5,广州恒大淘宝,山东鲁能泰山
4,0.353,6,1,0.677,164,5,0,1,12,1,0.816,5,239,0.647,1,0,14,3,0,0.589,0,14938,0.411,3,广州恒大淘宝,山东鲁能泰山
1,0.586,9,3,0.736,239,4,0,2,10,1,0.696,4,148,0.414,0,0,4,2,0,0.443,0,14938,0.557,2,广州恒大淘宝,山东鲁能泰山
8,0.358,18,8,0.741,317,9,1,0,16,6,0.759,9,428,0.642,0,0,13,7,0,0.553,0,14939,0.447,4,贵州恒丰,天津权健
4,0.505,8,3,0.781,196,6,1,1,6,4,0.764,3,182,0.495,0,0,6,3,0,0.496,0,14939,0.504,2,贵州恒丰,天津权健
4,0.232,10,5,0.678,121,3,0,2,10,2,0.756,6,246,0.768,0,0,7,4,0,0.608,0,14939,0.392,2,贵州恒丰,天津权健
12,0.523,24,3,0.769,363,14,2,0,22,4,0.649,9,296,0.477,1,0,17,4,0,0.43,0,14940,0.57,5,河南建业,上海上港
4,0.634,8,2,0.77,239,9,2,1,11,4,0.597,3,139,0.366,1,0,6,0,0,0.381,0,14940,0.619,3,河南建业,上海上港
8,0.382,16,1,0.766,124,5,0,2,11,0,0.694,6,157,0.618,0,0,11,4,0,0.487,0,14940,0.513,2,河南建业,上海上港
9,0.495,19,7,0.728,349,18,2,0,27,7,0.686,14,306,0.505,2,0,20,4,0,0.508,0,14941,0.492,5,上海绿地申花,广州恒大淘宝
7,0.561,10,3,0.704,179,6,0,1,14,4,0.669,8,151,0.439,0,0,8,0,0,0.503,0,14941,0.497,2,上海绿地申花,广州恒大淘宝
2,0.431,9,4,0.753,170,12,2,2,13,3,0.703,6,155,0.569,2,0,12,4,0,0.513,0,14941,0.487,3,上海绿地申花,广州恒大淘宝
10,0.679,18,8,0.822,506,17,1,0,14,6,0.801,6,362,0.321,1,0,11,4,0,0.445,0,14942,0.555,2,天津权健,江苏苏宁易购
4,0.643,9,5,0.828,233,6,0,1,7,2,0.826,2,213,0.357,1,0,8,3,0,0.473,0,14942,0.527,2,天津权健,江苏苏宁易购
6,0.712,9,3,0.817,273,11,1,2,7,4,0.765,4,149,0.288,0,0,3,1,0,0.417,0,14942,0.583,0,天津权健,江苏苏宁易购
8,0.489,14,4,0.813,471,12,0,0,17,2,0.779,9,358,0.511,2,1,15,5,1,0.469,0,14943,0.531,3,上海上港,河北华夏幸福
1,0.364,4,3,0.82,205,2,0,1,9,1,0.801,6,201,0.636,1,1,6,4,1,0.518,0,14943,0.482,1,上海上港,河北华夏幸福
7,0.599,10,1,0.808,266,10,0,2,8,1,0.752,3,157,0.401,1,0,9,1,0,0.421,0,14943,0.579,2,上海上港,河北华夏幸福
10,0.464,22,1,0.703,340,7,1,0,20,1,0.7,9,297,0.536,2,0,14,7,0,0.474,0,14944,0.526,7,北京人和,贵州恒丰
6,0.529,13,0,0.73,159,3,1,1,12,1,0.763,5,169,0.471,1,0,5,2,0,0.529,0,14944,0.471,2,北京人和,贵州恒丰
4,0.396,9,1,0.68,181,4,0,2,8,0,0.617,4,128,0.604,1,0,9,5,0,0.421,0,14944,0.579,5,北京人和,贵州恒丰
9,0.495,19,6,0.814,499,13,1,0,15,5,0.739,3,348,0.505,2,0,10,6,0,0.445,0,14945,0.555,4,天津泰达,广州富力
4,0.266,9,2,0.691,162,2,1,1,8,1,0.763,3,224,0.734,2,0,8,4,0,0.572,0,14945,0.428,3,天津泰达,广州富力
5,0.685,10,4,0.872,337,11,0,2,7,4,0.694,0,124,0.315,0,0,2,2,0,0.335,0,14945,0.665,1,天津泰达,广州富力
7,0.509,15,4,0.771,432,9,0,0,15,4,0.802,6,475,0.491,2,1,13,4,0,0.524,0,14946,0.476,5,山东鲁能泰山,大连一方
1,0.494,5,3,0.714,196,6,0,1,9,1,0.798,4,263,0.506,1,0,3,1,0,0.572,0,14946,0.428,1,山东鲁能泰山,大连一方
6,0.522,10,1,0.818,236,3,0,2,6,3,0.807,2,212,0.478,1,1,10,3,0,0.477,0,14946,0.523,4,山东鲁能泰山,大连一方
6,0.442,21,1,0.599,257,8,0,0,19,5,0.692,11,386,0.558,3,0,17,5,0,0.583,0,14947,0.417,6,长春亚泰,河南建业
3,0.375,12,0,0.608,120,7,0,1,10,5,0.731,6,227,0.625,1,0,8,4,0,0.613,0,14947,0.387,2,长春亚泰,河南建业
3,0.507,9,1,0.591,137,1,0,2,9,0,0.635,5,159,0.493,2,0,9,1,0,0.549,0,14947,0.451,4,长春亚泰,河南建业
6,0.599,13,10,0.804,520,13,3,0,23,7,0.587,7,252,0.401,3,0,13,3,0,0.406,0,14948,0.594,4,重庆斯威,北京中赫国安
2,0.603,7,3,0.798,263,4,2,1,13,2,0.591,5,110,0.397,3,0,7,1,0,0.405,0,14948,0.595,3,重庆斯威,北京中赫国安
4,0.596,6,7,0.809,257,9,1,2,10,5,0.585,2,142,0.404,0,0,6,2,0,0.407,0,14948,0.593,1,重庆斯威,北京中赫国安
7,0.468,22,5,0.713,327,10,2,0,15,4,0.702,5,359,0.532,0,1,12,4,1,0.473,0,14949,0.527,2,河南建业,重庆斯威
4,0.533,10,3,0.664,152,5,1,1,7,1,0.721,3,165,0.467,0,1,5,3,0,0.474,0,14949,0.526,1,河南建业,重庆斯威
3,0.406,12,2,0.754,175,5,1,2,8,3,0.686,2,194,0.594,0,0,7,1,1,0.471,0,14949,0.529,1,河南建业,重庆斯威
4,0.422,18,8,0.636,275,10,0,0,21,5,0.796,11,500,0.578,0,0,9,5,0,0.596,0,14950,0.404,3,河北华夏幸福,北京人和
3,0.489,10,3,0.674,129,3,0,1,8,3,0.789,5,228,0.511,0,0,3,3,0,0.57,0,14950,0.43,1,河北华夏幸福,北京人和
1,0.363,8,5,0.603,146,7,0,2,13,2,0.801,6,272,0.637,0,0,6,2,0,0.618,0,14950,0.382,2,河北华夏幸福,北京人和
6,0.494,20,9,0.801,458,17,4,0,15,8,0.789,7,441,0.506,2,1,13,7,0,0.5,0,14951,0.5,6,广州富力,山东鲁能泰山
3,0.551,10,5,0.808,219,6,0,1,8,2,0.767,4,202,0.449,1,1,5,6,0,0.488,0,14951,0.512,2,广州富力,山东鲁能泰山
3,0.454,10,4,0.795,239,11,4,2,7,6,0.808,3,239,0.546,1,0,8,1,0,0.511,0,14951,0.489,4,广州富力,山东鲁能泰山
4,0.312,15,3,0.591,230,8,5,0,22,5,0.769,9,450,0.688,2,0,20,6,1,0.579,0,14952,0.421,9,贵州恒丰,长春亚泰
3,0.385,9,2,0.722,126,6,3,1,9,3,0.757,5,181,0.615,1,0,8,0,1,0.518,0,14952,0.482,2,贵州恒丰,长春亚泰
1,0.255,6,1,0.433,104,2,2,2,13,2,0.777,4,269,0.745,1,0,12,6,0,0.627,0,14952,0.373,7,贵州恒丰,长春亚泰
11,0.398,19,2,0.772,355,10,1,0,21,4,0.773,10,392,0.602,1,1,12,2,1,0.526,0,14953,0.474,6,大连一方,天津权健
5,0.316,8,0,0.804,184,3,1,1,8,2,0.803,3,233,0.684,1,1,5,1,1,0.548,0,14953,0.452,4,大连一方,天津权健
6,0.483,11,2,0.737,171,7,0,2,13,2,0.73,7,159,0.517,0,0,7,1,0,0.502,0,14953,0.498,2,大连一方,天津权健
4,0.547,19,5,0.786,369,17,1,0,15,8,0.79,3,391,0.453,5,0,16,6,0,0.498,0,14954,0.502,8,江苏苏宁易购,上海绿地申花
2,0.468,10,3,0.712,156,7,1,1,4,3,0.742,1,178,0.532,3,0,11,3,0,0.502,0,14954,0.498,5,江苏苏宁易购,上海绿地申花
2,0.614,9,2,0.84,213,10,0,2,11,5,0.831,2,213,0.386,2,0,5,3,0,0.494,0,14954,0.506,3,江苏苏宁易购,上海绿地申花
13,0.413,23,2,0.634,290,9,2,0,14,3,0.754,2,484,0.587,2,1,10,3,0,0.594,0,14955,0.406,3,北京中赫国安,广州恒大淘宝
8,0.438,12,2,0.635,170,4,0,1,8,1,0.72,1,243,0.562,0,0,2,1,0,0.573,0,14955,0.427,0,北京中赫国安,广州恒大淘宝
5,0.388,11,0,0.633,120,5,2,2,6,2,0.788,1,241,0.612,2,1,8,2,0,0.617,0,14955,0.383,3,北京中赫国安,广州恒大淘宝
3,0.271,12,7,0.67,285,8,1,0,16,4,0.754,8,418,0.729,1,0,21,16,0,0.574,0,14956,0.426,14,上海上港,天津泰达
1,0.341,8,4,0.686,137,5,1,1,6,2,0.709,2,175,0.659,0,0,9,9,0,0.532,0,14956,0.468,6,上海上港,天津泰达
2,0.22,4,3,0.655,148,3,0,2,10,2,0.786,6,243,0.78,1,0,12,7,0,0.608,0,14956,0.392,8,上海上港,天津泰达
8,0.546,16,5,0.779,417,10,0,0,16,3,0.688,3,311,0.454,1,0,10,10,0,0.463,0,14957,0.537,4,北京人和,天津泰达
4,0.515,6,1,0.798,208,4,0,1,7,1,0.762,1,193,0.485,1,0,3,4,0,0.495,0,14957,0.505,1,北京人和,天津泰达
4,0.577,10,4,0.761,209,6,0,2,9,2,0.568,2,118,0.423,0,0,7,6,0,0.428,0,14957,0.572,3,北京人和,天津泰达
4,0.419,15,5,0.811,419,12,0,0,18,2,0.804,8,378,0.581,1,0,16,5,0,0.484,0,14958,0.516,5,广州恒大淘宝,江苏苏宁易购
3,0.438,8,3,0.832,244,6,0,1,7,2,0.83,2,206,0.562,0,0,6,3,0,0.48,0,14958,0.52,1,广州恒大淘宝,江苏苏宁易购
1,0.399,7,2,0.783,175,6,0,2,11,0,0.773,6,172,0.601,1,0,10,2,0,0.489,0,14958,0.511,4,广州恒大淘宝,江苏苏宁易购
7,0.502,14,3,0.774,420,5,3,0,14,3,0.731,7,364,0.498,0,0,12,7,0,0.452,0,14959,0.548,2,天津权健,河北华夏幸福
3,0.465,7,2,0.761,205,2,0,1,6,0,0.739,5,188,0.535,0,0,6,6,0,0.472,0,14959,0.528,2,天津权健,河北华夏幸福
